@relation 'gamma_training_keyboard.arff-weka.filters.unsupervised.attribute.Remove-R23-26-weka.filters.unsupervised.attribute.AddExpression-E(a7+a9+a11+a13)/4-NmeanGhostx-weka.filters.unsupervised.attribute.AddExpression-E(a8+a10+a12+a14)/4-NmeanGhosty-weka.filters.unsupervised.attribute.AddExpression-E(a15+a16+a17+a18)/4-NmeanDist-weka.filters.unsupervised.attribute.Reorder-R1-22,24-26,23-weka.filters.unsupervised.attribute.Reorder-R1-22,24-26,23-weka.filters.unsupervised.attribute.Reorder-R1-22,24-26,23-weka.filters.unsupervised.attribute.Reorder-R1-22,24-26,23-weka.filters.unsupervised.attribute.Reorder-R1-22,24-26,23-weka.filters.unsupervised.attribute.Reorder-R1-22,24-26,23-weka.filters.unsupervised.attribute.Reorder-R1-22,24-26,23-weka.filters.unsupervised.attribute.Reorder-R1-22,24-26,23-weka.filters.unsupervised.attribute.Reorder-R1-22,24-26,23-weka.filters.unsupervised.attribute.Remove-R15-25'

@attribute PacX numeric
@attribute PacY numeric
@attribute LegalNorth {1,0}
@attribute LegalSouth {1,0}
@attribute LegalEast {1,0}
@attribute LegalWest {1,0}
@attribute Gosth1x numeric
@attribute Gosth1y numeric
@attribute Gosth2x numeric
@attribute Gosth2y numeric
@attribute Gosth3x numeric
@attribute Gosth3y numeric
@attribute Gosth4x numeric
@attribute Gosth4y numeric
@attribute Direction {North,South,East,West,Stop}

@data
18,22,1,1,0,0,10,15,13,15,14,15,17,15,South
18,21,1,1,0,0,10,15,13,15,14,15,17,15,West
18,20,1,0,0,1,10,15,13,15,14,15,17,15,West
17,20,0,0,1,1,10,15,13,15,14,15,17,15,West
16,20,0,0,1,1,10,15,13,15,14,15,17,15,South
15,20,0,1,1,0,10,15,13,15,14,15,17,15,South
15,19,1,1,0,0,10,15,13,15,14,15,17,15,South
15,18,1,1,0,0,10,15,13,15,14,15,17,15,Stop
15,17,1,0,1,1,10,15,13,15,14,15,17,15,Stop
15,17,1,0,1,1,10,15,13,15,14,15,17,15,West
15,17,1,0,1,1,10,15,13,15,14,15,17,15,South
14,17,0,1,1,1,10,15,13,15,14,15,17,15,South
14,16,1,1,0,1,10,15,13,15,14,15,17,15,East
14,15,1,0,1,1,10,15,13,15,5,1,17,15,East
15,15,0,0,1,1,10,15,13,15,5,1,17,15,East
16,15,0,0,1,1,10,15,13,15,5,1,17,15,West
17,15,0,0,0,1,10,15,13,15,5,1,7,1,West
16,15,0,0,1,1,10,15,13,15,5,1,7,1,West
15,15,0,0,1,1,10,15,13,15,5,1,7,1,West
14,15,1,0,1,1,10,15,13,15,5,1,7,1,West
13,15,1,0,1,1,10,15,3,1,5,1,7,1,West
12,15,0,0,1,1,10,15,3,1,5,1,7,1,West
14,3,0,0,1,1,10,15,13,15,14,15,17,15,West
14,3,0,0,1,1,10,15,13,15,14,15,17,15,West
13,3,0,0,1,1,10,15,13,15,14,15,17,15,North
12,3,1,0,1,1,10,15,13,15,14,15,17,15,North
12,4,1,1,0,0,10,15,13,15,14,15,17,15,West
12,5,0,1,0,1,10,15,13,15,14,15,17,15,West
11,5,0,0,1,1,10,15,13,15,14,15,17,15,West
10,5,0,0,1,1,10,15,13,15,14,15,17,15,North
9,5,1,0,1,0,10,15,13,15,14,15,17,15,North
9,6,1,1,0,0,10,15,13,15,14,15,17,15,North
9,7,1,1,0,0,10,15,13,15,14,15,17,15,East
9,8,0,1,1,1,10,15,13,15,14,15,17,15,East
10,8,0,0,1,1,10,15,13,15,14,15,17,15,East
11,8,0,0,1,1,10,15,13,15,14,15,17,15,North
12,8,1,0,1,1,10,15,13,15,14,15,17,15,North
12,9,1,1,0,0,10,15,13,15,14,15,17,15,North
12,10,1,1,0,0,10,15,13,15,14,15,17,15,Stop
12,11,0,1,0,1,10,15,13,15,14,15,17,15,Stop
12,11,0,1,0,1,10,15,13,15,14,15,17,15,Stop
12,11,0,1,0,1,10,15,13,15,14,15,17,15,West
12,11,0,1,0,1,10,15,13,15,14,15,17,15,West
11,11,0,0,1,1,10,15,13,15,14,15,17,15,West
10,11,0,0,1,1,10,15,13,15,14,15,17,15,West
9,11,0,0,1,1,10,15,13,15,14,15,17,15,North
8,11,1,0,1,1,10,15,13,15,14,15,17,15,North
8,12,1,1,0,0,10,15,13,15,14,15,17,15,North
8,13,1,1,1,0,10,15,13,15,14,15,17,15,North
8,14,1,1,0,0,10,15,13,15,14,15,17,15,North
8,15,1,1,0,1,10,15,13,15,14,15,17,15,North
8,16,1,1,0,0,10,15,13,15,14,15,17,15,East
8,17,0,1,1,0,10,15,13,15,14,15,17,15,East
9,17,0,0,1,1,10,15,13,15,14,15,17,15,East
10,17,0,0,1,1,10,15,13,15,14,15,17,15,East
11,17,0,0,1,1,10,15,13,15,14,15,17,15,East
12,17,1,0,1,1,10,15,13,15,14,15,17,15,South
13,17,0,1,1,1,10,15,13,15,14,15,17,15,South
13,16,1,1,1,0,10,15,13,15,14,15,17,15,Stop
13,15,1,0,1,1,10,15,3,1,14,15,17,15,Stop
13,15,1,0,1,1,10,15,3,1,14,15,17,15,East
13,15,1,0,1,1,10,15,3,1,14,15,17,15,East
14,15,1,0,1,1,10,15,3,1,5,1,17,15,East
15,15,0,0,1,1,10,15,3,1,5,1,17,15,East
16,15,0,0,1,1,10,15,3,1,5,1,17,15,West
17,15,0,0,0,1,10,15,3,1,5,1,7,1,West
16,15,0,0,1,1,10,15,3,1,5,1,7,1,West
15,15,0,0,1,1,10,15,3,1,5,1,7,1,West
14,15,1,0,1,1,10,15,3,1,5,1,7,1,West
13,15,1,0,1,1,10,15,3,1,5,1,7,1,West
12,15,0,0,1,1,10,15,3,1,5,1,7,1,West
14,3,0,0,1,1,10,15,13,15,14,15,17,15,Stop
14,3,0,0,1,1,10,15,13,15,14,15,17,15,East
14,3,0,0,1,1,10,15,13,15,14,15,17,15,North
15,3,1,0,1,1,10,15,13,15,14,15,17,15,North
15,4,1,1,0,0,10,15,13,15,14,15,17,15,East
15,5,0,1,1,0,10,15,13,15,14,15,17,15,East
16,5,0,0,1,1,10,15,13,15,14,15,17,15,East
17,5,0,0,1,1,10,15,13,15,14,15,17,15,North
18,5,1,0,0,1,10,15,13,15,14,15,17,15,North
18,6,1,1,0,0,10,15,13,15,14,15,17,15,North
18,7,1,1,0,0,10,15,13,15,14,15,17,15,East
18,8,0,1,1,1,10,15,13,15,14,15,17,15,East
19,8,0,0,1,1,10,15,13,15,14,15,17,15,East
20,8,0,0,1,1,10,15,13,15,14,15,17,15,North
21,8,1,1,0,1,10,15,13,15,14,15,17,15,North
21,9,1,1,0,0,10,15,13,15,14,15,17,15,North
21,10,1,1,0,0,10,15,13,15,14,15,17,15,West
21,11,1,1,1,1,10,15,13,15,14,15,17,15,West
20,11,0,0,1,1,10,15,13,15,14,15,17,15,North
19,11,1,0,1,1,10,15,13,15,14,15,17,15,North
19,12,1,1,0,0,10,15,13,15,14,15,17,15,North
19,13,1,1,0,1,10,15,13,15,14,15,17,15,North
19,14,1,1,0,0,10,15,13,15,14,15,17,15,North
19,15,1,1,1,0,10,15,13,15,14,15,17,15,North
19,16,1,1,0,0,10,15,13,15,14,15,17,15,West
19,17,0,1,0,1,10,15,13,15,14,15,17,15,West
18,17,0,0,1,1,10,15,13,15,14,15,17,15,West
17,17,0,0,1,1,10,15,13,15,14,15,17,15,East
16,17,0,0,1,1,10,15,13,15,14,15,17,15,East
17,17,0,0,1,1,10,15,13,15,14,15,17,15,East
18,17,0,0,1,1,10,15,13,15,14,15,17,15,South
19,17,0,1,0,1,10,15,13,15,14,15,17,15,South
19,16,1,1,0,0,10,15,13,15,14,15,17,15,South
19,15,1,1,1,0,10,15,13,15,14,15,17,15,South
19,14,1,1,0,0,10,15,13,15,14,15,17,15,South
19,13,1,1,0,1,10,15,13,15,14,15,17,15,North
19,12,1,1,0,0,10,15,13,15,14,15,17,15,North
19,13,1,1,0,1,10,15,13,15,14,15,17,15,North
19,14,1,1,0,0,10,15,13,15,14,15,17,15,East
19,15,1,1,1,0,10,15,13,15,14,15,17,15,East
20,15,0,0,1,1,10,15,13,15,14,15,17,15,East
21,15,1,1,1,1,10,15,13,15,14,15,17,15,East
22,15,0,0,1,1,10,15,13,15,14,15,17,15,East
23,15,0,0,1,1,10,15,13,15,14,15,17,15,East
24,15,0,0,1,1,10,15,13,15,14,15,17,15,East
25,15,0,0,1,1,10,15,13,15,14,15,17,15,Stop
26,15,0,0,0,1,10,15,13,15,14,15,17,15,West
26,15,0,0,0,1,10,15,13,15,14,15,17,15,West
25,15,0,0,1,1,10,15,13,15,14,15,17,15,West
24,15,0,0,1,1,10,15,13,15,14,15,17,15,West
23,15,0,0,1,1,10,15,13,15,14,15,17,15,West
22,15,0,0,1,1,10,15,13,15,14,15,17,15,West
21,15,1,1,1,1,10,15,13,15,14,15,17,15,West
20,15,0,0,1,1,10,15,13,15,14,15,17,15,North
19,15,1,1,1,0,10,15,13,15,14,15,17,15,North
19,16,1,1,0,0,10,15,13,15,14,15,17,15,West
19,17,0,1,0,1,10,15,13,15,14,15,17,15,West
18,17,0,0,1,1,10,15,13,15,14,15,17,15,West
17,17,0,0,1,1,10,15,13,15,14,15,17,15,West
16,17,0,0,1,1,10,15,13,15,14,15,17,15,West
15,17,1,0,1,1,10,15,13,15,14,15,17,15,South
14,17,0,1,1,1,10,15,13,15,14,15,17,15,South
14,16,1,1,0,1,10,15,13,15,14,15,17,15,East
14,15,1,0,1,1,10,15,13,15,5,1,17,15,East
15,15,0,0,1,1,10,15,13,15,5,1,17,15,East
16,15,0,0,1,1,10,15,13,15,5,1,17,15,Stop
17,15,0,0,0,1,10,15,13,15,5,1,7,1,West
17,15,0,0,0,1,10,15,13,15,5,1,7,1,West
16,15,0,0,1,1,10,15,13,15,5,1,7,1,West
15,15,0,0,1,1,10,15,13,15,5,1,7,1,West
14,15,1,0,1,1,10,15,13,15,5,1,7,1,West
13,15,1,0,1,1,10,15,3,1,5,1,7,1,West
12,15,0,0,1,1,10,15,3,1,5,1,7,1,West
14,3,0,0,1,1,10,15,13,15,14,15,17,15,Stop
14,3,0,0,1,1,10,15,13,15,14,15,17,15,Stop
14,3,0,0,1,1,10,15,13,15,14,15,17,15,West
14,3,0,0,1,1,10,15,13,15,14,15,17,15,West
13,3,0,0,1,1,10,15,13,15,14,15,17,15,North
12,3,1,0,1,1,10,15,13,15,14,15,17,15,North
12,4,1,1,0,0,10,15,13,15,14,15,17,15,West
12,5,0,1,0,1,10,15,13,15,14,15,17,15,West
11,5,0,0,1,1,10,15,13,15,14,15,17,15,West
10,5,0,0,1,1,10,15,13,15,14,15,17,15,North
9,5,1,0,1,0,10,15,13,15,14,15,17,15,North
9,6,1,1,0,0,10,15,13,15,14,15,17,15,North
9,7,1,1,0,0,10,15,13,15,14,15,17,15,East
9,8,0,1,1,1,10,15,13,15,14,15,17,15,East
10,8,0,0,1,1,10,15,13,15,14,15,17,15,East
11,8,0,0,1,1,10,15,13,15,14,15,17,15,North
12,8,1,0,1,1,10,15,13,15,14,15,17,15,North
12,9,1,1,0,0,10,15,13,15,14,15,17,15,North
12,10,1,1,0,0,10,15,13,15,14,15,17,15,West
12,11,0,1,0,1,10,15,13,15,14,15,17,15,West
11,11,0,0,1,1,10,15,13,15,14,15,17,15,West
10,11,0,0,1,1,10,15,13,15,14,15,17,15,West
9,11,0,0,1,1,10,15,13,15,14,15,17,15,North
8,11,1,0,1,1,10,15,13,15,14,15,17,15,North
8,12,1,1,0,0,10,15,13,15,14,15,17,15,North
8,13,1,1,1,0,10,15,13,15,14,15,17,15,North
8,14,1,1,0,0,10,15,13,15,14,15,17,15,North
8,15,1,1,0,1,10,15,13,15,14,15,17,15,North
8,16,1,1,0,0,10,15,13,15,14,15,17,15,East
8,17,0,1,1,0,10,15,13,15,14,15,17,15,East
9,17,0,0,1,1,10,15,13,15,14,15,17,15,East
10,17,0,0,1,1,10,15,13,15,14,15,17,15,East
11,17,0,0,1,1,10,15,13,15,14,15,17,15,East
12,17,1,0,1,1,10,15,13,15,14,15,17,15,South
13,17,0,1,1,1,10,15,13,15,14,15,17,15,East
13,16,1,1,1,0,10,15,13,15,14,15,17,15,Stop
14,16,1,1,0,1,10,15,13,15,14,15,17,15,South
14,16,1,1,0,1,10,15,13,15,14,15,17,15,Stop
14,15,1,0,1,1,10,15,13,15,5,1,17,15,East
14,15,1,0,1,1,10,15,13,15,5,1,17,15,East
15,15,0,0,1,1,10,15,13,15,5,1,17,15,East
16,15,0,0,1,1,10,15,13,15,5,1,17,15,West
17,15,0,0,0,1,10,15,13,15,5,1,7,1,West
16,15,0,0,1,1,10,15,13,15,5,1,7,1,West
15,15,0,0,1,1,10,15,13,15,5,1,7,1,West
14,15,1,0,1,1,10,15,13,15,5,1,7,1,West
13,15,1,0,1,1,10,15,3,1,5,1,7,1,West
12,15,0,0,1,1,10,15,3,1,5,1,7,1,West
1,18,0,1,1,0,5,9,11,3,17,6,25,13,Stop
1,18,0,1,1,0,5,8,11,3,16,6,25,13,Stop
1,18,0,1,1,0,4,8,11,4,17,6,25,14,East
1,18,0,1,1,0,4,8,10,4,17,6,25,13,East
2,18,0,0,1,1,5,8,10,4,17,5,25,14,East
3,18,0,0,1,1,5,7,9,4,17,4,25,13,East
4,18,0,0,1,1,5,8,9,4,17,5,25,14,West
5,18,0,0,1,1,5,7,10,4,17,4,25,15,West
4,18,0,0,1,1,5,8,11,4,17,5,25,15,West
3,18,0,0,1,1,5,7,11,3,17,4,25,16,West
2,18,0,0,1,1,5,8,10,3,17,4,24,16,South
1,18,0,1,1,0,6,8,10,3,17,3,24,15,South
1,17,1,1,0,0,6,7,11,3,17,4,24,16,South
1,16,1,1,1,0,6,8,11,3,18,4,25,16,South
1,15,1,1,1,0,6,9,10,3,18,3,25,17,South
1,14,1,1,1,0,6,8,10,3,19,3,25,16,South
1,13,1,1,0,0,6,8,10,3,19,4,25,15,South
1,12,1,1,1,0,5,8,10,3,20,4,25,14,South
1,11,1,1,0,0,5,8,11,3,21,4,25,15,South
1,10,1,1,0,0,4,8,11,3,22,4,25,15,South
1,9,1,1,0,0,4,9,10,3,22,4,25,14,South
1,8,1,1,0,0,3,9,10,3,23,4,24,14,South
1,7,1,1,0,0,3,9,10,4,23,5,24,14,East
1,6,1,1,1,0,3,10,10,4,23,6,23,14,East
2,6,0,1,1,1,3,10,10,4,22,6,23,13,North
3,6,1,1,1,1,3,10,9,4,21,6,22,13,North
3,7,1,1,1,0,3,10,9,4,22,6,23,13,North
3,8,1,1,1,0,4,10,8,4,21,6,22,13,North
3,9,1,1,1,0,4,9,9,4,22,6,23,13,East
3,10,0,1,1,0,4,9,9,4,22,6,23,14,East
4,10,0,1,1,1,4,8,8,4,21,6,23,14,South
5,10,0,1,1,1,3,8,9,4,21,6,24,14,South
5,9,1,1,1,1,4,8,8,4,22,6,23,14,West
5,8,1,1,1,1,4,7,8,4,21,6,22,14,South
4,8,1,1,1,1,3,7,8,5,21,6,22,13,South
4,7,1,1,1,1,3,8,8,5,20,6,22,13,West
4,6,1,1,1,1,3,7,8,4,21,6,22,13,North
3,6,1,1,1,1,3,8,8,4,22,6,23,13,North
3,7,1,1,1,0,3,8,8,3,23,6,23,13,North
3,8,1,1,1,0,1,1,8,4,23,5,23,13,East
3,9,1,1,1,0,1,1,8,5,23,4,23,13,East
4,9,1,1,1,1,1,1,8,5,23,3,23,13,South
5,9,1,1,1,1,1,1,8,5,23,3,23,14,South
5,8,1,1,1,1,1,1,9,5,23,4,23,13,South
5,7,1,1,1,1,1,1,9,6,23,5,22,13,East
5,6,1,1,1,1,1,1,9,5,23,5,23,13,East
6,6,1,0,1,1,1,1,9,4,23,5,23,14,East
7,6,0,0,1,1,1,1,8,4,23,6,22,14,East
8,6,1,1,1,1,1,1,8,4,23,5,22,14,South
9,6,1,1,1,1,1,1,8,5,23,5,23,14,South
9,5,1,1,1,1,1,1,8,5,23,5,23,15,West
9,4,1,1,1,1,1,1,9,5,23,4,22,15,North
8,4,1,1,1,0,1,1,9,5,23,5,22,14,East
8,5,1,1,1,0,1,1,9,4,24,5,22,14,East
9,5,1,1,1,1,1,1,9,4,24,4,23,14,South
10,5,1,1,1,1,1,1,8,4,24,5,24,14,West
10,4,1,1,1,1,1,1,8,4,23,5,24,14,West
9,4,1,1,1,1,1,1,8,4,24,5,25,14,North
8,4,1,1,1,0,1,1,3,1,24,5,25,13,North
8,5,1,1,1,0,1,1,3,1,25,5,25,13,North
8,6,1,1,1,1,1,1,3,1,25,5,25,13,East
8,7,1,1,1,0,1,1,3,1,25,4,25,13,East
9,7,1,1,1,1,1,1,3,1,25,4,25,13,North
10,7,1,1,1,1,1,1,3,1,24,4,25,13,North
10,8,1,1,1,1,1,1,3,1,24,5,25,14,North
10,9,1,1,1,1,1,1,3,1,24,5,25,14,North
10,10,1,1,1,1,1,1,3,1,25,5,25,13,North
10,11,1,1,1,1,1,1,3,1,24,5,25,14,East
10,12,1,1,1,1,1,1,3,1,24,6,25,13,East
11,12,0,1,1,1,1,1,3,1,24,6,25,14,East
12,12,0,0,1,1,1,1,3,1,24,5,25,14,East
13,12,0,1,1,1,1,1,3,1,24,5,24,14,East
14,12,1,1,1,1,1,1,3,1,23,5,24,14,East
15,12,0,1,1,1,1,1,3,1,23,6,24,15,East
16,12,0,1,1,1,1,1,3,1,24,6,23,15,East
17,12,1,1,1,1,1,1,3,1,24,6,23,16,East
18,12,1,1,1,1,1,1,3,1,24,6,23,15,East
19,12,1,1,1,1,1,1,3,1,24,6,23,16,North
20,12,1,1,0,1,1,1,3,1,24,7,24,16,North
20,13,1,1,0,1,1,1,3,1,23,7,23,16,North
20,14,1,1,0,1,1,1,3,1,24,7,22,16,North
20,15,1,1,1,0,1,1,3,1,25,7,22,15,East
20,16,1,1,1,0,1,1,3,1,25,7,22,15,East
21,16,1,1,1,1,1,1,3,1,25,7,22,14,South
22,16,0,1,1,1,1,1,3,1,24,7,22,13,South
22,15,1,1,1,1,1,1,3,1,23,7,22,13,South
22,14,1,1,1,0,1,1,3,1,23,6,7,1,Stop
22,13,1,0,1,0,1,1,3,1,23,6,7,1,North
22,13,1,0,1,0,1,1,3,1,23,6,7,1,North
22,14,1,1,1,0,1,1,3,1,22,6,7,1,West
22,15,1,1,1,1,1,1,3,1,21,6,7,1,West
21,15,1,0,1,1,1,1,3,1,20,6,7,1,South
20,15,1,1,1,0,1,1,3,1,20,5,7,1,South
20,14,1,1,0,1,1,1,3,1,20,4,7,1,South
20,13,1,1,0,1,1,1,3,1,20,4,7,1,South
20,12,1,1,0,1,1,1,3,1,21,4,7,1,South
20,11,1,1,0,1,1,1,3,1,22,4,7,1,East
20,10,1,0,1,1,1,1,3,1,21,4,7,1,East
21,10,0,0,1,1,1,1,3,1,20,4,7,1,East
22,10,1,0,1,1,1,1,3,1,20,3,7,1,South
23,10,1,1,1,1,1,1,3,1,21,3,7,1,South
23,9,1,1,1,0,1,1,3,1,21,4,7,1,South
23,8,1,1,1,1,1,1,3,1,21,3,7,1,South
23,7,1,1,1,0,1,1,3,1,20,3,7,1,South
23,6,1,1,1,1,1,1,3,1,19,3,7,1,South
23,5,1,1,1,0,1,1,3,1,20,3,7,1,West
23,4,1,1,1,1,1,1,3,1,20,4,7,1,West
22,4,0,1,1,1,1,1,3,1,19,4,7,1,South
21,4,0,1,1,1,1,1,3,1,20,4,7,1,Stop
21,3,1,0,1,1,1,1,3,1,20,3,7,1,West
21,3,1,0,1,1,1,1,3,1,20,4,7,1,North
20,3,1,0,1,1,1,1,3,1,19,4,7,1,North
20,4,1,1,1,1,1,1,3,1,19,3,7,1,West
20,5,1,1,0,1,1,1,3,1,19,4,7,1,West
19,5,1,1,1,1,1,1,3,1,19,3,7,1,South
18,5,1,1,1,1,1,1,3,1,18,3,7,1,East
18,4,1,1,1,1,1,1,3,1,19,3,7,1,East
19,4,1,1,1,1,1,1,3,1,18,3,7,1,South
20,4,1,1,1,1,1,1,3,1,19,3,7,1,West
1,18,0,1,1,0,5,9,11,3,17,6,25,13,Stop
1,18,0,1,1,0,4,9,11,3,18,6,25,13,Stop
1,18,0,1,1,0,5,9,11,3,17,6,25,13,Stop
1,18,0,1,1,0,5,10,11,3,17,5,25,13,South
1,18,0,1,1,0,5,9,11,3,17,6,25,13,South
1,17,1,1,0,0,4,9,11,3,16,6,25,14,East
1,16,1,1,1,0,5,9,11,4,17,6,24,14,East
2,16,0,1,1,1,6,9,11,3,17,5,25,14,South
3,16,0,1,1,1,6,10,11,4,17,4,25,13,East
3,15,1,1,1,1,6,10,11,4,18,4,25,14,East
4,15,1,1,1,1,6,10,11,4,19,4,25,13,East
5,15,1,1,1,1,6,9,11,5,19,4,25,14,South
6,15,1,1,1,1,5,9,10,5,18,4,24,14,East
6,14,1,0,1,1,5,10,10,6,18,5,25,14,East
7,14,1,0,1,1,6,10,10,7,17,5,24,14,South
8,14,1,1,1,1,5,10,10,8,17,4,23,14,South
8,13,1,1,1,0,5,10,10,7,17,4,23,15,South
8,12,1,1,1,1,5,9,9,7,17,5,23,16,East
8,11,1,1,1,0,5,8,8,7,17,4,24,16,East
9,11,1,1,1,1,4,8,8,7,17,3,25,16,South
10,11,1,1,1,1,5,8,8,7,17,3,25,15,South
10,10,1,1,1,1,6,8,8,6,17,4,25,15,South
10,9,1,1,1,1,6,9,9,6,16,4,25,15,South
10,8,1,1,1,1,6,10,9,6,17,4,24,15,South
10,7,1,1,1,1,6,10,10,6,18,4,24,15,West
10,6,1,1,1,1,6,9,3,1,17,4,25,15,West
9,6,1,1,1,1,6,9,3,1,18,4,25,14,West
8,6,1,1,1,1,6,8,3,1,18,5,25,14,West
7,6,0,0,1,1,5,8,3,1,18,6,24,14,West
6,6,1,0,1,1,4,8,3,1,18,5,24,15,West
5,6,1,1,1,1,4,7,3,1,17,5,24,16,North
4,6,1,1,1,1,4,7,3,1,17,6,24,15,North
4,7,1,1,1,1,1,1,3,1,17,5,25,15,South
4,8,1,1,1,1,1,1,3,1,17,6,24,15,South
4,7,1,1,1,1,1,1,3,1,17,5,24,14,East
4,6,1,1,1,1,1,1,3,1,17,4,25,14,East
5,6,1,1,1,1,1,1,3,1,17,3,25,15,East
6,6,1,0,1,1,1,1,3,1,17,3,25,15,East
7,6,0,0,1,1,1,1,3,1,17,3,25,15,North
8,6,1,1,1,1,1,1,3,1,18,3,25,16,North
8,7,1,1,1,0,1,1,3,1,17,3,25,16,East
8,8,1,1,1,0,1,1,3,1,17,4,25,16,East
9,8,1,1,1,1,1,1,3,1,17,5,25,16,South
10,8,1,1,1,1,1,1,3,1,18,5,24,16,North
10,7,1,1,1,1,1,1,3,1,17,5,24,15,East
10,8,1,1,1,1,1,1,3,1,17,6,24,16,Stop
11,8,1,1,0,1,1,1,3,1,16,6,23,16,North
11,8,1,1,0,1,1,1,3,1,17,6,24,16,North
11,9,1,1,0,1,1,1,3,1,18,6,24,15,North
11,10,1,1,0,1,1,1,3,1,18,6,25,15,North
11,11,1,1,0,1,1,1,3,1,19,6,25,16,East
11,12,0,1,1,1,1,1,3,1,19,6,25,16,East
12,12,0,0,1,1,1,1,3,1,19,6,25,15,South
13,12,0,1,1,1,1,1,3,1,20,6,25,14,South
13,11,1,1,1,0,1,1,3,1,19,6,25,13,South
13,10,1,1,1,0,1,1,3,1,19,6,25,14,South
13,9,1,1,1,0,1,1,3,1,20,6,25,15,South
13,8,1,1,1,0,1,1,3,1,19,6,25,15,South
13,7,1,1,1,0,1,1,3,1,18,6,25,14,East
13,6,1,1,1,0,1,1,3,1,19,6,25,14,East
14,6,1,1,1,1,1,1,3,1,18,6,25,13,East
15,6,0,0,1,1,1,1,3,1,18,6,25,13,East
16,6,0,0,1,1,1,1,3,1,19,6,25,14,East
17,6,0,1,1,1,1,1,3,1,19,6,25,14,East
18,6,0,1,1,1,1,1,3,1,19,6,25,14,East
19,6,0,1,1,1,1,1,3,1,5,1,25,15,East
20,6,0,1,1,1,1,1,3,1,5,1,25,15,East
21,6,0,0,1,1,1,1,3,1,5,1,25,14,East
22,6,0,0,1,1,1,1,3,1,5,1,25,14,North
23,6,1,1,1,1,1,1,3,1,5,1,25,15,North
23,7,1,1,1,0,1,1,3,1,5,1,25,14,North
23,8,1,1,1,1,1,1,3,1,5,1,25,15,North
23,9,1,1,1,0,1,1,3,1,5,1,24,15,North
23,10,1,1,1,1,1,1,3,1,5,1,25,15,West
23,11,0,1,1,1,1,1,3,1,5,1,25,15,Stop
22,11,0,1,1,0,1,1,3,1,5,1,25,14,East
22,11,0,1,1,0,1,1,3,1,5,1,25,13,East
23,11,0,1,1,1,1,1,3,1,5,1,25,14,South
24,11,0,1,1,1,1,1,3,1,5,1,24,14,East
24,10,1,1,1,1,1,1,3,1,5,1,24,14,North
25,10,1,1,0,1,1,1,3,1,5,1,25,14,Stop
25,11,0,1,0,1,1,1,3,1,5,1,24,14,West
25,11,0,1,0,1,1,1,3,1,5,1,25,14,South
24,11,0,1,1,1,1,1,3,1,5,1,25,14,East
24,10,1,1,1,1,1,1,3,1,5,1,25,13,North
25,10,1,1,0,1,1,1,3,1,5,1,25,13,West
25,11,0,1,0,1,1,1,3,1,5,1,25,14,South
24,11,0,1,1,1,1,1,3,1,5,1,25,14,East
24,10,1,1,1,1,1,1,3,1,5,1,24,14,North
25,10,1,1,0,1,1,1,3,1,5,1,24,14,West
25,11,0,1,0,1,1,1,3,1,5,1,24,15,South
24,11,0,1,1,1,1,1,3,1,5,1,24,15,South
24,10,1,1,1,1,1,1,3,1,5,1,24,14,East
24,9,1,1,1,1,1,1,3,1,5,1,23,14,North
25,9,1,1,0,1,1,1,3,1,5,1,23,15,West
25,10,1,1,0,1,1,1,3,1,5,1,22,15,West
24,10,1,1,1,1,1,1,3,1,5,1,22,15,West
23,10,1,1,1,1,1,1,3,1,5,1,22,15,West
22,10,1,0,1,1,1,1,3,1,5,1,22,16,West
21,10,0,0,1,1,1,1,3,1,5,1,22,15,North
20,10,1,0,1,1,1,1,3,1,5,1,22,16,North
20,11,1,1,0,1,1,1,3,1,5,1,22,15,North
20,12,1,1,0,1,1,1,3,1,5,1,22,15,North
20,13,1,1,0,1,1,1,3,1,5,1,23,15,North
20,14,1,1,0,1,1,1,3,1,5,1,23,15,East
20,15,1,1,1,0,1,1,3,1,5,1,23,14,East
21,15,1,0,1,1,1,1,3,1,5,1,23,15,East
22,15,1,1,1,1,1,1,3,1,5,1,23,15,East
23,15,1,1,1,1,1,1,3,1,5,1,23,14,South
24,15,1,1,1,1,1,1,3,1,5,1,22,14,West
1,18,0,1,1,0,5,9,11,3,17,6,25,13,Stop
1,18,0,1,1,0,6,9,11,4,17,6,25,13,Stop
1,18,0,1,1,0,6,8,10,4,16,6,25,13,Stop
1,18,0,1,1,0,5,8,10,5,17,6,25,14,South
1,18,0,1,1,0,6,8,10,5,16,6,25,13,South
1,17,1,1,0,0,6,7,10,5,15,6,25,13,South
1,16,1,1,1,0,6,7,9,5,14,6,25,13,South
1,15,1,1,1,0,6,8,9,5,14,6,25,14,South
1,14,1,1,1,0,6,7,9,6,13,6,24,14,South
1,13,1,1,0,0,6,6,9,7,14,6,24,14,South
1,12,1,1,1,0,7,6,8,7,15,6,23,14,South
1,11,1,1,0,0,6,6,9,7,15,6,23,14,South
1,10,1,1,0,0,6,7,9,7,15,6,23,15,South
1,9,1,1,0,0,5,7,9,8,15,6,22,15,South
1,8,1,1,0,0,5,7,9,8,16,6,22,15,South
1,7,1,1,0,0,6,7,9,9,17,6,22,16,East
1,6,1,1,1,0,5,7,8,9,18,6,23,16,East
2,6,0,1,1,1,5,8,9,9,19,6,23,16,East
3,6,1,1,1,1,5,8,10,9,19,5,23,15,North
