@relation 'gamma_training_keyboard.arff-weka.filters.unsupervised.attribute.Remove-R23-26-weka.filters.unsupervised.attribute.AddExpression-E(a7+a9+a11+a13)/4-NmeanGhostx-weka.filters.unsupervised.attribute.AddExpression-E(a8+a10+a12+a14)/4-NmeanGhosty-weka.filters.unsupervised.attribute.AddExpression-E(a15+a16+a17+a18)/4-NmeanDist-weka.filters.unsupervised.attribute.Reorder-R1-22,24-26,23-weka.filters.unsupervised.attribute.Reorder-R1-22,24-26,23-weka.filters.unsupervised.attribute.Reorder-R1-22,24-26,23-weka.filters.unsupervised.attribute.Reorder-R1-22,24-26,23-weka.filters.unsupervised.attribute.Reorder-R1-22,24-26,23-weka.filters.unsupervised.attribute.Reorder-R1-22,24-26,23-weka.filters.unsupervised.attribute.Reorder-R1-22,24-26,23-weka.filters.unsupervised.attribute.Reorder-R1-22,24-26,23-weka.filters.unsupervised.attribute.Reorder-R1-22,24-26,23-weka.filters.unsupervised.attribute.Remove-R15-25'

@attribute PacX numeric
@attribute PacY numeric
@attribute LegalNorth {1,0}
@attribute LegalSouth {1,0}
@attribute LegalEast {1,0}
@attribute LegalWest {1,0}
@attribute Gosth1x numeric
@attribute Gosth1y numeric
@attribute Gosth2x numeric
@attribute Gosth2y numeric
@attribute Gosth3x numeric
@attribute Gosth3y numeric
@attribute Gosth4x numeric
@attribute Gosth4y numeric
@attribute Direction {North,South,East,West,Stop}

@data
7,8,1,1,1,1,1,1,5,6,5,1,7,1,West
6,8,1,1,1,1,1,1,6,6,5,1,7,1,North
5,8,1,1,1,1,1,1,6,6,5,1,7,1,Stop
5,9,0,1,1,1,1,1,6,6,5,1,7,1,West
5,9,0,1,1,1,1,1,7,6,5,1,7,1,West
4,9,0,1,1,1,1,1,7,5,5,1,7,1,West
3,9,0,1,1,1,1,1,7,6,5,1,7,1,West
2,9,0,1,1,1,1,1,6,6,5,1,7,1,South
1,9,0,1,1,0,1,1,6,5,5,1,7,1,South
1,8,1,1,1,0,1,1,7,5,5,1,7,1,South
1,7,1,1,1,0,1,1,7,6,5,1,7,1,South
1,6,1,1,1,0,1,1,7,5,5,1,7,1,South
1,5,1,1,1,0,1,1,7,6,5,1,7,1,South
1,4,1,1,1,0,1,1,7,5,5,1,7,1,East
1,3,1,0,1,0,1,1,7,6,5,1,7,1,East
2,3,1,0,1,1,1,1,8,6,5,1,7,1,East
3,3,1,0,1,1,1,1,7,6,5,1,7,1,East
4,3,1,0,1,1,1,1,7,6,5,1,7,1,East
5,3,1,0,1,1,1,1,6,6,5,1,7,1,East
6,3,1,0,1,1,1,1,6,6,5,1,7,1,East
7,3,1,0,1,1,1,1,6,6,5,1,7,1,East
8,3,1,0,1,1,1,1,6,6,5,1,7,1,East
9,3,1,0,1,1,1,1,5,6,5,1,7,1,East
10,3,1,0,1,1,1,1,6,6,5,1,7,1,East
11,3,1,0,1,1,1,1,6,7,5,1,7,1,East
12,3,1,0,1,1,1,1,6,7,5,1,7,1,East
13,3,1,0,1,1,1,1,5,7,5,1,7,1,East
14,3,1,0,1,1,1,1,5,8,5,1,7,1,East
15,3,1,0,1,1,1,1,6,8,5,1,7,1,East
16,3,1,0,1,1,1,1,6,9,5,1,7,1,East
17,3,1,0,1,1,1,1,6,10,5,1,7,1,Stop
18,3,1,0,0,1,1,1,6,9,5,1,7,1,Stop
18,3,1,0,0,1,1,1,5,9,5,1,7,1,Stop
18,3,1,0,0,1,1,1,6,9,5,1,7,1,Stop
18,3,1,0,0,1,1,1,6,10,5,1,7,1,North
18,3,1,0,0,1,1,1,6,10,5,1,7,1,North
18,4,1,1,0,1,1,1,6,11,5,1,7,1,North
18,5,1,1,0,1,1,1,5,11,5,1,7,1,West
18,6,1,1,0,1,1,1,5,11,5,1,7,1,West
17,6,1,1,1,1,1,1,4,11,5,1,7,1,West
16,6,1,1,1,1,1,1,4,11,5,1,7,1,North
15,6,1,1,1,1,1,1,3,11,5,1,7,1,North
15,7,1,1,1,1,1,1,3,11,5,1,7,1,North
15,8,1,1,1,1,1,1,3,11,5,1,7,1,North
15,9,1,1,1,1,1,1,2,11,5,1,7,1,North
15,10,1,1,1,1,1,1,3,11,5,1,7,1,North
15,11,1,1,1,1,1,1,2,11,5,1,7,1,North
15,12,1,1,1,1,1,1,1,11,5,1,7,1,North
15,13,1,1,1,1,1,1,1,11,5,1,7,1,Stop
15,14,0,1,1,1,1,1,1,12,5,1,7,1,West
15,14,0,1,1,1,1,1,1,11,5,1,7,1,West
14,14,0,1,1,1,1,1,1,12,5,1,7,1,West
13,14,0,1,1,1,1,1,1,12,5,1,7,1,West
12,14,0,1,1,1,1,1,1,13,5,1,7,1,West
11,14,0,1,1,1,1,1,1,13,5,1,7,1,West
10,14,0,1,1,1,1,1,1,12,5,1,7,1,West
9,14,0,1,1,1,1,1,1,13,5,1,7,1,East
8,14,0,1,1,1,1,1,1,13,5,1,7,1,East
9,14,0,1,1,1,1,1,1,14,5,1,7,1,South
10,14,0,1,1,1,1,1,1,14,5,1,7,1,South
10,13,1,1,1,1,1,1,2,14,5,1,7,1,South
10,12,1,1,1,1,1,1,2,14,5,1,7,1,West
10,11,1,1,1,1,1,1,3,14,5,1,7,1,West
9,11,1,1,1,1,1,1,4,14,5,1,7,1,South
8,11,1,1,1,1,1,1,4,13,5,1,7,1,South
8,10,1,1,1,1,1,1,3,13,5,1,7,1,West
8,9,1,1,1,1,1,1,3,12,5,1,7,1,West
7,9,1,1,1,1,1,1,3,13,5,1,7,1,West
6,9,1,1,1,1,1,1,3,13,5,1,7,1,West
5,9,0,1,1,1,1,1,2,13,5,1,7,1,West
4,9,0,1,1,1,1,1,2,12,5,1,7,1,West
3,9,0,1,1,1,1,1,2,11,5,1,7,1,West
2,9,0,1,1,1,1,1,3,11,5,1,7,1,Stop
1,9,0,1,1,0,1,1,3,12,5,1,7,1,South
1,9,0,1,1,0,1,1,3,11,5,1,7,1,South
1,8,1,1,1,0,1,1,4,11,5,1,7,1,East
1,7,1,1,1,0,1,1,3,11,5,1,7,1,East
2,7,1,1,1,1,1,1,2,11,5,1,7,1,East
3,7,1,1,1,1,1,1,2,12,5,1,7,1,East
4,7,1,1,1,1,1,1,2,13,5,1,7,1,East
5,7,1,1,1,1,1,1,2,12,5,1,7,1,North
6,7,1,1,1,1,1,1,1,12,5,1,7,1,North
6,8,1,1,1,1,1,1,2,12,5,1,7,1,North
6,9,1,1,1,1,1,1,3,12,5,1,7,1,North
6,10,1,1,1,0,1,1,4,12,5,1,7,1,East
6,11,1,1,1,1,1,1,4,13,5,1,7,1,East
7,11,1,1,1,1,1,1,5,13,5,1,7,1,North
8,11,1,1,1,1,1,1,4,13,5,1,7,1,North
8,12,1,1,1,1,1,1,4,12,5,1,7,1,North
8,13,1,1,1,1,1,1,4,11,5,1,7,1,Stop
8,14,0,1,1,1,1,1,3,11,5,1,7,1,Stop
8,14,0,1,1,1,1,1,3,12,5,1,7,1,West
8,14,0,1,1,1,1,1,3,12,5,1,7,1,West
7,14,0,1,1,1,1,1,3,12,5,1,7,1,West
6,14,0,1,1,1,1,1,4,12,5,1,7,1,West
12,10,1,1,1,1,5,6,5,12,13,6,13,12,East
12,10,1,1,1,1,6,6,6,12,13,5,13,12,East
13,10,1,1,1,1,7,6,6,13,12,5,12,12,East
14,10,1,1,1,1,6,6,5,13,12,5,11,12,North
15,10,1,1,1,1,6,6,5,13,11,5,12,12,North
15,11,1,1,1,1,5,6,5,14,11,4,12,11,North
15,12,1,1,1,1,6,6,5,13,11,3,11,11,West
15,13,1,1,1,1,6,5,5,14,11,3,11,10,West
14,13,1,1,1,1,5,5,5,13,11,3,10,10,West
13,13,1,1,1,1,6,5,5,12,11,3,9,10,West
12,13,1,1,1,1,6,6,4,12,10,3,9,10,West
11,13,1,1,1,1,6,6,4,13,11,3,9,9,South
10,13,1,1,1,1,6,7,4,13,10,3,9,8,South
10,12,1,1,1,1,6,6,4,14,11,3,9,8,South
10,11,1,1,1,1,6,7,4,14,11,3,9,9,South
10,10,1,1,1,1,6,8,3,14,11,4,8,9,South
10,9,1,1,1,1,5,8,4,14,12,4,8,9,South
10,8,1,1,1,1,6,8,3,14,12,5,7,9,South
10,7,1,1,1,1,6,9,3,14,12,5,7,10,South
10,6,1,1,1,1,6,8,2,14,13,5,7,9,West
10,5,1,1,1,1,6,9,3,14,14,5,7,9,West
9,5,1,1,1,1,5,9,4,14,15,5,7,10,North
8,5,1,1,1,1,6,9,4,13,16,5,7,10,North
8,6,1,1,1,1,6,10,5,13,15,5,6,10,North
8,7,1,1,1,1,7,10,6,13,16,5,6,10,North
8,8,1,1,1,1,6,10,6,14,17,5,6,9,North
8,9,1,1,1,1,6,10,7,14,16,5,6,8,West
8,10,1,1,1,1,6,10,6,14,16,5,6,8,West
7,10,1,1,1,1,6,11,7,14,16,5,5,8,Stop
6,10,1,1,1,0,6,11,6,14,16,6,6,8,North
6,10,1,1,1,0,5,11,6,14,16,6,5,8,North
6,11,1,1,1,1,1,1,5,14,16,6,5,8,North
6,12,1,1,1,1,1,1,6,14,16,5,5,7,North
6,13,1,1,1,1,1,1,7,14,15,5,5,6,Stop
6,14,0,1,1,1,1,1,7,13,15,5,4,6,East
6,14,0,1,1,1,1,1,7,12,15,4,3,6,East
7,14,0,1,1,1,1,1,8,12,15,4,3,6,South
8,14,0,1,1,1,1,1,8,13,15,5,4,6,South
8,13,1,1,1,1,1,1,3,1,15,4,3,6,South
8,12,1,1,1,1,1,1,3,1,15,3,3,6,East
8,11,1,1,1,1,1,1,3,1,14,3,2,6,East
9,11,1,1,1,1,1,1,3,1,14,3,1,6,South
10,11,1,1,1,1,1,1,3,1,14,4,1,6,South
10,10,1,1,1,1,1,1,3,1,14,5,1,7,South
10,9,1,1,1,1,1,1,3,1,13,5,2,7,East
10,8,1,1,1,1,1,1,3,1,13,6,2,8,East
11,8,1,1,1,1,1,1,3,1,14,6,3,8,South
12,8,1,1,1,1,1,1,3,1,14,7,3,9,East
12,7,1,1,1,1,1,1,3,1,14,6,3,9,East
13,7,1,1,1,1,1,1,3,1,13,6,3,9,South
14,7,1,1,1,1,1,1,3,1,14,6,2,9,South
14,6,1,1,1,1,1,1,3,1,5,1,2,9,South
14,5,1,1,1,1,1,1,3,1,5,1,3,9,South
14,4,1,1,1,1,1,1,3,1,5,1,4,9,West
14,3,1,0,1,1,1,1,3,1,5,1,4,9,West
13,3,1,0,1,1,1,1,3,1,5,1,5,9,West
12,3,1,0,1,1,1,1,3,1,5,1,4,9,North
11,3,1,0,1,1,1,1,3,1,5,1,4,8,North
11,4,1,1,1,1,1,1,3,1,5,1,3,8,North
11,5,1,1,1,1,1,1,3,1,5,1,4,8,West
11,6,1,1,1,1,1,1,3,1,5,1,4,9,West
10,6,1,1,1,1,1,1,3,1,5,1,4,9,West
9,6,1,1,1,1,1,1,3,1,5,1,4,9,West
8,6,1,1,1,1,1,1,3,1,5,1,4,8,North
7,6,1,1,1,1,1,1,3,1,5,1,4,8,West
7,7,1,1,1,1,1,1,3,1,5,1,4,7,West
6,7,1,1,1,1,1,1,3,1,5,1,5,7,West
14,3,0,0,1,1,10,15,13,15,14,15,17,15,Stop
14,3,0,0,1,1,11,15,14,15,15,15,17,15,Stop
14,3,0,0,1,1,10,15,14,16,14,15,16,15,Stop
14,3,0,0,1,1,10,15,14,16,13,15,17,15,Stop
14,3,0,0,1,1,10,15,14,16,13,15,17,15,East
14,3,0,0,1,1,10,15,14,16,13,16,16,15,North
15,3,1,0,1,1,10,15,14,15,13,15,16,15,North
15,4,1,1,0,0,11,15,15,15,14,15,17,15,East
15,5,0,1,1,0,11,15,14,15,13,15,17,15,East
16,5,0,0,1,1,11,15,14,16,12,15,17,15,East
17,5,0,0,1,1,11,15,14,15,11,15,16,15,North
18,5,1,0,0,1,12,15,14,16,12,15,17,15,North
18,6,1,1,0,0,13,15,14,17,13,15,17,15,North
18,7,1,1,0,0,13,15,13,17,14,15,17,15,East
18,8,0,1,1,1,14,15,13,17,13,15,16,15,East
19,8,0,0,1,1,14,15,13,16,14,15,15,15,East
20,8,0,0,1,1,14,16,13,16,15,15,14,15,North
21,8,1,1,0,1,14,15,13,15,15,15,13,15,North
21,9,1,1,0,0,13,15,14,15,15,15,14,15,North
21,10,1,1,0,0,13,15,14,15,16,15,13,15,East
21,11,1,1,1,1,12,15,13,15,16,15,13,16,East
22,11,0,0,1,1,12,15,13,16,16,15,13,17,East
23,11,0,0,1,1,13,15,13,17,16,15,14,17,East
24,11,0,0,1,1,13,15,14,17,16,15,14,17,East
25,11,0,0,1,1,14,15,14,16,15,15,15,17,South
26,11,0,1,0,1,13,15,14,17,16,15,15,17,South
26,10,1,1,0,0,13,15,13,17,16,15,16,17,South
26,9,1,1,0,0,14,15,12,17,16,15,15,17,West
26,8,1,0,0,1,15,15,12,17,16,15,14,17,East
25,8,0,0,1,1,16,15,11,17,16,15,14,17,Stop
26,8,1,0,0,1,17,15,12,17,16,15,15,17,North
26,8,1,0,0,1,17,15,12,17,17,15,14,17,North
26,9,1,1,0,0,16,15,12,18,16,15,14,16,North
26,10,1,1,0,0,16,15,12,18,17,15,13,16,West
26,11,0,1,0,1,16,15,12,17,17,15,14,16,West
25,11,0,0,1,1,17,15,13,17,17,15,14,16,West
24,11,0,0,1,1,16,15,14,17,16,15,14,16,West
23,11,0,0,1,1,15,15,14,16,15,15,14,16,West
22,11,0,0,1,1,15,15,13,16,15,15,14,16,North
21,11,1,1,1,1,16,15,13,17,14,15,14,17,North
21,12,1,1,0,0,15,15,12,17,14,16,14,16,North
21,13,1,1,0,0,16,15,12,17,13,16,13,16,North
21,14,1,1,0,0,16,15,13,17,13,16,13,17,West
21,15,1,1,1,1,15,15,14,17,13,15,12,17,West
20,15,0,0,1,1,16,15,15,17,12,15,11,17,North
19,15,1,1,1,0,16,15,14,17,12,15,11,17,North
19,16,1,1,0,0,15,15,13,17,12,15,11,17,West
19,17,0,1,0,1,14,15,13,16,11,15,12,17,West
18,17,0,0,1,1,13,15,13,16,10,15,13,17,West
17,17,0,0,1,1,13,16,13,16,11,15,14,17,West
16,17,0,0,1,1,13,15,14,16,10,15,13,17,West
15,17,1,0,1,1,12,15,14,15,11,15,13,16,West
14,17,0,1,1,1,13,15,14,16,10,15,13,17,South
13,17,0,1,1,1,14,15,14,16,10,15,7,1,South
13,16,1,1,1,0,14,15,3,1,11,15,7,1,East
13,15,1,0,1,1,1,1,3,1,12,15,7,1,East
14,15,1,0,1,1,1,1,3,1,13,15,7,1,West
15,15,0,0,1,1,1,1,3,1,12,15,7,1,West
14,15,1,0,1,1,1,1,3,1,11,15,7,1,West
13,15,1,0,1,1,1,1,3,1,11,15,7,1,West
14,3,0,0,1,1,10,15,13,15,14,15,17,15,Stop
14,3,0,0,1,1,10,15,14,15,13,15,17,15,East
14,3,0,0,1,1,10,15,14,15,13,16,17,15,North
15,3,1,0,1,1,10,15,14,16,14,16,17,15,North
15,4,1,1,0,0,10,15,14,16,14,16,17,15,East
15,5,0,1,1,0,11,15,14,15,14,17,17,15,East
16,5,0,0,1,1,10,15,14,15,14,16,16,15,East
17,5,0,0,1,1,11,15,14,16,14,16,15,15,Stop
18,5,1,0,0,1,12,15,14,17,14,16,16,15,North
18,5,1,0,0,1,13,15,15,17,14,17,17,15,North
18,6,1,1,0,0,13,16,14,17,15,17,16,15,North
18,7,1,1,0,0,13,17,14,16,14,17,17,15,West
18,8,0,1,1,1,13,16,14,16,13,17,16,15,West
17,8,0,0,1,1,13,17,14,17,12,17,17,15,West
16,8,0,0,1,1,13,17,14,17,12,18,16,15,West
15,8,1,0,1,1,14,17,15,17,12,19,15,15,West
14,8,0,0,1,1,14,16,14,17,12,20,14,15,West
13,8,0,0,1,1,14,17,15,17,12,20,14,16,North
12,8,1,0,1,1,14,17,15,17,12,20,14,15,North
12,9,1,1,0,0,13,17,14,17,12,20,14,16,North
12,10,1,1,0,0,14,17,13,17,11,20,14,17,West
12,11,0,1,0,1,13,17,13,17,12,20,14,17,West
11,11,0,0,1,1,14,17,12,17,11,20,15,17,West
10,11,0,0,1,1,15,17,13,17,10,20,15,18,West
9,11,0,0,1,1,15,17,13,17,9,20,15,17,North
8,11,1,0,1,1,16,17,12,17,9,20,15,17,North
8,12,1,1,0,0,16,17,11,17,9,21,16,17,North
8,13,1,1,1,0,15,17,12,17,9,20,17,17,North
8,14,1,1,0,0,14,17,12,17,10,20,16,17,West
8,15,1,1,0,1,15,17,13,17,11,20,16,17,West
7,15,0,0,1,1,15,18,14,17,11,20,16,17,North
6,15,1,1,1,1,15,17,15,17,12,20,17,17,North
6,16,1,1,0,0,15,18,15,18,12,20,16,17,North
6,17,1,1,0,0,15,18,15,17,11,20,15,17,North
6,18,1,1,0,0,15,18,16,17,11,20,15,18,South
6,19,1,1,0,0,15,18,16,17,11,20,15,17,South
6,18,1,1,0,0,15,17,17,17,11,20,16,17,South
6,17,1,1,0,0,15,18,18,17,10,20,17,17,South
6,16,1,1,0,0,15,18,17,17,10,20,17,17,West
6,15,1,1,1,1,15,19,16,17,10,20,18,17,West
5,15,0,0,1,1,15,19,17,17,11,20,18,17,West
4,15,0,0,1,1,15,19,18,17,11,20,18,17,West
3,15,0,0,1,1,15,19,18,17,12,20,17,17,West
2,15,0,0,1,1,15,20,19,17,11,20,17,17,Stop
1,15,0,0,1,0,16,20,19,16,10,20,18,17,East
1,15,0,0,1,0,16,20,19,16,11,20,19,17,East
2,15,0,0,1,1,17,20,19,17,11,20,18,17,East
3,15,0,0,1,1,16,20,19,17,12,20,18,17,East
4,15,0,0,1,1,16,20,18,17,12,20,19,17,East
5,15,0,0,1,1,16,20,18,17,12,19,18,17,East
6,15,1,1,1,1,15,20,18,17,12,20,18,17,East
7,15,0,0,1,1,16,20,18,17,12,19,19,17,North
8,15,1,1,0,1,15,20,17,17,12,18,19,17,North
8,16,1,1,0,0,15,20,18,17,12,17,19,17,East
8,17,0,1,1,0,16,20,19,17,11,17,19,17,East
9,17,0,0,1,1,15,20,18,17,12,17,18,17,East
10,17,0,0,1,1,15,19,19,17,12,17,17,17,East
11,17,0,0,1,1,15,18,18,17,12,17,18,17,East
12,17,1,0,1,1,15,18,18,17,5,1,19,17,East
13,17,0,1,1,1,15,17,17,17,5,1,18,17,East
14,17,0,1,1,1,1,1,17,17,5,1,19,17,East
15,17,1,0,1,1,1,1,16,17,5,1,18,17,East
14,3,0,0,1,1,10,15,13,15,14,15,17,15,Stop
14,3,0,0,1,1,10,15,13,16,13,15,17,15,East
14,3,0,0,1,1,10,15,13,16,12,15,17,15,East
15,3,1,0,1,1,11,15,14,16,12,15,16,15,East
16,3,0,0,1,1,11,15,14,15,11,15,16,15,East
17,3,0,0,1,1,12,15,13,15,12,15,15,15,East
18,3,0,0,1,1,12,15,13,15,12,15,16,15,East
19,3,0,0,1,1,11,15,12,15,13,15,17,15,East
20,3,0,0,1,1,10,15,11,15,13,16,17,15,East
21,3,0,0,1,1,11,15,10,15,13,15,17,15,East
22,3,0,0,1,1,11,15,11,15,13,15,16,15,East
23,3,0,0,1,1,11,15,12,15,13,16,15,15,East
24,3,0,0,1,1,11,15,13,15,13,17,16,15,East
25,3,0,0,1,1,12,15,14,15,14,17,16,15,North
26,3,1,0,0,1,12,15,14,16,14,16,17,15,North
26,4,1,1,0,0,12,15,14,17,14,15,16,15,West
26,5,0,1,0,1,13,15,14,16,13,15,16,15,West
25,5,0,0,1,1,13,15,13,16,12,15,15,15,West
24,5,1,0,1,1,13,16,13,15,13,15,15,15,West
23,5,0,0,1,1,13,16,14,15,13,15,15,15,West
22,5,0,0,1,1,13,16,14,15,12,15,14,15,North
21,5,1,0,1,0,14,16,15,15,13,15,14,16,North
21,6,1,1,0,0,14,16,16,15,13,16,14,16,North
21,7,1,1,0,0,14,15,16,15,13,16,14,17,North
21,8,1,1,0,1,14,16,15,15,13,15,14,16,North
21,9,1,1,0,0,13,16,16,15,13,15,14,15,North
21,10,1,1,0,0,14,16,17,15,13,16,14,15,North
21,11,1,1,1,1,14,17,16,15,13,17,13,15,North
21,12,1,1,0,0,15,17,16,15,13,17,14,15,North
21,13,1,1,0,0,14,17,15,15,14,17,14,15,North
21,14,1,1,0,0,14,16,16,15,14,16,14,15,West
21,15,1,1,1,1,14,15,16,15,13,16,14,15,West
20,15,0,0,1,1,15,15,16,15,13,15,14,15,North
19,15,1,1,1,0,14,15,16,15,13,16,14,16,North
19,16,1,1,0,0,14,16,17,15,13,16,14,17,West
19,17,0,1,0,1,14,16,17,15,14,16,14,16,West
18,17,0,0,1,1,13,16,16,15,14,15,14,16,West
17,17,0,0,1,1,14,16,17,15,14,15,14,16,West
16,17,0,0,1,1,13,16,17,15,13,15,14,15,West
15,17,1,0,1,1,13,16,17,15,13,16,13,15,West
14,17,0,1,1,1,14,16,17,15,13,15,13,16,West
13,17,0,1,1,1,14,17,16,15,13,16,13,16,West
12,17,1,0,1,1,14,17,16,15,13,16,13,16,East
11,17,0,0,1,1,13,17,16,15,13,16,13,17,East
12,17,1,0,1,1,14,17,16,15,13,16,14,17,East
13,17,0,1,1,1,14,17,15,15,14,16,14,17,East
14,17,0,1,1,1,1,1,14,15,5,1,7,1,East
15,17,1,0,1,1,1,1,15,15,5,1,7,1,East
16,17,0,0,1,1,1,1,15,15,5,1,7,1,East
17,17,0,0,1,1,1,1,16,15,5,1,7,1,West
18,17,0,0,1,1,1,1,16,15,5,1,7,1,West
17,17,0,0,1,1,1,1,17,15,5,1,7,1,West
16,17,0,0,1,1,1,1,16,15,5,1,7,1,West
15,17,1,0,1,1,1,1,16,15,5,1,7,1,South
14,17,0,1,1,1,1,1,17,15,5,1,7,1,South
14,16,1,1,0,1,1,1,17,15,5,1,7,1,West
14,15,1,0,1,1,1,1,17,15,5,1,7,1,West
13,15,1,0,1,1,1,1,17,15,5,1,7,1,West
12,15,0,0,1,1,1,1,17,15,5,1,7,1,West
11,15,0,0,1,1,1,1,17,15,5,1,7,1,East
10,15,0,0,1,0,1,1,16,15,5,1,7,1,East
11,15,0,0,1,1,1,1,17,15,5,1,7,1,East
12,15,0,0,1,1,1,1,16,15,5,1,7,1,East
13,15,1,0,1,1,1,1,16,15,5,1,7,1,East
14,3,0,0,1,1,10,15,13,15,14,15,17,15,West
14,3,0,0,1,1,11,15,13,15,15,15,17,15,West
13,3,0,0,1,1,12,15,14,15,16,15,16,15,North
12,3,1,0,1,1,11,15,15,15,17,15,17,15,North
12,4,1,1,0,0,11,15,14,15,17,15,16,15,West
12,5,0,1,0,1,10,15,13,15,16,15,17,15,West
11,5,0,0,1,1,11,15,14,15,15,15,16,15,West
10,5,0,0,1,1,12,15,14,16,16,15,16,15,North
9,5,1,0,1,0,12,15,14,16,15,15,16,15,North
9,6,1,1,0,0,12,15,14,15,14,15,16,15,North
9,7,1,1,0,0,12,15,13,15,13,15,17,15,East
9,8,0,1,1,1,11,15,14,15,14,15,16,15,East
10,8,0,0,1,1,12,15,15,15,13,15,15,15,East
11,8,0,0,1,1,13,15,14,15,13,16,16,15,North
12,8,1,0,1,1,12,15,15,15,14,16,16,15,North
12,9,1,1,0,0,11,15,15,15,14,17,17,15,North
12,10,1,1,0,0,11,15,16,15,14,16,16,15,West
12,11,0,1,0,1,12,15,17,15,14,15,15,15,West
11,11,0,0,1,1,11,15,16,15,15,15,15,15,West
10,11,0,0,1,1,11,15,15,15,14,15,14,15,West
9,11,0,0,1,1,10,15,15,15,13,15,13,15,North
8,11,1,0,1,1,11,15,15,15,14,15,13,16,North
8,12,1,1,0,0,10,15,16,15,14,15,14,16,North
8,13,1,1,1,0,11,15,16,15,14,15,14,16,North
8,14,1,1,0,0,11,15,17,15,14,15,14,15,North
8,15,1,1,0,1,11,15,17,15,15,15,13,15,North
8,16,1,1,0,0,10,15,16,15,15,15,14,15,East
8,17,0,1,1,0,10,15,16,15,16,15,15,15,East
9,17,0,0,1,1,10,15,17,15,17,15,16,15,East
10,17,0,0,1,1,10,15,16,15,17,15,16,15,East
11,17,0,0,1,1,10,15,15,15,17,15,17,15,East
12,17,1,0,1,1,11,15,16,15,16,15,17,15,South
13,17,0,1,1,1,10,15,16,15,16,15,17,15,South
13,16,1,1,1,0,11,15,17,15,15,15,17,15,West
13,15,1,0,1,1,10,15,16,15,15,15,16,15,East
12,15,0,0,1,1,10,15,16,15,15,15,17,15,East
13,15,1,0,1,1,10,15,16,15,14,15,17,15,East
14,15,1,0,1,1,10,15,15,15,5,1,16,15,West
15,15,0,0,1,1,10,15,3,1,5,1,7,1,West
14,15,1,0,1,1,11,15,3,1,5,1,7,1,West
13,15,1,0,1,1,10,15,3,1,5,1,7,1,West
14,3,0,0,1,1,10,15,13,15,14,15,17,15,Stop
14,3,0,0,1,1,10,15,13,15,14,15,17,15,West
14,3,0,0,1,1,10,15,13,15,14,15,17,15,West
13,3,0,0,1,1,10,15,13,15,14,15,17,15,North
12,3,1,0,1,1,10,15,13,15,14,15,17,15,North
12,4,1,1,0,0,10,15,13,15,14,15,17,15,West
12,5,0,1,0,1,10,15,13,15,14,15,17,15,West
11,5,0,0,1,1,10,15,13,15,14,15,17,15,West
10,5,0,0,1,1,10,15,13,15,14,15,17,15,North
9,5,1,0,1,0,10,15,13,15,14,15,17,15,North
9,6,1,1,0,0,10,15,13,15,14,15,17,15,North
9,7,1,1,0,0,10,15,13,15,14,15,17,15,East
9,8,0,1,1,1,10,15,13,15,14,15,17,15,East
10,8,0,0,1,1,10,15,13,15,14,15,17,15,East
11,8,0,0,1,1,10,15,13,15,14,15,17,15,North
12,8,1,0,1,1,10,15,13,15,14,15,17,15,North
12,9,1,1,0,0,10,15,13,15,14,15,17,15,North
12,10,1,1,0,0,10,15,13,15,14,15,17,15,West
12,11,0,1,0,1,10,15,13,15,14,15,17,15,West
11,11,0,0,1,1,10,15,13,15,14,15,17,15,West
10,11,0,0,1,1,10,15,13,15,14,15,17,15,West
9,11,0,0,1,1,10,15,13,15,14,15,17,15,North
8,11,1,0,1,1,10,15,13,15,14,15,17,15,North
8,12,1,1,0,0,10,15,13,15,14,15,17,15,North
8,13,1,1,1,0,10,15,13,15,14,15,17,15,North
8,14,1,1,0,0,10,15,13,15,14,15,17,15,North
8,15,1,1,0,1,10,15,13,15,14,15,17,15,North
8,16,1,1,0,0,10,15,13,15,14,15,17,15,Stop
8,17,0,1,1,0,10,15,13,15,14,15,17,15,East
8,17,0,1,1,0,10,15,13,15,14,15,17,15,East
9,17,0,0,1,1,10,15,13,15,14,15,17,15,East
10,17,0,0,1,1,10,15,13,15,14,15,17,15,East
11,17,0,0,1,1,10,15,13,15,14,15,17,15,North
12,17,1,0,1,1,10,15,13,15,14,15,17,15,North
12,18,1,1,0,0,10,15,13,15,14,15,17,15,North
12,19,1,1,0,0,10,15,13,15,14,15,17,15,West
12,20,0,1,0,1,10,15,13,15,14,15,17,15,West
11,20,0,0,1,1,10,15,13,15,14,15,17,15,West
10,20,0,0,1,1,10,15,13,15,14,15,17,15,North
9,20,1,0,1,0,10,15,13,15,14,15,17,15,North
9,21,1,1,0,0,10,15,13,15,14,15,17,15,North
9,22,1,1,0,0,10,15,13,15,14,15,17,15,East
9,23,0,1,1,1,10,15,13,15,14,15,17,15,East
10,23,0,0,1,1,10,15,13,15,14,15,17,15,East
11,23,0,0,1,1,10,15,13,15,14,15,17,15,East
12,23,1,0,1,1,10,15,13,15,14,15,17,15,East
13,23,0,0,1,1,10,15,13,15,14,15,17,15,East
14,23,0,0,1,1,10,15,13,15,14,15,17,15,East
15,23,1,0,1,1,10,15,13,15,14,15,17,15,East
16,23,0,0,1,1,10,15,13,15,14,15,17,15,East
17,23,0,0,1,1,10,15,13,15,14,15,17,15,South
18,23,0,1,1,1,10,15,13,15,14,15,17,15,South
