@relation 'beta_training_keyboard.arff-weka.filters.unsupervised.attribute.Remove-R23-26-weka.filters.unsupervised.attribute.AddExpression-E(a7+a9+a11+a13)/4-NmeanGhostx-weka.filters.unsupervised.attribute.AddExpression-E(a8+a10+a12+a14)/4-NmeanGhosty-weka.filters.unsupervised.attribute.AddExpression-E(a15+a16+a17+a18)/4-NmeanDist-weka.filters.unsupervised.attribute.Reorder-R1-22,24-26,23-weka.filters.unsupervised.attribute.Reorder-R1-22,24-26,23-weka.filters.unsupervised.attribute.Reorder-R1-22,24-26,23-weka.filters.unsupervised.attribute.Reorder-R1-22,24-26,23-weka.filters.unsupervised.attribute.Reorder-R1-22,24-26,23-weka.filters.unsupervised.attribute.Reorder-R1-22,24-26,23-weka.filters.unsupervised.attribute.Reorder-R1-22,24-26,23-weka.filters.unsupervised.attribute.Reorder-R1-22,24-26,23-weka.filters.unsupervised.attribute.Reorder-R1-22,24-26,23'

@attribute PacX numeric
@attribute PacY numeric
@attribute LegalNorth {1,0}
@attribute LegalSouth {1,0}
@attribute LegalEast {1,0}
@attribute LegalWest {1,0}
@attribute Gosth1x numeric
@attribute Gosth1y numeric
@attribute Gosth2x numeric
@attribute Gosth2y numeric
@attribute Gosth3x numeric
@attribute Gosth3y numeric
@attribute Gosth4x numeric
@attribute Gosth4y numeric
@attribute DistGosth1 numeric
@attribute DistGosth2 numeric
@attribute DistGosth3 numeric
@attribute DistGosth4 numeric
@attribute GhostDir1 {North,South,East,West,Stop}
@attribute GhostDir2 {North,South,East,West,Stop}
@attribute GhostDir3 {North,South,East,West,Stop}
@attribute GhostDir4 {North,South,East,West,Stop}
@attribute meanGhostx numeric
@attribute meanGhosty numeric
@attribute meanDist numeric
@attribute Direction {North,South,East,West,Stop}

@data
25,10,1,1,0,1,1,1,3,1,5,1,24,14,-1,-1,-1,6,Stop,Stop,Stop,North,8.25,4.25,0.75,West
25,11,0,1,0,1,1,1,3,1,5,1,24,15,-1,-1,-1,5,Stop,Stop,Stop,South,8.25,4.5,0.5,South
24,11,0,1,1,1,1,1,3,1,5,1,24,15,-1,-1,-1,3,Stop,Stop,Stop,West,8.25,4.5,0,South
24,10,1,1,1,1,1,1,3,1,5,1,24,14,-1,-1,-1,5,Stop,Stop,Stop,North,8.25,4.25,0.5,East
24,9,1,1,1,1,1,1,3,1,5,1,23,14,-1,-1,-1,7,Stop,Stop,Stop,West,8,4.25,1,North
25,9,1,1,0,1,1,1,3,1,5,1,23,15,-1,-1,-1,9,Stop,Stop,Stop,West,8,4.5,1.5,West
25,10,1,1,0,1,1,1,3,1,5,1,22,15,-1,-1,-1,8,Stop,Stop,Stop,West,7.75,4.5,1.25,West
24,10,1,1,1,1,1,1,3,1,5,1,22,15,-1,-1,-1,7,Stop,Stop,Stop,North,7.75,4.5,1,West
23,10,1,1,1,1,1,1,3,1,5,1,22,15,-1,-1,-1,7,Stop,Stop,Stop,South,7.75,4.5,1,West
22,10,1,0,1,1,1,1,3,1,5,1,22,16,-1,-1,-1,5,Stop,Stop,Stop,North,7.75,4.75,0.5,West
21,10,0,0,1,1,1,1,3,1,5,1,22,15,-1,-1,-1,7,Stop,Stop,Stop,South,7.75,4.5,1,North
20,10,1,0,1,1,1,1,3,1,5,1,22,16,-1,-1,-1,7,Stop,Stop,Stop,South,7.75,4.75,1,North
20,11,1,1,0,1,1,1,3,1,5,1,22,15,-1,-1,-1,6,Stop,Stop,Stop,East,7.75,4.5,0.75,North
20,12,1,1,0,1,1,1,3,1,5,1,22,15,-1,-1,-1,6,Stop,Stop,Stop,East,7.75,4.5,0.75,North
20,13,1,1,0,1,1,1,3,1,5,1,23,15,-1,-1,-1,5,Stop,Stop,Stop,South,8,4.5,0.5,North
20,14,1,1,0,1,1,1,3,1,5,1,23,15,-1,-1,-1,3,Stop,Stop,Stop,North,8,4.5,0,East
20,15,1,1,1,0,1,1,3,1,5,1,23,14,-1,-1,-1,3,Stop,Stop,Stop,North,8,4.25,0,East
21,15,1,0,1,1,1,1,3,1,5,1,23,15,-1,-1,-1,2,Stop,Stop,Stop,South,8,4.5,-0.25,East
22,15,1,1,1,1,1,1,3,1,5,1,23,15,-1,-1,-1,2,Stop,Stop,Stop,West,8,4.5,-0.25,East
23,15,1,1,1,1,1,1,3,1,5,1,23,14,-1,-1,-1,2,Stop,Stop,Stop,East,8,4.25,-0.25,South
24,15,1,1,1,1,1,1,3,1,5,1,22,14,-1,-1,-1,2,Stop,Stop,Stop,Stop,7.75,4.25,-0.25,West
1,18,0,1,1,0,5,9,11,3,17,6,25,13,13,25,28,29,East,North,Stop,Stop,14.5,7.75,23.75,Stop
1,18,0,1,1,0,6,9,11,4,17,6,25,13,14,24,28,29,South,West,West,North,14.75,8,23.75,Stop
1,18,0,1,1,0,6,8,10,4,16,6,25,13,15,23,27,28,West,North,East,South,14.25,7.75,23.25,Stop
1,18,0,1,1,0,5,8,10,5,17,6,25,14,14,22,28,29,East,North,West,South,14.25,8.25,23.25,South
1,18,0,1,1,0,6,8,10,5,16,6,25,13,15,22,27,29,South,North,West,South,14.25,8,23.25,South
1,17,1,1,0,0,6,7,10,5,15,6,25,13,15,21,25,28,South,West,West,North,14,7.75,22.25,South
1,16,1,1,1,0,6,7,9,5,14,6,25,13,14,19,23,26,North,West,West,West,13.5,7.75,20.5,South
1,15,1,1,1,0,6,8,9,5,14,6,25,14,12,18,22,24,South,North,West,West,13.5,8.25,19,South
1,14,1,1,1,0,6,7,9,6,13,6,24,14,12,16,20,23,South,North,East,West,13,8.25,17.75,South
1,13,1,1,0,0,6,6,9,7,14,6,24,14,12,14,20,23,East,West,East,West,13.25,8.25,17.25,South
1,12,1,1,1,0,7,6,8,7,15,6,23,14,12,12,20,24,West,East,East,North,13.25,8.25,17,South
1,11,1,1,0,0,6,6,9,7,15,6,23,14,10,12,19,26,North,East,East,West,13.25,8.25,16.75,South
1,10,1,1,0,0,6,7,9,7,15,6,23,15,8,11,18,26,West,North,East,West,13.25,8.75,15.75,South
1,9,1,1,0,0,5,7,9,8,15,6,22,15,6,9,17,27,West,North,East,North,12.75,9,14.75,South
1,8,1,1,0,0,5,7,9,8,16,6,22,15,5,8,17,29,East,North,East,East,13,9,14.75,South
1,7,1,1,0,0,6,7,9,9,17,6,22,16,5,10,17,31,West,West,East,East,13.5,9.5,15.75,East
1,6,1,1,1,0,5,7,8,9,18,6,23,16,5,10,17,32,North,East,East,South,13.5,9.5,16,East
2,6,0,1,1,1,5,8,9,9,19,6,23,16,5,10,17,30,North,East,South,South,14,9.75,15.5,East
3,6,1,1,1,1,5,8,10,9,19,5,23,15,4,10,17,29,East,East,South,East,14.25,9.25,15,North
4,6,1,1,1,1,6,8,10,9,19,4,23,15,4,9,17,29,East,East,South,East,14.5,9,14.75,East
4,7,1,1,1,1,6,8,10,9,19,4,24,15,3,8,18,28,Stop,East,West,East,14.75,9,14.25,East
5,7,1,1,1,1,6,7,11,9,18,4,24,15,1,8,16,28,Stop,East,North,North,14.75,8.75,13.25,Stop
6,7,1,1,0,1,1,1,11,9,18,5,25,15,-1,7,14,28,Stop,East,West,North,13.75,7.5,12,Stop
6,7,1,1,0,1,1,1,11,9,17,5,25,16,-1,7,13,28,Stop,North,West,South,13.5,7.75,11.75,South
6,7,1,1,0,1,1,1,11,10,17,5,25,16,-1,8,13,27,Stop,North,West,North,13.5,8,11.75,East
6,6,1,0,1,1,1,1,11,11,17,5,25,15,-1,10,12,29,Stop,North,East,North,13.5,8,12.5,East
7,6,0,0,1,1,1,1,11,11,18,5,25,16,-1,9,12,28,Stop,South,East,North,13.75,8.25,12,North
8,6,1,1,1,1,1,1,11,10,18,5,25,16,-1,7,11,27,Stop,South,South,North,13.75,8,11,North
8,7,1,1,1,0,1,1,11,9,18,4,25,16,-1,5,13,26,Stop,South,South,North,13.75,7.5,10.75,East
8,8,1,1,1,0,1,1,11,9,18,3,25,16,-1,4,15,26,Stop,North,West,North,13.75,7.25,11,East
9,8,1,1,1,1,1,1,11,10,17,3,25,17,-1,4,13,26,Stop,West,North,West,13.5,7.75,10.5,East
10,8,1,1,1,1,1,1,10,10,17,4,25,18,-1,2,11,24,Stop,East,North,West,13.25,8.25,9,North
11,8,1,1,0,1,1,1,11,10,17,4,24,18,-1,2,10,23,Stop,North,East,West,13.25,8.25,8.5,North
11,9,1,1,0,1,1,1,11,11,18,4,24,18,-1,2,12,21,Stop,West,East,West,13.5,8.5,8.5,North
11,10,1,1,0,1,1,1,10,11,18,4,23,18,-1,2,13,20,Stop,South,West,West,13,8.5,8.5,North
11,11,1,1,0,1,1,1,10,10,17,4,23,18,-1,2,13,18,Stop,East,West,East,12.75,8.25,8,West
11,12,0,1,1,1,1,1,11,10,17,4,22,18,-1,2,14,18,Stop,West,West,East,12.75,8.25,8.25,West
10,12,1,1,1,1,1,1,10,10,16,4,23,18,-1,2,14,19,Stop,North,East,East,12.5,8.25,8.5,South
9,12,1,1,1,1,1,1,10,11,17,4,23,18,-1,2,16,21,Stop,Stop,West,West,12.75,8.5,9.5,East
9,11,1,1,1,1,1,1,3,1,16,4,24,18,-1,-1,14,21,Stop,Stop,East,West,11,6,8.25,East
10,11,1,1,1,1,1,1,3,1,17,4,23,18,-1,-1,14,19,Stop,Stop,West,East,11,6,7.75,Stop
11,11,1,1,0,1,1,1,3,1,16,4,22,18,-1,-1,12,19,Stop,Stop,West,West,10.5,6,7.25,North
11,11,1,1,0,1,1,1,3,1,15,4,23,18,-1,-1,11,18,Stop,Stop,South,West,10.5,6,6.75,East
11,12,0,1,1,1,1,1,3,1,15,3,22,18,-1,-1,13,17,Stop,Stop,South,West,10.25,5.75,7,East
12,12,0,0,1,1,1,1,3,1,15,3,22,18,-1,-1,12,15,Stop,Stop,North,West,10.25,5.75,6.25,South
13,12,0,1,1,1,1,1,3,1,15,4,21,18,-1,-1,10,14,Stop,Stop,North,East,10,6,5.5,South
13,11,1,1,1,0,1,1,3,1,15,4,21,18,-1,-1,9,16,Stop,Stop,West,East,10,6,5.75,South
13,10,1,1,1,0,1,1,3,1,14,4,22,18,-1,-1,7,17,Stop,Stop,East,West,10,6,5.5,South
13,9,1,1,1,0,1,1,3,1,15,4,22,18,-1,-1,7,17,Stop,Stop,West,West,10.25,6,5.5,South
13,8,1,1,1,0,1,1,3,1,14,4,21,18,-1,-1,5,18,Stop,Stop,East,East,9.75,6,5.25,South
13,7,1,1,1,0,1,1,3,1,15,4,21,18,-1,-1,5,20,Stop,Stop,West,East,10,6,5.75,South
13,6,1,1,1,0,1,1,3,1,14,4,22,18,-1,-1,3,21,Stop,Stop,South,East,10,6,5.5,South
13,5,1,1,1,0,1,1,3,1,14,3,22,18,-1,-1,3,22,Stop,Stop,East,East,10,5.75,5.75,East
13,4,1,1,1,0,1,1,3,1,15,3,22,18,-1,-1,3,23,Stop,Stop,East,East,10.25,5.75,6,East
14,4,1,1,1,1,1,1,3,1,16,3,22,18,-1,-1,3,22,Stop,Stop,Stop,East,10.5,5.75,5.75,East
15,4,0,1,1,1,1,1,3,1,16,4,22,18,-1,-1,1,22,Stop,Stop,Stop,West,10.5,6,5.25,South
16,4,0,1,1,1,1,1,3,1,5,1,23,18,-1,-1,-1,20,Stop,Stop,Stop,East,8,5.25,4.25,Stop
16,3,1,0,1,1,1,1,3,1,5,1,22,18,-1,-1,-1,22,Stop,Stop,Stop,West,7.75,5.25,4.75,East
16,3,1,0,1,1,1,1,3,1,5,1,23,18,-1,-1,-1,21,Stop,Stop,Stop,East,8,5.25,4.5,East
17,3,1,0,1,1,1,1,3,1,5,1,22,18,-1,-1,-1,21,Stop,Stop,Stop,East,7.75,5.25,4.5,North
18,3,1,0,1,1,1,1,3,1,5,1,23,18,-1,-1,-1,20,Stop,Stop,Stop,East,8,5.25,4.25,North
18,4,1,1,1,1,1,1,3,1,5,1,23,18,-1,-1,-1,20,Stop,Stop,Stop,East,8,5.25,4.25,North
18,5,1,1,1,1,1,1,3,1,5,1,24,18,-1,-1,-1,19,Stop,Stop,Stop,West,8.25,5.25,4,East
18,6,0,1,1,1,1,1,3,1,5,1,24,18,-1,-1,-1,17,Stop,Stop,Stop,West,8.25,5.25,3.5,East
19,6,0,1,1,1,1,1,3,1,5,1,23,18,-1,-1,-1,15,Stop,Stop,Stop,West,8,5.25,3,East
20,6,0,1,1,1,1,1,3,1,5,1,22,18,-1,-1,-1,13,Stop,Stop,Stop,West,7.75,5.25,2.5,East
21,6,0,0,1,1,1,1,3,1,5,1,21,18,-1,-1,-1,12,Stop,Stop,Stop,East,7.5,5.25,2.25,East
22,6,0,0,1,1,1,1,3,1,5,1,21,18,-1,-1,-1,12,Stop,Stop,Stop,West,7.5,5.25,2.25,North
23,6,1,1,1,1,1,1,3,1,5,1,22,18,-1,-1,-1,14,Stop,Stop,Stop,South,7.75,5.25,2.75,North
23,7,1,1,1,0,1,1,3,1,5,1,21,18,-1,-1,-1,12,Stop,Stop,Stop,West,7.5,5.25,2.25,North
23,8,1,1,1,1,1,1,3,1,5,1,21,17,-1,-1,-1,12,Stop,Stop,Stop,East,7.5,5,2.25,North
23,9,1,1,1,0,1,1,3,1,5,1,20,17,-1,-1,-1,10,Stop,Stop,Stop,North,7.25,5,1.75,West
23,10,1,1,1,1,1,1,3,1,5,1,21,17,-1,-1,-1,10,Stop,Stop,Stop,South,7.5,5,1.75,West
22,10,1,0,1,1,1,1,3,1,5,1,21,18,-1,-1,-1,8,Stop,Stop,Stop,West,7.5,5.25,1.25,West
21,10,0,0,1,1,1,1,3,1,5,1,21,17,-1,-1,-1,8,Stop,Stop,Stop,West,7.5,5,1.25,North
20,10,1,0,1,1,1,1,3,1,5,1,20,17,-1,-1,-1,7,Stop,Stop,Stop,South,7.25,5,1,North
20,11,1,1,0,1,1,1,3,1,5,1,20,17,-1,-1,-1,5,Stop,Stop,Stop,South,7.25,5,0.5,North
20,12,1,1,0,1,1,1,3,1,5,1,20,16,-1,-1,-1,3,Stop,Stop,Stop,North,7.25,4.75,0,North
20,13,1,1,0,1,1,1,3,1,5,1,20,15,-1,-1,-1,3,Stop,Stop,Stop,East,7.25,4.5,0,North
20,14,1,1,0,1,1,1,3,1,5,1,20,16,-1,-1,-1,3,Stop,Stop,Stop,East,7.25,4.75,0,North
20,15,1,1,1,0,1,1,3,1,5,1,21,16,-1,-1,-1,3,Stop,Stop,Stop,Stop,7.5,4.75,0,East
1,18,0,1,1,0,5,9,11,3,17,6,25,13,13,25,28,29,Stop,Stop,Stop,Stop,14.5,7.75,23.75,Stop
1,18,0,1,1,0,5,9,11,3,17,6,25,13,13,25,28,29,Stop,Stop,Stop,Stop,14.5,7.75,23.75,Stop
1,18,0,1,1,0,5,9,11,3,17,6,25,13,13,25,28,29,Stop,Stop,Stop,Stop,14.5,7.75,23.75,East
1,18,0,1,1,0,5,9,11,3,17,6,25,13,13,25,28,29,Stop,Stop,Stop,Stop,14.5,7.75,23.75,East
2,18,0,0,1,1,5,9,11,3,17,6,25,13,12,24,27,28,Stop,Stop,Stop,Stop,14.5,7.75,22.75,East
3,18,0,0,1,1,5,9,11,3,17,6,25,13,11,23,26,27,Stop,Stop,Stop,Stop,14.5,7.75,21.75,West
4,18,0,0,1,1,5,9,11,3,17,6,25,13,10,22,25,26,Stop,Stop,Stop,Stop,14.5,7.75,20.75,West
3,18,0,0,1,1,5,9,11,3,17,6,25,13,11,23,26,27,Stop,Stop,Stop,Stop,14.5,7.75,21.75,West
2,18,0,0,1,1,5,9,11,3,17,6,25,13,12,24,27,28,Stop,Stop,Stop,Stop,14.5,7.75,22.75,South
1,18,0,1,1,0,5,9,11,3,17,6,25,13,13,25,28,29,Stop,Stop,Stop,Stop,14.5,7.75,23.75,South
1,17,1,1,0,0,5,9,11,3,17,6,25,13,12,24,27,28,Stop,Stop,Stop,Stop,14.5,7.75,22.75,South
1,16,1,1,1,0,5,9,11,3,17,6,25,13,11,23,26,27,Stop,Stop,Stop,Stop,14.5,7.75,21.75,South
1,15,1,1,1,0,5,9,11,3,17,6,25,13,10,22,25,26,Stop,Stop,Stop,Stop,14.5,7.75,20.75,South
1,14,1,1,1,0,5,9,11,3,17,6,25,13,9,21,24,25,Stop,Stop,Stop,Stop,14.5,7.75,19.75,South
1,13,1,1,0,0,5,9,11,3,17,6,25,13,8,20,23,24,Stop,Stop,Stop,Stop,14.5,7.75,18.75,South
1,12,1,1,1,0,5,9,11,3,17,6,25,13,7,19,22,25,Stop,Stop,Stop,Stop,14.5,7.75,18.25,South
1,11,1,1,0,0,5,9,11,3,17,6,25,13,6,18,21,26,Stop,Stop,Stop,Stop,14.5,7.75,17.75,South
1,10,1,1,0,0,5,9,11,3,17,6,25,13,5,17,20,27,Stop,Stop,Stop,Stop,14.5,7.75,17.25,South
1,9,1,1,0,0,5,9,11,3,17,6,25,13,4,16,19,28,Stop,Stop,Stop,Stop,14.5,7.75,16.75,South
1,8,1,1,0,0,5,9,11,3,17,6,25,13,5,15,18,29,Stop,Stop,Stop,Stop,14.5,7.75,16.75,South
1,7,1,1,0,0,5,9,11,3,17,6,25,13,6,14,17,30,Stop,Stop,Stop,Stop,14.5,7.75,16.75,East
1,6,1,1,1,0,5,9,11,3,17,6,25,13,7,13,16,31,Stop,Stop,Stop,Stop,14.5,7.75,16.75,East
2,6,0,1,1,1,5,9,11,3,17,6,25,13,6,12,15,30,Stop,Stop,Stop,Stop,14.5,7.75,15.75,East
3,6,1,1,1,1,5,9,11,3,17,6,25,13,5,11,14,29,Stop,Stop,Stop,Stop,14.5,7.75,14.75,North
4,6,1,1,1,1,5,9,11,3,17,6,25,13,4,10,13,28,Stop,Stop,Stop,Stop,14.5,7.75,13.75,North
4,7,1,1,1,1,5,9,11,3,17,6,25,13,3,11,14,27,Stop,Stop,Stop,Stop,14.5,7.75,13.75,North
4,8,1,1,1,1,5,9,11,3,17,6,25,13,2,12,15,26,Stop,Stop,Stop,Stop,14.5,7.75,13.75,East
4,9,1,1,1,1,5,9,11,3,17,6,25,13,1,13,16,25,Stop,Stop,Stop,Stop,14.5,7.75,13.75,South
5,9,1,1,1,1,1,1,11,3,17,6,25,13,-1,12,15,24,Stop,Stop,Stop,Stop,13.5,5.75,12.5,South
5,8,1,1,1,1,1,1,11,3,17,6,25,13,-1,11,14,25,Stop,Stop,Stop,Stop,13.5,5.75,12.25,East
5,7,1,1,1,1,1,1,11,3,17,6,25,13,-1,10,13,26,Stop,Stop,Stop,Stop,13.5,5.75,12,Stop
6,7,1,1,0,1,1,1,11,3,17,6,25,13,-1,9,12,25,Stop,Stop,Stop,Stop,13.5,5.75,11.25,Stop
6,7,1,1,0,1,1,1,11,3,17,6,25,13,-1,9,12,25,Stop,Stop,Stop,Stop,13.5,5.75,11.25,South
6,7,1,1,0,1,1,1,11,3,17,6,25,13,-1,9,12,25,Stop,Stop,Stop,Stop,13.5,5.75,11.25,East
6,6,1,0,1,1,1,1,11,3,17,6,25,13,-1,8,11,26,Stop,Stop,Stop,Stop,13.5,5.75,11,East
7,6,0,0,1,1,1,1,11,3,17,6,25,13,-1,7,10,25,Stop,Stop,Stop,Stop,13.5,5.75,10.25,East
8,6,1,1,1,1,1,1,11,3,17,6,25,13,-1,6,9,24,Stop,Stop,Stop,Stop,13.5,5.75,9.5,South
9,6,1,1,1,1,1,1,11,3,17,6,25,13,-1,5,8,23,Stop,Stop,Stop,Stop,13.5,5.75,8.75,South
9,5,1,1,1,1,1,1,11,3,17,6,25,13,-1,4,9,24,Stop,Stop,Stop,Stop,13.5,5.75,9,East
9,4,1,1,1,1,1,1,11,3,17,6,25,13,-1,3,10,25,Stop,Stop,Stop,Stop,13.5,5.75,9.25,East
10,4,1,1,1,1,1,1,11,3,17,6,25,13,-1,2,9,24,Stop,Stop,Stop,Stop,13.5,5.75,8.5,South
11,4,1,1,0,1,1,1,11,3,17,6,25,13,-1,1,8,23,Stop,Stop,Stop,Stop,13.5,5.75,7.75,Stop
11,3,1,0,0,1,1,1,3,1,17,6,25,13,-1,-1,9,24,Stop,Stop,Stop,Stop,11.5,5.25,7.75,North
11,3,1,0,0,1,1,1,3,1,17,6,25,13,-1,-1,9,24,Stop,Stop,Stop,Stop,11.5,5.25,7.75,North
11,4,1,1,0,1,1,1,3,1,17,6,25,13,-1,-1,8,23,Stop,Stop,Stop,Stop,11.5,5.25,7.25,North
11,5,1,1,0,1,1,1,3,1,17,6,25,13,-1,-1,7,22,Stop,Stop,Stop,Stop,11.5,5.25,6.75,North
11,6,1,1,0,1,1,1,3,1,17,6,25,13,-1,-1,6,21,Stop,Stop,Stop,Stop,11.5,5.25,6.25,North
11,7,1,1,0,1,1,1,3,1,17,6,25,13,-1,-1,7,20,Stop,Stop,Stop,Stop,11.5,5.25,6.25,North
11,8,1,1,0,1,1,1,3,1,17,6,25,13,-1,-1,8,19,Stop,Stop,Stop,Stop,11.5,5.25,6.25,North
11,9,1,1,0,1,1,1,3,1,17,6,25,13,-1,-1,9,18,Stop,Stop,Stop,Stop,11.5,5.25,6.25,North
11,10,1,1,0,1,1,1,3,1,17,6,25,13,-1,-1,10,17,Stop,Stop,Stop,Stop,11.5,5.25,6.25,North
11,11,1,1,0,1,1,1,3,1,17,6,25,13,-1,-1,11,16,Stop,Stop,Stop,Stop,11.5,5.25,6.25,East
11,12,0,1,1,1,1,1,3,1,17,6,25,13,-1,-1,12,15,Stop,Stop,Stop,Stop,11.5,5.25,6.25,East
12,12,0,0,1,1,1,1,3,1,17,6,25,13,-1,-1,11,14,Stop,Stop,Stop,Stop,11.5,5.25,5.75,East
13,12,0,1,1,1,1,1,3,1,17,6,25,13,-1,-1,10,13,Stop,Stop,Stop,Stop,11.5,5.25,5.25,South
14,12,1,1,1,1,1,1,3,1,17,6,25,13,-1,-1,9,12,Stop,Stop,Stop,Stop,11.5,5.25,4.75,South
14,11,1,1,1,1,1,1,3,1,17,6,25,13,-1,-1,8,13,Stop,Stop,Stop,Stop,11.5,5.25,4.75,South
14,10,1,1,1,1,1,1,3,1,17,6,25,13,-1,-1,7,14,Stop,Stop,Stop,Stop,11.5,5.25,4.75,South
14,9,1,1,0,1,1,1,3,1,17,6,25,13,-1,-1,6,15,Stop,Stop,Stop,Stop,11.5,5.25,4.75,South
14,8,1,1,1,1,1,1,3,1,17,6,25,13,-1,-1,5,16,Stop,Stop,Stop,Stop,11.5,5.25,4.75,South
14,7,1,1,0,1,1,1,3,1,17,6,25,13,-1,-1,4,17,Stop,Stop,Stop,Stop,11.5,5.25,4.75,East
14,6,1,1,1,1,1,1,3,1,17,6,25,13,-1,-1,3,18,Stop,Stop,Stop,Stop,11.5,5.25,4.75,East
15,6,0,0,1,1,1,1,3,1,17,6,25,13,-1,-1,2,17,Stop,Stop,Stop,Stop,11.5,5.25,4.25,East
16,6,0,0,1,1,1,1,3,1,17,6,25,13,-1,-1,1,16,Stop,Stop,Stop,Stop,11.5,5.25,3.75,West
17,6,0,1,1,1,1,1,3,1,5,1,25,13,-1,-1,-1,15,Stop,Stop,Stop,Stop,8.5,4,3,West
16,6,0,0,1,1,1,1,3,1,5,1,25,13,-1,-1,-1,16,Stop,Stop,Stop,Stop,8.5,4,3.25,West
15,6,0,0,1,1,1,1,3,1,5,1,25,13,-1,-1,-1,17,Stop,Stop,Stop,Stop,8.5,4,3.5,North
14,6,1,1,1,1,1,1,3,1,5,1,25,13,-1,-1,-1,18,Stop,Stop,Stop,Stop,8.5,4,3.75,North
14,7,1,1,0,1,1,1,3,1,5,1,25,13,-1,-1,-1,17,Stop,Stop,Stop,Stop,8.5,4,3.5,North
14,8,1,1,1,1,1,1,3,1,5,1,25,13,-1,-1,-1,16,Stop,Stop,Stop,Stop,8.5,4,3.25,North
14,9,1,1,0,1,1,1,3,1,5,1,25,13,-1,-1,-1,15,Stop,Stop,Stop,Stop,8.5,4,3,North
14,10,1,1,1,1,1,1,3,1,5,1,25,13,-1,-1,-1,14,Stop,Stop,Stop,Stop,8.5,4,2.75,East
14,11,1,1,1,1,1,1,3,1,5,1,25,13,-1,-1,-1,13,Stop,Stop,Stop,Stop,8.5,4,2.5,East
15,11,1,1,1,1,1,1,3,1,5,1,25,13,-1,-1,-1,12,Stop,Stop,Stop,Stop,8.5,4,2.25,East
16,11,1,1,1,1,1,1,3,1,5,1,25,13,-1,-1,-1,11,Stop,Stop,Stop,Stop,8.5,4,2,East
17,11,1,1,1,1,1,1,3,1,5,1,25,13,-1,-1,-1,10,Stop,Stop,Stop,Stop,8.5,4,1.75,East
18,11,1,1,1,1,1,1,3,1,5,1,25,13,-1,-1,-1,9,Stop,Stop,Stop,Stop,8.5,4,1.5,North
19,11,1,1,1,1,1,1,3,1,5,1,25,13,-1,-1,-1,8,Stop,Stop,Stop,Stop,8.5,4,1.25,North
19,12,1,1,1,1,1,1,3,1,5,1,25,13,-1,-1,-1,7,Stop,Stop,Stop,Stop,8.5,4,1,North
19,13,1,1,1,1,1,1,3,1,5,1,25,13,-1,-1,-1,6,Stop,Stop,Stop,Stop,8.5,4,0.75,East
19,14,0,1,1,1,1,1,3,1,5,1,25,13,-1,-1,-1,7,Stop,Stop,Stop,Stop,8.5,4,1,North
20,14,1,1,0,1,1,1,3,1,5,1,25,13,-1,-1,-1,6,Stop,Stop,Stop,Stop,8.5,4,0.75,North
20,15,1,1,1,0,1,1,3,1,5,1,25,13,-1,-1,-1,7,Stop,Stop,Stop,Stop,8.5,4,1,East
20,16,1,1,1,0,1,1,3,1,5,1,25,13,-1,-1,-1,8,Stop,Stop,Stop,Stop,8.5,4,1.25,East
21,16,1,1,1,1,1,1,3,1,5,1,25,13,-1,-1,-1,7,Stop,Stop,Stop,Stop,8.5,4,1,East
22,16,0,1,1,1,1,1,3,1,5,1,25,13,-1,-1,-1,6,Stop,Stop,Stop,Stop,8.5,4,0.75,East
23,16,0,1,1,1,1,1,3,1,5,1,25,13,-1,-1,-1,5,Stop,Stop,Stop,Stop,8.5,4,0.5,East
24,16,0,1,1,1,1,1,3,1,5,1,25,13,-1,-1,-1,4,Stop,Stop,Stop,Stop,8.5,4,0.25,South
25,16,1,1,0,1,1,1,3,1,5,1,25,13,-1,-1,-1,3,Stop,Stop,Stop,Stop,8.5,4,0,South
25,15,1,1,0,1,1,1,3,1,5,1,25,13,-1,-1,-1,2,Stop,Stop,Stop,Stop,8.5,4,-0.25,South
1,18,0,1,1,0,5,9,11,3,17,6,25,13,13,25,28,29,Stop,Stop,Stop,Stop,14.5,7.75,23.75,Stop
1,18,0,1,1,0,5,9,11,3,17,6,25,13,13,25,28,29,Stop,Stop,Stop,Stop,14.5,7.75,23.75,Stop
1,18,0,1,1,0,5,9,11,3,17,6,25,13,13,25,28,29,Stop,Stop,Stop,Stop,14.5,7.75,23.75,South
1,18,0,1,1,0,5,9,11,3,17,6,25,13,13,25,28,29,Stop,Stop,Stop,Stop,14.5,7.75,23.75,South
1,17,1,1,0,0,5,9,11,3,17,6,25,13,12,24,27,28,Stop,Stop,Stop,Stop,14.5,7.75,22.75,South
1,16,1,1,1,0,5,9,11,3,17,6,25,13,11,23,26,27,Stop,Stop,Stop,Stop,14.5,7.75,21.75,East
1,15,1,1,1,0,5,9,11,3,17,6,25,13,10,22,25,26,Stop,Stop,Stop,Stop,14.5,7.75,20.75,South
2,15,1,1,1,1,5,9,11,3,17,6,25,13,9,21,24,25,Stop,Stop,Stop,Stop,14.5,7.75,19.75,West
2,14,1,0,1,1,5,9,11,3,17,6,25,13,8,20,23,24,Stop,Stop,Stop,Stop,14.5,7.75,18.75,South
1,14,1,1,1,0,5,9,11,3,17,6,25,13,9,21,24,25,Stop,Stop,Stop,Stop,14.5,7.75,19.75,South
1,13,1,1,0,0,5,9,11,3,17,6,25,13,8,20,23,24,Stop,Stop,Stop,Stop,14.5,7.75,18.75,South
