@relation training_largemaps.arff

@attribute PacX numeric
@attribute PacY numeric
@attribute LegalNorth {1,0}
@attribute LegalSouth {1,0}
@attribute LegalEast {1,0}
@attribute LegalWest {1,0}
@attribute Gosthx numeric
@attribute Gosthy numeric
@attribute DirToGhost1{North,South,East,West,Stop}
@attribute DirToGhost2{North,South,East,West,Stop}
@attribute DirToGhost3{North,South,East,West,Stop}
@attribute DirToGhost4{North,South,East,West,Stop}
@attribute Move{North,South,East,West,Stop}
@data
23,10,1,1,1,1,22,16,Stop,Stop,Stop,North,North
22,10,1,0,1,1,22,16,Stop,Stop,Stop,East,East
22,11,0,1,1,0,22,15,Stop,Stop,Stop,South,South
23,11,0,1,1,1,21,15,Stop,Stop,Stop,West,West
23,10,1,1,1,1,21,16,Stop,Stop,Stop,North,North
22,10,1,0,1,1,21,17,Stop,Stop,Stop,East,East
22,11,0,1,1,0,21,17,Stop,Stop,Stop,South,South
23,11,0,1,1,1,21,18,Stop,Stop,Stop,West,West
23,10,1,1,1,1,22,18,Stop,Stop,Stop,North,North
22,10,1,0,1,1,22,18,Stop,Stop,Stop,East,East
22,11,0,1,1,0,21,18,Stop,Stop,Stop,South,South
23,11,0,1,1,1,21,17,Stop,Stop,Stop,West,West
23,10,1,1,1,1,21,17,Stop,Stop,Stop,North,North
22,10,1,0,1,1,20,17,Stop,Stop,Stop,East,East
22,11,0,1,1,0,20,18,Stop,Stop,Stop,South,South
23,11,0,1,1,1,20,18,Stop,Stop,Stop,West,West
23,10,1,1,1,1,20,17,Stop,Stop,Stop,North,North
22,10,1,0,1,1,20,17,Stop,Stop,Stop,East,East
22,11,0,1,1,0,21,17,Stop,Stop,Stop,South,South
23,11,0,1,1,1,20,17,Stop,Stop,Stop,West,West
23,10,1,1,1,1,20,16,Stop,Stop,Stop,North,North
22,10,1,0,1,1,20,15,Stop,Stop,Stop,East,East
22,11,0,1,1,0,21,15,Stop,Stop,Stop,South,South
23,11,0,1,1,1,21,16,Stop,Stop,Stop,West,West
23,10,1,1,1,1,22,16,Stop,Stop,Stop,North,North
22,10,1,0,1,1,22,15,Stop,Stop,Stop,East,East
22,11,0,1,1,0,22,14,Stop,Stop,Stop,South,South
23,11,0,1,1,1,23,14,Stop,Stop,Stop,South,South
23,10,1,1,1,1,23,14,Stop,Stop,Stop,South,South
23,9,1,1,1,0,23,15,Stop,Stop,Stop,South,South
23,8,1,1,1,1,23,14,Stop,Stop,Stop,South,South
23,7,1,1,1,0,23,13,Stop,Stop,Stop,South,South
23,6,1,1,1,1,23,14,Stop,Stop,Stop,South,South
23,5,1,1,1,0,23,13,Stop,Stop,Stop,South,South
23,4,1,1,1,1,23,13,Stop,Stop,Stop,East,East
23,3,1,0,1,1,23,14,Stop,Stop,Stop,North,North
24,3,1,0,1,1,23,14,Stop,Stop,Stop,West,West
24,4,1,1,1,1,23,13,Stop,Stop,Stop,North,North
23,4,1,1,1,1,23,13,Stop,Stop,Stop,North,North
23,5,1,1,1,0,23,13,Stop,Stop,Stop,North,North
23,6,1,1,1,1,22,13,Stop,Stop,Stop,North,North
23,7,1,1,1,0,22,13,Stop,Stop,Stop,West,West
23,8,1,1,1,1,22,14,Stop,Stop,Stop,West,West
22,8,0,0,1,1,22,13,Stop,Stop,Stop,West,West
21,8,0,0,1,1,22,14,Stop,Stop,Stop,West,West
20,8,0,0,1,1,22,14,Stop,Stop,Stop,West,West
19,8,0,0,1,1,22,15,Stop,Stop,Stop,West,West
18,8,0,0,1,1,23,15,Stop,Stop,Stop,West,West
17,8,0,0,1,1,23,14,Stop,Stop,Stop,West,West
16,8,0,0,1,1,23,14,Stop,Stop,Stop,West,West
15,8,0,0,1,1,22,14,Stop,Stop,Stop,North,North
14,8,1,1,1,1,22,14,Stop,Stop,Stop,North,North
14,9,1,1,0,1,23,14,Stop,Stop,Stop,East,East
14,10,1,1,1,1,23,14,Stop,Stop,Stop,North,North
15,10,1,0,1,1,22,14,Stop,Stop,Stop,East,East
15,11,1,1,1,1,23,14,Stop,Stop,Stop,East,East
16,11,1,1,1,1,23,13,Stop,Stop,Stop,East,East
17,11,1,1,1,1,22,13,Stop,Stop,Stop,East,East
18,11,1,1,1,1,22,13,Stop,Stop,Stop,East,East
19,11,1,1,1,1,23,13,Stop,Stop,Stop,North,North
20,11,1,1,0,1,23,14,Stop,Stop,Stop,North,North
20,12,1,1,0,1,24,14,Stop,Stop,Stop,North,North
20,13,1,1,0,1,24,14,Stop,Stop,Stop,North,North
20,14,1,1,0,1,24,15,Stop,Stop,Stop,East,East
20,15,1,1,1,0,24,14,Stop,Stop,Stop,East,East
21,15,1,0,1,1,25,14,Stop,Stop,Stop,East,East
22,15,1,1,1,1,25,15,Stop,Stop,Stop,East,East
23,15,1,1,1,1,25,16,Stop,Stop,Stop,East,East
24,15,1,1,1,1,25,16,Stop,Stop,Stop,North,North
25,15,1,1,0,1,25,17,Stop,Stop,Stop,North,North
1,18,0,1,1,0,5,10,South,South,South,South,South
1,17,1,1,0,0,6,10,South,South,South,South,South
1,16,1,1,1,0,6,10,South,South,South,South,South
1,15,1,1,1,0,5,10,South,South,South,South,South
1,14,1,1,1,0,5,10,South,South,South,South,South
1,13,1,1,0,0,5,9,South,South,South,South,South
1,12,1,1,1,0,5,10,South,South,South,South,South
1,11,1,1,0,0,4,10,South,South,South,South,South
1,10,1,1,0,0,3,10,South,South,South,South,South
1,9,1,1,0,0,3,9,South,South,South,South,South
1,8,1,1,0,0,3,8,South,South,South,South,South
1,7,1,1,0,0,3,7,East,East,East,East,East
1,6,1,1,1,0,4,7,East,East,East,East,East
2,6,0,1,1,1,5,7,East,East,East,East,East
3,6,1,1,1,1,5,7,East,East,East,East,East
4,6,1,1,1,1,4,7,North,East,East,East,North
5,6,1,1,1,1,4,6,West,East,East,East,West
5,7,1,1,1,1,4,5,South,West,South,North,South
4,7,1,1,1,1,4,4,South,East,East,East,South
4,6,1,1,1,1,4,3,South,East,East,East,South
4,5,1,1,1,1,9,7,Stop,East,East,East,East
4,4,1,1,1,1,8,7,Stop,North,North,North,North
5,4,1,1,0,1,8,6,Stop,North,North,North,North
5,5,1,1,0,1,9,6,Stop,East,East,East,East
5,6,1,1,1,1,9,5,Stop,East,East,East,East
6,6,1,0,1,1,10,5,Stop,East,East,East,East
7,6,0,0,1,1,10,4,Stop,East,East,East,East
8,6,1,1,1,1,10,3,Stop,East,East,East,East
9,6,1,1,1,1,10,4,Stop,South,East,East,South
10,6,1,1,1,1,11,4,Stop,East,East,East,East
10,5,1,1,1,1,22,3,Stop,Stop,South,South,South
11,5,1,1,0,1,22,3,Stop,Stop,South,South,South
11,4,1,1,0,1,22,4,Stop,Stop,West,West,West
11,3,1,0,0,1,22,4,Stop,Stop,North,North,North
10,3,1,0,1,1,23,4,Stop,Stop,East,East,East
10,4,1,1,1,1,23,4,Stop,Stop,North,North,North
11,4,1,1,0,1,23,4,Stop,Stop,North,North,North
11,5,1,1,0,1,23,4,Stop,Stop,North,North,North
11,6,1,1,0,1,23,3,Stop,Stop,North,North,North
11,7,1,1,0,1,19,17,Stop,Stop,North,North,North
11,8,1,1,0,1,19,18,Stop,Stop,North,North,North
11,9,1,1,0,1,19,18,Stop,Stop,North,North,North
11,10,1,1,0,1,20,18,Stop,Stop,North,North,North
11,11,1,1,0,1,19,18,Stop,Stop,East,East,East
11,12,0,1,1,1,19,17,Stop,Stop,East,East,East
12,12,0,0,1,1,19,17,Stop,Stop,East,East,East
13,12,0,1,1,1,18,17,Stop,Stop,East,East,East
14,12,1,1,1,1,17,17,Stop,Stop,East,East,East
15,12,0,1,1,1,17,18,Stop,Stop,East,East,East
16,12,0,1,1,1,17,18,Stop,Stop,East,North,North
17,12,1,1,1,1,17,17,Stop,Stop,North,North,North
17,13,1,1,1,0,18,17,Stop,Stop,East,East,East
17,14,1,1,1,1,19,17,Stop,Stop,East,East,East
18,14,0,1,1,1,19,18,Stop,Stop,South,South,South
19,14,0,1,1,1,19,17,Stop,Stop,East,South,South
19,13,1,1,1,1,18,17,Stop,Stop,East,West,West
19,12,1,1,1,1,18,18,Stop,Stop,South,North,North
18,12,1,1,1,1,19,18,Stop,Stop,East,East,East
18,13,1,1,1,1,18,18,Stop,Stop,East,North,North
19,13,1,1,1,1,18,17,Stop,Stop,West,West,West
19,14,0,1,1,1,18,18,Stop,Stop,South,South,South
18,14,0,1,1,1,19,18,Stop,Stop,East,East,East
18,13,1,1,1,1,20,18,Stop,Stop,East,East,East
19,13,1,1,1,1,20,17,Stop,Stop,North,North,North
20,13,1,1,0,1,19,17,Stop,Stop,North,North,North
20,14,1,1,0,1,18,17,Stop,Stop,North,North,North
20,15,1,1,1,0,18,17,Stop,Stop,North,North,North
20,16,1,1,1,0,18,17,Stop,Stop,East,West,West
20,17,1,1,1,1,17,17,Stop,Stop,West,West,West
19,17,1,0,1,1,16,17,Stop,Stop,West,West,West
18,17,1,0,1,1,16,18,Stop,Stop,South,West,West
17,17,1,1,1,1,23,5,Stop,Stop,South,Stop,South
16,17,1,1,1,1,23,6,Stop,Stop,East,Stop,East
16,16,1,1,1,1,22,6,Stop,Stop,South,Stop,South
17,16,1,1,0,1,22,6,Stop,Stop,South,Stop,South
17,15,1,1,0,1,21,6,Stop,Stop,East,Stop,East
17,14,1,1,1,1,20,6,Stop,Stop,South,Stop,South
18,14,0,1,1,1,20,6,Stop,Stop,East,Stop,East
18,13,1,1,1,1,21,6,Stop,Stop,East,Stop,East
19,13,1,1,1,1,20,6,Stop,Stop,South,Stop,South
20,13,1,1,0,1,20,6,Stop,Stop,South,Stop,South
20,12,1,1,0,1,20,6,Stop,Stop,South,Stop,South
20,11,1,1,0,1,20,5,Stop,Stop,East,Stop,East
20,10,1,0,1,1,20,6,Stop,Stop,East,Stop,East
21,10,0,0,1,1,20,5,Stop,Stop,North,Stop,North
22,10,1,0,1,1,20,4,Stop,Stop,East,Stop,East
22,11,0,1,1,0,20,5,Stop,Stop,South,Stop,South
23,11,0,1,1,1,19,5,Stop,Stop,West,Stop,West
23,10,1,1,1,1,20,5,Stop,Stop,West,Stop,West
22,10,1,0,1,1,19,5,Stop,Stop,West,Stop,West
21,10,0,0,1,1,19,6,Stop,Stop,West,Stop,West
20,10,1,0,1,1,19,5,Stop,Stop,North,Stop,North
19,10,1,0,1,1,19,4,Stop,Stop,North,Stop,North
19,11,1,1,1,1,20,4,Stop,Stop,East,Stop,East
19,12,1,1,1,1,20,5,Stop,Stop,South,Stop,South
20,12,1,1,0,1,20,5,Stop,Stop,South,Stop,South
20,11,1,1,0,1,20,6,Stop,Stop,East,Stop,East
20,10,1,0,1,1,19,6,Stop,Stop,East,Stop,East
21,10,0,0,1,1,19,5,Stop,Stop,North,Stop,North
22,10,1,0,1,1,19,4,Stop,Stop,East,Stop,East
22,11,0,1,1,0,18,4,Stop,Stop,South,Stop,South
23,11,0,1,1,1,18,4,Stop,Stop,West,Stop,West
23,10,1,1,1,1,18,3,Stop,Stop,West,Stop,West
22,10,1,0,1,1,17,3,Stop,Stop,West,Stop,West
21,10,0,0,1,1,17,3,Stop,Stop,West,Stop,West
20,10,1,0,1,1,17,4,Stop,Stop,West,Stop,West
19,10,1,0,1,1,17,3,Stop,Stop,West,Stop,West
18,10,1,0,1,1,16,3,Stop,Stop,West,Stop,West
17,10,1,0,1,1,17,3,Stop,Stop,North,Stop,North
16,10,1,0,1,1,17,3,Stop,Stop,East,Stop,East
16,11,1,1,1,1,17,4,Stop,Stop,South,Stop,South
17,11,1,1,1,1,17,3,Stop,Stop,East,Stop,East
17,10,1,0,1,1,16,3,Stop,Stop,North,Stop,North
18,10,1,0,1,1,16,4,Stop,Stop,West,Stop,West
18,11,1,1,1,1,17,4,Stop,Stop,South,Stop,South
17,11,1,1,1,1,18,4,Stop,Stop,East,Stop,East
17,10,1,0,1,1,18,3,Stop,Stop,North,Stop,North
18,10,1,0,1,1,18,3,Stop,Stop,North,Stop,North
18,11,1,1,1,1,18,4,Stop,Stop,North,Stop,North
18,12,1,1,1,1,18,4,Stop,Stop,North,Stop,North
18,13,1,1,1,1,18,5,Stop,Stop,East,Stop,East
18,14,0,1,1,1,18,6,Stop,Stop,South,Stop,South
19,14,0,1,1,1,17,6,Stop,Stop,West,Stop,West
19,13,1,1,1,1,17,6,Stop,Stop,West,Stop,West
18,13,1,1,1,1,16,6,Stop,Stop,South,Stop,South
17,13,1,1,1,0,16,6,Stop,Stop,West,Stop,West
17,12,1,1,1,1,17,6,Stop,Stop,South,Stop,South
16,12,0,1,1,1,16,6,Stop,Stop,South,Stop,South
16,11,1,1,1,1,15,6,Stop,Stop,West,Stop,West
16,10,1,0,1,1,14,6,Stop,Stop,West,Stop,West
15,10,1,0,1,1,14,7,Stop,Stop,South,Stop,South
14,10,1,1,1,1,14,6,Stop,Stop,South,Stop,South
14,9,1,1,0,1,15,6,Stop,Stop,East,Stop,East
14,8,1,1,1,1,14,6,Stop,Stop,East,Stop,East
15,8,0,0,1,1,13,6,Stop,Stop,East,Stop,East
16,8,0,0,1,1,13,5,Stop,Stop,East,Stop,East
17,8,0,0,1,1,13,5,Stop,Stop,East,Stop,East
18,8,0,0,1,1,14,5,Stop,Stop,East,Stop,East
19,8,0,0,1,1,14,6,Stop,Stop,East,Stop,East
20,8,0,0,1,1,14,5,Stop,Stop,East,Stop,East
21,8,0,0,1,1,14,5,Stop,Stop,East,Stop,East
22,8,0,0,1,1,14,4,Stop,Stop,South,Stop,South
23,8,1,1,1,1,13,4,Stop,Stop,South,Stop,South
23,7,1,1,1,0,13,3,Stop,Stop,West,Stop,West
23,6,1,1,1,1,13,4,Stop,Stop,West,Stop,West
22,6,0,0,1,1,13,4,Stop,Stop,West,Stop,West
21,6,0,0,1,1,13,5,Stop,Stop,South,Stop,South
20,6,0,1,1,1,13,4,Stop,Stop,South,Stop,South
20,5,1,1,0,1,13,4,Stop,Stop,West,Stop,West
20,4,1,1,1,1,13,4,Stop,Stop,West,Stop,West
19,4,1,1,1,1,14,4,Stop,Stop,West,Stop,West
18,4,1,1,1,1,13,4,Stop,Stop,West,Stop,West
17,4,1,1,1,1,14,4,Stop,Stop,West,Stop,West
16,4,0,1,1,1,14,4,Stop,Stop,West,Stop,West
1,18,0,1,1,0,5,9,South,South,South,South,South
1,17,1,1,0,0,4,9,South,South,South,South,South
1,16,1,1,1,0,4,10,South,South,South,South,South
1,15,1,1,1,0,4,10,South,South,South,South,South
1,14,1,1,1,0,4,9,South,South,South,South,South
1,13,1,1,0,0,5,9,South,South,South,South,South
1,12,1,1,1,0,5,9,South,South,South,South,South
1,11,1,1,0,0,4,9,South,South,South,South,South
1,10,1,1,0,0,4,9,South,South,South,South,South
1,9,1,1,0,0,3,9,South,South,South,South,South
1,8,1,1,0,0,3,8,South,South,South,South,South
1,7,1,1,0,0,3,9,East,East,East,East,East
1,6,1,1,1,0,3,8,East,East,East,East,East
2,6,0,1,1,1,3,7,North,East,East,East,North
3,6,1,1,1,1,5,4,Stop,East,East,East,East
3,7,1,1,1,0,4,4,Stop,South,East,East,South
4,7,1,1,1,1,5,4,Stop,East,East,East,East
4,6,1,1,1,1,5,4,Stop,South,East,East,South
5,6,1,1,1,1,4,4,Stop,South,South,South,South
5,5,1,1,0,1,3,4,Stop,West,West,West,West
5,4,1,1,0,1,3,5,Stop,West,North,North,West
4,4,1,1,1,1,2,5,Stop,West,North,North,West
3,4,1,1,1,1,3,5,Stop,North,North,North,North
2,4,1,1,1,1,3,5,Stop,East,East,East,East
2,5,1,1,1,1,14,6,Stop,Stop,East,East,East
3,5,1,1,1,1,14,5,Stop,Stop,East,East,East
4,5,1,1,1,1,14,5,Stop,Stop,North,North,North
5,5,1,1,0,1,14,4,Stop,Stop,East,East,East
5,6,1,1,1,1,13,4,Stop,Stop,East,East,East
6,6,1,0,1,1,13,5,Stop,Stop,East,East,East
7,6,0,0,1,1,14,5,Stop,Stop,East,East,East
8,6,1,1,1,1,14,4,Stop,Stop,East,East,East
9,6,1,1,1,1,14,3,Stop,Stop,East,East,East
10,6,1,1,1,1,15,3,Stop,Stop,South,South,South
11,6,1,1,0,1,15,4,Stop,Stop,South,South,South
11,5,1,1,0,1,15,4,Stop,Stop,South,South,South
11,4,1,1,0,1,15,4,Stop,Stop,West,West,West
11,3,1,0,0,1,15,4,Stop,Stop,North,North,North
10,3,1,0,1,1,15,4,Stop,Stop,East,East,East
10,4,1,1,1,1,14,4,Stop,Stop,North,North,North
11,4,1,1,0,1,14,4,Stop,Stop,North,North,North
11,5,1,1,0,1,13,4,Stop,Stop,North,North,North
11,6,1,1,0,1,13,4,Stop,Stop,North,North,North
11,7,1,1,0,1,13,5,Stop,Stop,North,North,North
11,8,1,1,0,1,13,6,Stop,Stop,North,North,North
11,9,1,1,0,1,13,7,Stop,Stop,North,North,North
11,10,1,1,0,1,14,7,Stop,Stop,North,North,North
11,11,1,1,0,1,14,7,Stop,Stop,East,East,East
11,12,0,1,1,1,14,6,Stop,Stop,East,East,East
12,12,0,0,1,1,14,6,Stop,Stop,South,South,South
13,12,0,1,1,1,14,5,Stop,Stop,South,South,South
13,11,1,1,1,0,14,4,Stop,Stop,South,South,South
13,10,1,1,1,0,14,5,Stop,Stop,South,South,South
13,9,1,1,1,0,14,4,Stop,Stop,South,South,South
13,8,1,1,1,0,13,4,Stop,Stop,South,South,South
13,7,1,1,1,0,13,5,Stop,Stop,South,South,South
13,6,1,1,1,0,24,14,Stop,Stop,Stop,East,East
13,5,1,1,1,0,23,14,Stop,Stop,Stop,North,North
14,5,1,1,0,1,23,15,Stop,Stop,Stop,East,East
14,6,1,1,1,1,23,14,Stop,Stop,Stop,East,East
15,6,0,0,1,1,23,14,Stop,Stop,Stop,East,East
16,6,0,0,1,1,24,14,Stop,Stop,Stop,East,East
17,6,0,1,1,1,24,15,Stop,Stop,Stop,East,East
18,6,0,1,1,1,25,15,Stop,Stop,Stop,East,East
19,6,0,1,1,1,25,15,Stop,Stop,Stop,East,East
20,6,0,1,1,1,25,14,Stop,Stop,Stop,East,East
21,6,0,0,1,1,25,15,Stop,Stop,Stop,East,East
22,6,0,0,1,1,24,15,Stop,Stop,Stop,East,East
23,6,1,1,1,1,25,15,Stop,Stop,Stop,East,East
24,6,1,1,1,1,25,16,Stop,Stop,Stop,North,North
25,6,1,1,0,1,25,15,Stop,Stop,Stop,North,North
25,7,1,1,0,1,24,15,Stop,Stop,Stop,North,North
25,8,1,1,0,1,24,15,Stop,Stop,Stop,North,North
25,9,1,1,0,1,24,14,Stop,Stop,Stop,North,North
25,10,1,1,0,1,24,14,Stop,Stop,Stop,West,West
25,11,0,1,0,1,24,14,Stop,Stop,Stop,South,South
24,11,0,1,1,1,25,14,Stop,Stop,Stop,East,East
24,10,1,1,1,1,24,14,Stop,Stop,Stop,North,North
25,10,1,1,0,1,24,14,Stop,Stop,Stop,West,West
25,11,0,1,0,1,24,15,Stop,Stop,Stop,South,South
24,11,0,1,1,1,23,15,Stop,Stop,Stop,West,West
24,10,1,1,1,1,23,15,Stop,Stop,Stop,North,North
23,10,1,1,1,1,24,15,Stop,Stop,Stop,East,East
23,11,0,1,1,1,24,16,Stop,Stop,Stop,South,South
24,11,0,1,1,1,25,16,Stop,Stop,Stop,East,East
24,10,1,1,1,1,25,15,Stop,Stop,Stop,North,North
25,10,1,1,0,1,25,15,Stop,Stop,Stop,West,West
25,11,0,1,0,1,25,16,Stop,Stop,Stop,South,South
24,11,0,1,1,1,25,17,Stop,Stop,Stop,East,East
24,10,1,1,1,1,25,17,Stop,Stop,Stop,North,North
25,10,1,1,0,1,25,16,Stop,Stop,Stop,West,West
25,11,0,1,0,1,25,16,Stop,Stop,Stop,South,South
24,11,0,1,1,1,25,16,Stop,Stop,Stop,East,East
24,10,1,1,1,1,25,17,Stop,Stop,Stop,North,North
25,10,1,1,0,1,25,16,Stop,Stop,Stop,West,West
25,11,0,1,0,1,25,16,Stop,Stop,Stop,South,South
24,11,0,1,1,1,25,16,Stop,Stop,Stop,East,East
24,10,1,1,1,1,25,15,Stop,Stop,Stop,North,North
25,10,1,1,0,1,25,16,Stop,Stop,Stop,West,West
25,11,0,1,0,1,25,17,Stop,Stop,Stop,South,South
24,11,0,1,1,1,25,16,Stop,Stop,Stop,East,East
24,10,1,1,1,1,25,15,Stop,Stop,Stop,North,North
25,10,1,1,0,1,24,15,Stop,Stop,Stop,West,West
25,11,0,1,0,1,24,15,Stop,Stop,Stop,South,South
24,11,0,1,1,1,25,15,Stop,Stop,Stop,East,East
24,10,1,1,1,1,25,14,Stop,Stop,Stop,North,North
25,10,1,1,0,1,25,14,Stop,Stop,Stop,West,West
25,11,0,1,0,1,25,15,Stop,Stop,Stop,South,South
24,11,0,1,1,1,25,14,Stop,Stop,Stop,East,East
24,10,1,1,1,1,25,13,Stop,Stop,Stop,North,North
25,10,1,1,0,1,25,14,Stop,Stop,Stop,West,West
25,11,0,1,0,1,25,14,Stop,Stop,Stop,South,South
24,11,0,1,1,1,25,14,Stop,Stop,Stop,East,East
24,10,1,1,1,1,25,13,Stop,Stop,Stop,North,North
25,10,1,1,0,1,25,13,Stop,Stop,Stop,West,West
25,11,0,1,0,1,25,13,Stop,Stop,Stop,South,South
24,11,0,1,1,1,25,14,Stop,Stop,Stop,East,East
24,10,1,1,1,1,25,14,Stop,Stop,Stop,North,North
25,10,1,1,0,1,25,15,Stop,Stop,Stop,West,West
25,11,0,1,0,1,25,14,Stop,Stop,Stop,South,South
24,11,0,1,1,1,24,14,Stop,Stop,Stop,South,South
24,10,1,1,1,1,24,15,Stop,Stop,Stop,South,South
24,9,1,1,1,1,24,14,Stop,Stop,Stop,South,South
24,8,1,1,1,1,25,14,Stop,Stop,Stop,East,East
24,7,1,1,1,1,25,14,Stop,Stop,Stop,North,North
25,7,1,1,0,1,25,14,Stop,Stop,Stop,North,North
25,8,1,1,0,1,24,14,Stop,Stop,Stop,North,North
25,9,1,1,0,1,24,14,Stop,Stop,Stop,North,North
25,10,1,1,0,1,24,15,Stop,Stop,Stop,West,West
25,11,0,1,0,1,24,15,Stop,Stop,Stop,South,South
24,11,0,1,1,1,23,15,Stop,Stop,Stop,West,West
24,10,1,1,1,1,24,15,Stop,Stop,Stop,North,North
23,10,1,1,1,1,23,15,Stop,Stop,Stop,East,East
23,11,0,1,1,1,23,16,Stop,Stop,Stop,South,South
24,11,0,1,1,1,22,16,Stop,Stop,Stop,West,West
24,10,1,1,1,1,22,15,Stop,Stop,Stop,West,West
23,10,1,1,1,1,22,16,Stop,Stop,Stop,North,North
22,10,1,0,1,1,22,16,Stop,Stop,Stop,East,East
22,11,0,1,1,0,21,16,Stop,Stop,Stop,South,South
23,11,0,1,1,1,21,17,Stop,Stop,Stop,West,West
23,10,1,1,1,1,21,16,Stop,Stop,Stop,North,North
22,10,1,0,1,1,20,16,Stop,Stop,Stop,East,East
22,11,0,1,1,0,20,15,Stop,Stop,Stop,South,South
23,11,0,1,1,1,20,14,Stop,Stop,Stop,West,West
23,10,1,1,1,1,19,14,Stop,Stop,Stop,North,North
22,10,1,0,1,1,20,14,Stop,Stop,Stop,East,East
22,11,0,1,1,0,19,14,Stop,Stop,Stop,South,South
23,11,0,1,1,1,19,13,Stop,Stop,Stop,West,West
23,10,1,1,1,1,20,13,Stop,Stop,Stop,North,North
22,10,1,0,1,1,20,13,Stop,Stop,Stop,East,East
22,11,0,1,1,0,20,13,Stop,Stop,Stop,South,South
23,11,0,1,1,1,20,13,Stop,Stop,Stop,West,West
23,10,1,1,1,1,20,13,Stop,Stop,Stop,North,North
22,10,1,0,1,1,20,14,Stop,Stop,Stop,East,East
22,11,0,1,1,0,20,14,Stop,Stop,Stop,South,South
23,11,0,1,1,1,20,14,Stop,Stop,Stop,West,West
23,10,1,1,1,1,19,14,Stop,Stop,Stop,North,North
22,10,1,0,1,1,19,13,Stop,Stop,Stop,East,East
22,11,0,1,1,0,19,14,Stop,Stop,Stop,South,South
23,11,0,1,1,1,20,14,Stop,Stop,Stop,West,West
23,10,1,1,1,1,20,14,Stop,Stop,Stop,North,North
22,10,1,0,1,1,20,13,Stop,Stop,Stop,East,East
22,11,0,1,1,0,20,13,Stop,Stop,Stop,South,South
23,11,0,1,1,1,20,13,Stop,Stop,Stop,West,West
23,10,1,1,1,1,19,13,Stop,Stop,Stop,North,North
22,10,1,0,1,1,19,13,Stop,Stop,Stop,East,East
22,11,0,1,1,0,19,14,Stop,Stop,Stop,South,South
23,11,0,1,1,1,19,14,Stop,Stop,Stop,West,West
23,10,1,1,1,1,18,14,Stop,Stop,Stop,North,North
22,10,1,0,1,1,18,13,Stop,Stop,Stop,East,East
22,11,0,1,1,0,18,13,Stop,Stop,Stop,South,South
23,11,0,1,1,1,18,13,Stop,Stop,Stop,West,West
23,10,1,1,1,1,17,13,Stop,Stop,Stop,North,North
22,10,1,0,1,1,17,12,Stop,Stop,Stop,East,East
22,11,0,1,1,0,16,12,Stop,Stop,Stop,South,South
23,11,0,1,1,1,17,12,Stop,Stop,Stop,West,West
23,10,1,1,1,1,16,12,Stop,Stop,Stop,North,North
22,10,1,0,1,1,17,12,Stop,Stop,Stop,East,East
22,11,0,1,1,0,17,13,Stop,Stop,Stop,South,South
23,11,0,1,1,1,17,14,Stop,Stop,Stop,West,West
23,10,1,1,1,1,18,14,Stop,Stop,Stop,North,North
1,18,0,1,1,0,5,9,South,South,South,South,South
1,17,1,1,0,0,6,9,South,South,South,South,South
1,16,1,1,1,0,5,9,South,South,South,South,South
1,15,1,1,1,0,4,9,South,South,South,South,South
1,14,1,1,1,0,4,10,South,South,South,South,South
1,13,1,1,0,0,5,10,South,South,South,South,South
1,12,1,1,1,0,5,10,South,South,South,South,South
1,11,1,1,0,0,5,10,South,South,South,South,South
1,10,1,1,0,0,6,10,South,South,South,South,South
1,9,1,1,0,0,5,10,South,South,South,South,South
1,8,1,1,0,0,6,10,South,South,South,South,South
1,7,1,1,0,0,6,10,East,East,East,East,East
1,6,1,1,1,0,6,10,East,East,East,East,East
2,6,0,1,1,1,5,10,East,East,East,East,East
3,6,1,1,1,1,4,10,North,East,East,East,North
4,6,1,1,1,1,5,10,East,East,East,East,East
4,7,1,1,1,1,5,10,North,East,East,East,North
5,7,1,1,1,1,6,10,East,East,East,East,East
5,8,1,1,1,1,5,10,North,North,North,North,North
6,8,1,1,0,1,6,10,North,North,North,North,North
6,9,1,1,0,1,9,5,Stop,West,West,West,West
6,10,0,1,0,1,8,5,Stop,South,South,South,South
5,10,0,1,1,1,8,6,Stop,East,East,East,East
5,9,1,1,1,1,9,6,Stop,South,South,South,South
6,9,1,1,0,1,10,6,Stop,South,South,South,South
6,8,1,1,0,1,10,7,Stop,South,South,South,South
6,7,1,1,0,1,9,7,Stop,East,East,East,East
6,6,1,0,1,1,9,8,Stop,East,East,East,East
7,6,0,0,1,1,8,8,Stop,North,East,East,North
8,6,1,1,1,1,19,4,Stop,Stop,East,East,East
8,7,1,1,1,0,19,5,Stop,Stop,East,East,East
9,7,1,1,1,1,19,6,Stop,Stop,East,East,East
10,7,1,1,1,1,19,6,Stop,Stop,South,South,South
11,7,1,1,0,1,18,6,Stop,Stop,South,South,South
11,6,1,1,0,1,17,6,Stop,Stop,South,South,South
11,5,1,1,0,1,18,6,Stop,Stop,South,South,South
11,4,1,1,0,1,17,6,Stop,Stop,West,West,West
11,3,1,0,0,1,16,6,Stop,Stop,North,North,North
10,3,1,0,1,1,15,6,Stop,Stop,East,East,East
10,4,1,1,1,1,15,6,Stop,Stop,North,North,North
11,4,1,1,0,1,16,6,Stop,Stop,North,North,North
11,5,1,1,0,1,16,6,Stop,Stop,North,North,North
11,6,1,1,0,1,15,6,Stop,Stop,North,North,North
11,7,1,1,0,1,15,6,Stop,Stop,North,North,North
