@relation training_largemaps.arff

@attribute PacX numeric
@attribute PacY numeric
@attribute LegalNorth {1,0}
@attribute LegalSouth {1,0}
@attribute LegalEast {1,0}
@attribute LegalWest {1,0}
@attribute Gosthx numeric
@attribute Gosthy numeric
@attribute DirToGhost1{North,South,East,West,Stop}
@attribute DirToGhost2{North,South,East,West,Stop}
@attribute DirToGhost3{North,South,East,West,Stop}
@attribute DirToGhost4{North,South,East,West,Stop}
@attribute Move{North,South,East,West,Stop}
@data
5,9,1,1,1,1,11,3,Stop,South,South,South,South
6,9,1,1,0,1,11,3,Stop,South,South,South,South
6,8,1,1,0,1,11,3,Stop,South,South,South,South
6,7,1,1,0,1,11,3,Stop,East,East,East,East
6,6,1,0,1,1,11,3,Stop,East,East,East,East
7,6,0,0,1,1,11,3,Stop,East,East,East,East
8,6,1,1,1,1,11,3,Stop,East,East,East,East
9,6,1,1,1,1,11,3,Stop,East,East,East,East
10,6,1,1,1,1,11,3,Stop,South,South,South,South
11,6,1,1,0,1,11,3,Stop,South,South,South,South
11,5,1,1,0,1,11,3,Stop,South,South,South,South
11,4,1,1,0,1,17,6,Stop,Stop,West,West,West
11,3,1,0,0,1,17,6,Stop,Stop,North,North,North
10,3,1,0,1,1,17,6,Stop,Stop,East,East,East
10,4,1,1,1,1,17,6,Stop,Stop,North,North,North
11,4,1,1,0,1,17,6,Stop,Stop,North,North,North
11,5,1,1,0,1,17,6,Stop,Stop,North,North,North
11,6,1,1,0,1,17,6,Stop,Stop,North,North,North
11,7,1,1,0,1,17,6,Stop,Stop,North,North,North
11,8,1,1,0,1,17,6,Stop,Stop,North,North,North
11,9,1,1,0,1,17,6,Stop,Stop,North,North,North
11,10,1,1,0,1,17,6,Stop,Stop,North,North,North
11,11,1,1,0,1,17,6,Stop,Stop,East,East,East
11,12,0,1,1,1,17,6,Stop,Stop,East,East,East
12,12,0,0,1,1,17,6,Stop,Stop,South,South,South
13,12,0,1,1,1,17,6,Stop,Stop,South,South,South
13,11,1,1,1,0,17,6,Stop,Stop,South,South,South
13,10,1,1,1,0,17,6,Stop,Stop,South,South,South
13,9,1,1,1,0,17,6,Stop,Stop,South,South,South
13,8,1,1,1,0,17,6,Stop,Stop,South,South,South
13,7,1,1,1,0,17,6,Stop,Stop,East,East,East
13,6,1,1,1,0,17,6,Stop,Stop,East,East,East
14,6,1,1,1,1,17,6,Stop,Stop,East,East,East
15,6,0,0,1,1,17,6,Stop,Stop,East,East,East
16,6,0,0,1,1,25,7,Stop,Stop,Stop,East,East
17,6,0,1,1,1,25,7,Stop,Stop,Stop,East,East
18,6,0,1,1,1,25,7,Stop,Stop,Stop,East,East
19,6,0,1,1,1,25,7,Stop,Stop,Stop,East,East
20,6,0,1,1,1,25,7,Stop,Stop,Stop,East,East
21,6,0,0,1,1,25,7,Stop,Stop,Stop,East,East
22,6,0,0,1,1,25,7,Stop,Stop,Stop,East,East
23,6,1,1,1,1,25,7,Stop,Stop,Stop,East,East
24,6,1,1,1,1,25,7,Stop,Stop,Stop,North,North
1,18,0,1,1,0,5,9,South,South,South,South,South
1,17,1,1,0,0,5,9,South,South,South,South,South
1,16,1,1,1,0,5,9,South,South,South,South,South
1,15,1,1,1,0,5,9,South,South,South,South,South
1,14,1,1,1,0,5,9,South,South,South,South,South
1,13,1,1,0,0,5,9,South,South,South,South,South
1,12,1,1,1,0,5,9,South,South,South,South,South
1,11,1,1,0,0,5,9,South,South,South,South,South
1,10,1,1,0,0,5,9,South,South,South,South,South
1,9,1,1,0,0,5,9,South,South,South,South,South
1,8,1,1,0,0,5,9,South,South,South,South,South
1,7,1,1,0,0,5,9,East,East,East,East,East
1,6,1,1,1,0,5,9,East,East,East,East,East
2,6,0,1,1,1,5,9,East,East,East,East,East
3,6,1,1,1,1,5,9,East,East,East,East,East
4,6,1,1,1,1,5,9,North,East,East,East,North
5,6,1,1,1,1,5,9,North,East,East,East,North
5,7,1,1,1,1,5,9,North,East,East,East,North
5,8,1,1,1,1,11,3,Stop,East,East,East,East
5,9,1,1,1,1,11,3,Stop,South,South,South,South
6,9,1,1,0,1,11,3,Stop,South,South,South,South
6,8,1,1,0,1,11,3,Stop,South,South,South,South
6,7,1,1,0,1,11,3,Stop,East,East,East,East
6,6,1,0,1,1,11,3,Stop,East,East,East,East
7,6,0,0,1,1,11,3,Stop,East,East,East,East
8,6,1,1,1,1,11,3,Stop,East,East,East,East
9,6,1,1,1,1,11,3,Stop,East,East,East,East
10,6,1,1,1,1,11,3,Stop,South,South,South,South
11,6,1,1,0,1,11,3,Stop,South,South,South,South
11,5,1,1,0,1,11,3,Stop,South,South,South,South
11,4,1,1,0,1,17,6,Stop,Stop,West,West,West
11,3,1,0,0,1,17,6,Stop,Stop,North,North,North
10,3,1,0,1,1,17,6,Stop,Stop,East,East,East
10,4,1,1,1,1,17,6,Stop,Stop,North,North,North
11,4,1,1,0,1,17,6,Stop,Stop,North,North,North
11,5,1,1,0,1,17,6,Stop,Stop,North,North,North
11,6,1,1,0,1,17,6,Stop,Stop,North,North,North
11,7,1,1,0,1,17,6,Stop,Stop,North,North,North
11,8,1,1,0,1,17,6,Stop,Stop,North,North,North
11,9,1,1,0,1,17,6,Stop,Stop,North,North,North
11,10,1,1,0,1,17,6,Stop,Stop,North,North,North
11,11,1,1,0,1,17,6,Stop,Stop,East,East,East
11,12,0,1,1,1,17,6,Stop,Stop,East,East,East
12,12,0,0,1,1,17,6,Stop,Stop,South,South,South
13,12,0,1,1,1,17,6,Stop,Stop,South,South,South
13,11,1,1,1,0,17,6,Stop,Stop,South,South,South
13,10,1,1,1,0,17,6,Stop,Stop,South,South,South
13,9,1,1,1,0,17,6,Stop,Stop,South,South,South
13,8,1,1,1,0,17,6,Stop,Stop,South,South,South
13,7,1,1,1,0,17,6,Stop,Stop,East,East,East
13,6,1,1,1,0,17,6,Stop,Stop,East,East,East
14,6,1,1,1,1,17,6,Stop,Stop,East,East,East
15,6,0,0,1,1,17,6,Stop,Stop,East,East,East
16,6,0,0,1,1,25,7,Stop,Stop,Stop,East,East
17,6,0,1,1,1,25,7,Stop,Stop,Stop,East,East
18,6,0,1,1,1,25,7,Stop,Stop,Stop,East,East
19,6,0,1,1,1,25,7,Stop,Stop,Stop,East,East
20,6,0,1,1,1,25,7,Stop,Stop,Stop,East,East
21,6,0,0,1,1,25,7,Stop,Stop,Stop,East,East
22,6,0,0,1,1,25,7,Stop,Stop,Stop,East,East
23,6,1,1,1,1,25,7,Stop,Stop,Stop,East,East
24,6,1,1,1,1,25,7,Stop,Stop,Stop,North,North
1,18,0,1,1,0,4,9,South,South,South,South,South
1,17,1,1,0,0,4,10,South,South,South,South,South
1,16,1,1,1,0,4,10,South,South,South,South,South
1,15,1,1,1,0,3,10,South,South,South,South,South
1,14,1,1,1,0,3,9,South,South,South,South,South
1,13,1,1,0,0,4,9,South,South,South,South,South
1,12,1,1,1,0,4,10,South,South,South,South,South
1,11,1,1,0,0,3,10,South,South,South,South,South
1,10,1,1,0,0,3,9,South,South,South,South,South
1,9,1,1,0,0,4,9,South,South,South,South,South
1,8,1,1,0,0,4,8,South,South,South,South,South
1,7,1,1,0,0,5,8,East,East,East,East,East
1,6,1,1,1,0,6,8,East,East,East,East,East
2,6,0,1,1,1,6,7,East,East,East,East,East
3,6,1,1,1,1,6,6,East,East,East,East,East
4,6,1,1,1,1,6,7,East,East,East,East,East
5,6,1,1,1,1,6,8,North,North,North,North,North
6,6,1,0,1,1,6,8,North,North,North,North,North
6,7,1,1,0,1,8,4,Stop,North,North,North,North
6,8,1,1,0,1,8,3,Stop,North,North,North,North
6,9,1,1,0,1,8,3,Stop,West,West,West,West
6,10,0,1,0,1,8,4,Stop,South,South,South,South
5,10,0,1,1,1,8,3,Stop,East,East,East,East
5,9,1,1,1,1,7,3,Stop,South,South,South,South
6,9,1,1,0,1,8,3,Stop,South,South,South,South
6,8,1,1,0,1,7,3,Stop,South,South,South,South
6,7,1,1,0,1,8,3,Stop,East,East,East,East
6,6,1,0,1,1,7,3,Stop,East,East,East,East
7,6,0,0,1,1,6,3,Stop,South,East,East,South
8,6,1,1,1,1,7,3,Stop,South,South,South,South
8,5,1,1,1,0,8,3,Stop,South,South,South,South
8,4,1,1,1,0,18,3,Stop,Stop,East,East,East
8,3,1,0,1,1,19,3,Stop,Stop,East,East,East
9,3,1,0,1,1,18,3,Stop,Stop,East,East,East
10,3,1,0,1,1,18,4,Stop,Stop,North,North,North
11,3,1,0,0,1,18,4,Stop,Stop,North,North,North
11,4,1,1,0,1,18,5,Stop,Stop,North,North,North
11,5,1,1,0,1,18,6,Stop,Stop,North,North,North
11,6,1,1,0,1,17,6,Stop,Stop,North,North,North
11,7,1,1,0,1,18,8,Stop,Stop,North,North,North
11,8,1,1,0,1,19,8,Stop,Stop,North,North,North
11,9,1,1,0,1,18,8,Stop,Stop,North,North,North
11,10,1,1,0,1,17,8,Stop,Stop,North,North,North
11,11,1,1,0,1,16,8,Stop,Stop,East,East,East
11,12,0,1,1,1,16,8,Stop,Stop,East,East,East
12,12,0,0,1,1,17,8,Stop,Stop,South,South,South
13,12,0,1,1,1,17,8,Stop,Stop,South,South,South
13,11,1,1,1,0,17,8,Stop,Stop,South,South,South
13,10,1,1,1,0,17,8,Stop,Stop,South,South,South
13,9,1,1,1,0,16,8,Stop,Stop,East,East,East
13,8,1,1,1,0,15,8,Stop,Stop,East,East,East
14,8,1,1,1,1,18,5,Stop,Stop,East,Stop,East
15,8,0,0,1,1,18,5,Stop,Stop,East,Stop,East
16,8,0,0,1,1,18,6,Stop,Stop,East,Stop,East
17,8,0,0,1,1,18,5,Stop,Stop,East,Stop,East
18,8,0,0,1,1,19,5,Stop,Stop,East,Stop,East
19,8,0,0,1,1,19,5,Stop,Stop,East,Stop,East
20,8,0,0,1,1,18,5,Stop,Stop,East,Stop,East
21,8,0,0,1,1,18,6,Stop,Stop,East,Stop,East
22,8,0,0,1,1,19,6,Stop,Stop,South,Stop,South
23,8,1,1,1,1,19,6,Stop,Stop,South,Stop,South
23,7,1,1,1,0,20,6,Stop,Stop,West,Stop,West
23,6,1,1,1,1,21,6,Stop,Stop,West,Stop,West
1,18,0,1,1,0,5,10,South,South,South,South,South
1,17,1,1,0,0,4,10,South,South,South,South,South
1,16,1,1,1,0,5,10,South,South,South,South,South
1,15,1,1,1,0,4,10,South,South,South,South,South
1,14,1,1,1,0,4,10,South,South,South,South,South
1,13,1,1,0,0,5,10,South,South,South,South,South
1,12,1,1,1,0,4,10,South,South,South,South,South
1,11,1,1,0,0,4,10,South,South,South,South,South
1,10,1,1,0,0,5,10,South,South,South,South,South
1,9,1,1,0,0,5,10,South,South,South,South,South
1,8,1,1,0,0,5,10,South,South,South,South,South
1,7,1,1,0,0,5,9,East,East,East,East,East
1,6,1,1,1,0,5,9,East,East,East,East,East
2,6,0,1,1,1,5,10,East,East,East,East,East
3,6,1,1,1,1,5,9,East,East,East,East,East
4,6,1,1,1,1,6,9,East,East,East,East,East
5,6,1,1,1,1,5,9,North,North,North,North,North
6,6,1,0,1,1,6,9,North,North,North,North,North
6,7,1,1,0,1,6,9,North,North,North,North,North
6,8,1,1,0,1,10,5,Stop,North,North,North,North
6,9,1,1,0,1,10,5,Stop,West,West,West,West
6,10,0,1,0,1,10,5,Stop,South,South,South,South
5,10,0,1,1,1,11,5,Stop,East,East,East,East
5,9,1,1,1,1,10,5,Stop,South,South,South,South
6,9,1,1,0,1,11,5,Stop,South,South,South,South
6,8,1,1,0,1,11,5,Stop,South,South,South,South
6,7,1,1,0,1,11,5,Stop,East,East,East,East
6,6,1,0,1,1,11,5,Stop,East,East,East,East
7,6,0,0,1,1,11,4,Stop,East,East,East,East
8,6,1,1,1,1,11,4,Stop,East,East,East,East
9,6,1,1,1,1,11,3,Stop,East,East,East,East
10,6,1,1,1,1,11,4,Stop,South,South,South,South
11,6,1,1,0,1,11,3,Stop,South,South,South,South
11,5,1,1,0,1,15,6,Stop,Stop,South,South,South
11,4,1,1,0,1,14,6,Stop,Stop,West,West,West
11,3,1,0,0,1,14,6,Stop,Stop,North,North,North
10,3,1,0,1,1,15,6,Stop,Stop,East,East,East
10,4,1,1,1,1,16,6,Stop,Stop,North,North,North
11,4,1,1,0,1,17,6,Stop,Stop,North,North,North
11,5,1,1,0,1,16,6,Stop,Stop,North,North,North
11,6,1,1,0,1,16,6,Stop,Stop,North,North,North
11,7,1,1,0,1,16,6,Stop,Stop,North,North,North
11,8,1,1,0,1,17,6,Stop,Stop,North,North,North
11,9,1,1,0,1,18,6,Stop,Stop,North,North,North
11,10,1,1,0,1,19,6,Stop,Stop,North,North,North
11,11,1,1,0,1,18,6,Stop,Stop,East,East,East
11,12,0,1,1,1,17,6,Stop,Stop,East,East,East
12,12,0,0,1,1,17,6,Stop,Stop,South,South,South
13,12,0,1,1,1,17,5,Stop,Stop,South,South,South
13,11,1,1,1,0,17,4,Stop,Stop,South,South,South
13,10,1,1,1,0,18,4,Stop,Stop,South,South,South
13,9,1,1,1,0,18,4,Stop,Stop,South,South,South
13,8,1,1,1,0,18,3,Stop,Stop,South,South,South
13,7,1,1,1,0,18,4,Stop,Stop,South,South,South
13,6,1,1,1,0,18,3,Stop,Stop,South,South,South
13,5,1,1,1,0,19,3,Stop,Stop,South,South,South
13,4,1,1,1,0,18,3,Stop,Stop,East,East,East
13,3,1,0,1,0,18,4,Stop,Stop,North,North,North
14,3,1,0,1,1,18,3,Stop,Stop,East,East,East
14,4,1,1,1,1,19,3,Stop,Stop,South,South,South
15,4,0,1,1,1,18,3,Stop,Stop,East,East,East
15,3,1,0,1,1,18,3,Stop,Stop,East,East,East
16,3,1,0,1,1,18,4,Stop,Stop,North,North,North
17,3,1,0,1,1,18,5,Stop,Stop,East,East,East
17,4,1,1,1,1,18,6,Stop,Stop,North,East,North
18,4,1,1,1,1,19,6,Stop,Stop,East,East,East
18,5,1,1,1,1,19,6,Stop,Stop,North,East,North
1,18,0,1,1,0,5,8,South,South,South,South,South
1,17,1,1,0,0,6,8,South,South,South,South,South
1,16,1,1,1,0,5,8,South,South,South,South,South
1,15,1,1,1,0,6,8,South,South,South,South,South
1,14,1,1,1,0,6,9,South,South,South,South,South
1,13,1,1,0,0,6,9,South,South,South,South,South
1,12,1,1,1,0,5,9,South,South,South,South,South
1,11,1,1,0,0,4,9,South,South,South,South,South
1,10,1,1,0,0,4,10,South,South,South,South,South
1,9,1,1,0,0,4,9,South,South,South,South,South
1,8,1,1,0,0,5,9,South,South,South,South,South
1,7,1,1,0,0,4,9,East,East,East,East,East
1,6,1,1,1,0,4,9,East,East,East,East,East
2,6,0,1,1,1,5,9,East,East,East,East,East
3,6,1,1,1,1,5,10,East,East,East,East,East
4,6,1,1,1,1,6,10,East,East,East,East,East
5,6,1,1,1,1,6,10,North,North,North,North,North
6,6,1,0,1,1,6,10,North,North,North,North,North
6,7,1,1,0,1,5,10,North,North,North,North,North
6,8,1,1,0,1,4,10,North,North,North,North,North
6,9,1,1,0,1,5,10,West,West,West,West,West
6,10,0,1,0,1,10,6,Stop,South,South,South,South
5,10,0,1,1,1,10,5,Stop,East,East,East,East
5,9,1,1,1,1,11,5,Stop,South,South,South,South
6,9,1,1,0,1,11,5,Stop,South,South,South,South
6,8,1,1,0,1,11,6,Stop,South,South,South,South
6,7,1,1,0,1,11,5,Stop,East,East,East,East
6,6,1,0,1,1,11,5,Stop,East,East,East,East
7,6,0,0,1,1,11,6,Stop,East,East,East,East
8,6,1,1,1,1,11,6,Stop,East,East,East,East
9,6,1,1,1,1,11,7,Stop,East,East,East,East
10,6,1,1,1,1,11,7,Stop,North,North,North,North
11,6,1,1,0,1,15,4,Stop,Stop,North,North,North
11,7,1,1,0,1,16,4,Stop,Stop,North,North,North
11,8,1,1,0,1,16,4,Stop,Stop,North,North,North
11,9,1,1,0,1,16,4,Stop,Stop,North,North,North
11,10,1,1,0,1,15,4,Stop,Stop,North,North,North
11,11,1,1,0,1,16,4,Stop,Stop,East,East,East
11,12,0,1,1,1,16,3,Stop,Stop,East,East,East
12,12,0,0,1,1,16,4,Stop,Stop,South,South,South
13,12,0,1,1,1,15,4,Stop,Stop,South,South,South
13,11,1,1,1,0,15,4,Stop,Stop,South,South,South
13,10,1,1,1,0,16,4,Stop,Stop,South,South,South
13,9,1,1,1,0,16,4,Stop,Stop,South,South,South
13,8,1,1,1,0,16,4,Stop,Stop,South,South,South
13,7,1,1,1,0,16,4,Stop,Stop,South,South,South
13,6,1,1,1,0,17,4,Stop,Stop,South,South,South
13,5,1,1,1,0,16,4,Stop,Stop,East,East,East
13,4,1,1,1,0,17,4,Stop,Stop,East,East,East
14,4,1,1,1,1,17,5,Stop,Stop,East,East,East
15,4,0,1,1,1,17,5,Stop,Stop,East,East,East
16,4,0,1,1,1,18,5,Stop,Stop,East,East,East
17,4,1,1,1,1,17,5,Stop,Stop,North,East,North
18,4,1,1,1,1,17,5,Stop,Stop,West,East,West
18,5,1,1,1,1,26,6,Stop,Stop,Stop,North,North
17,5,1,1,1,0,27,6,Stop,Stop,Stop,East,East
17,6,0,1,1,1,27,5,Stop,Stop,Stop,South,South
18,6,0,1,1,1,27,6,Stop,Stop,Stop,East,East
18,5,1,1,1,1,27,7,Stop,Stop,Stop,East,East
19,5,1,1,1,1,26,7,Stop,Stop,Stop,North,North
20,5,1,1,0,1,26,7,Stop,Stop,Stop,East,East
20,6,0,1,1,1,27,7,Stop,Stop,Stop,East,East
21,6,0,0,1,1,27,7,Stop,Stop,Stop,East,East
22,6,0,0,1,1,27,7,Stop,Stop,Stop,East,East
23,6,1,1,1,1,27,6,Stop,Stop,Stop,East,East
24,6,1,1,1,1,27,7,Stop,Stop,Stop,East,East
25,6,1,1,1,1,26,7,Stop,Stop,Stop,North,North
26,6,1,1,1,1,27,7,Stop,Stop,Stop,East,East
26,7,1,1,1,1,27,8,Stop,Stop,Stop,North,North
27,7,1,1,1,1,26,8,Stop,Stop,Stop,West,West
27,8,1,1,1,1,26,7,Stop,Stop,Stop,South,South
26,8,1,1,1,1,26,6,Stop,Stop,Stop,South,South
1,18,0,1,1,0,5,9,South,South,South,South,South
1,17,1,1,0,0,5,8,South,South,South,South,South
1,16,1,1,1,0,6,8,South,South,South,South,South
1,15,1,1,1,0,6,7,South,South,South,South,South
1,14,1,1,1,0,6,8,South,South,South,South,South
1,13,1,1,0,0,5,8,South,South,South,South,South
1,12,1,1,1,0,5,8,South,South,South,South,South
1,11,1,1,0,0,6,8,South,South,South,South,South
1,10,1,1,0,0,6,7,South,South,South,South,South
1,9,1,1,0,0,5,7,South,South,South,South,South
1,8,1,1,0,0,6,7,South,South,South,South,South
1,7,1,1,0,0,6,8,East,East,East,East,East
1,6,1,1,1,0,6,9,East,East,East,East,East
2,6,0,1,1,1,6,9,East,East,East,East,East
3,6,1,1,1,1,5,9,East,East,East,East,East
4,6,1,1,1,1,5,9,North,East,East,East,North
5,6,1,1,1,1,5,9,North,East,East,East,North
5,7,1,1,1,1,11,5,Stop,East,East,East,East
5,8,1,1,1,1,11,6,Stop,South,South,South,South
6,8,1,1,0,1,11,7,Stop,South,South,South,South
6,7,1,1,0,1,11,7,Stop,East,East,East,East
6,6,1,0,1,1,11,8,Stop,East,East,East,East
7,6,0,0,1,1,11,8,Stop,East,East,East,East
8,6,1,1,1,1,10,8,Stop,East,East,East,East
9,6,1,1,1,1,10,7,Stop,North,East,East,North
10,6,1,1,1,1,19,3,Stop,Stop,East,East,East
10,7,1,1,1,1,19,3,Stop,Stop,South,South,South
11,7,1,1,0,1,19,3,Stop,Stop,South,South,South
11,6,1,1,0,1,20,3,Stop,Stop,South,South,South
11,5,1,1,0,1,20,4,Stop,Stop,South,South,South
11,4,1,1,0,1,20,5,Stop,Stop,West,West,West
11,3,1,0,0,1,20,6,Stop,Stop,North,North,North
10,3,1,0,1,1,21,6,Stop,Stop,East,East,East
10,4,1,1,1,1,22,6,Stop,Stop,North,North,North
11,4,1,1,0,1,23,6,Stop,Stop,North,North,North
11,5,1,1,0,1,23,5,Stop,Stop,North,North,North
11,6,1,1,0,1,23,6,Stop,Stop,North,North,North
11,7,1,1,0,1,24,6,Stop,Stop,North,North,North
11,8,1,1,0,1,24,6,Stop,Stop,North,North,North
11,9,1,1,0,1,24,6,Stop,Stop,North,North,North
11,10,1,1,0,1,25,6,Stop,Stop,North,North,North
11,11,1,1,0,1,27,15,Stop,Stop,East,East,East
11,12,0,1,1,1,25,6,Stop,Stop,East,East,East
12,12,0,0,1,1,27,15,Stop,Stop,East,East,East
13,12,0,1,1,1,26,15,Stop,Stop,East,East,East
14,12,1,1,1,1,27,15,Stop,Stop,East,East,East
15,12,0,1,1,1,26,15,Stop,Stop,East,East,East
16,12,0,1,1,1,25,15,Stop,Stop,East,East,East
17,12,1,1,1,1,24,15,Stop,Stop,East,East,East
18,12,1,1,1,1,23,15,Stop,Stop,East,East,East
19,12,1,1,1,1,23,15,Stop,Stop,North,North,North
20,12,1,1,0,1,24,15,Stop,Stop,North,North,North
20,13,1,1,0,1,23,15,Stop,Stop,North,North,North
20,14,1,1,0,1,23,16,Stop,Stop,North,North,North
20,15,1,1,1,0,23,16,Stop,Stop,East,East,East
20,16,1,1,1,0,22,16,Stop,Stop,East,East,East
21,16,1,1,1,1,25,8,Stop,Stop,South,Stop,South
22,16,0,1,1,1,25,9,Stop,Stop,East,Stop,East
22,15,1,1,1,1,25,10,Stop,Stop,East,Stop,East
23,15,1,1,1,1,25,10,Stop,Stop,East,Stop,East
24,15,1,1,1,1,25,11,Stop,Stop,South,Stop,South
25,15,1,1,1,1,25,11,Stop,Stop,South,Stop,South
25,14,1,1,1,1,24,11,Stop,Stop,East,Stop,East
25,13,1,0,1,0,24,10,Stop,Stop,South,Stop,South
26,13,1,1,1,1,24,9,Stop,Stop,South,Stop,South
26,12,1,1,1,0,23,9,Stop,Stop,West,Stop,West
26,11,1,1,1,1,23,8,Stop,Stop,South,Stop,South
25,11,0,1,1,1,23,8,Stop,Stop,West,Stop,West
25,10,1,1,1,1,23,9,Stop,Stop,West,Stop,West
24,10,1,1,1,1,24,9,Stop,Stop,South,Stop,South
1,18,0,1,1,0,5,9,South,South,South,South,South
1,17,1,1,0,0,5,10,South,South,South,South,South
1,16,1,1,1,0,6,10,South,South,South,South,South
1,15,1,1,1,0,6,10,South,South,South,South,South
1,14,1,1,1,0,6,9,South,South,South,South,South
1,13,1,1,0,0,6,10,South,South,South,South,South
1,12,1,1,1,0,6,10,South,South,South,South,South
1,11,1,1,0,0,5,10,South,South,South,South,South
1,10,1,1,0,0,4,10,South,South,South,South,South
1,9,1,1,0,0,5,10,South,South,South,South,South
1,8,1,1,0,0,5,9,South,South,South,South,South
1,7,1,1,0,0,5,10,East,East,East,East,East
1,6,1,1,1,0,5,10,East,East,East,East,East
2,6,0,1,1,1,4,10,East,East,East,East,East
3,6,1,1,1,1,4,10,North,East,East,East,North
4,6,1,1,1,1,4,9,North,East,East,East,North
4,7,1,1,1,1,5,9,East,East,East,East,East
4,8,1,1,1,1,5,9,North,East,East,East,North
5,8,1,1,1,1,9,4,Stop,East,East,East,East
5,9,1,1,1,1,8,4,Stop,South,South,South,South
6,9,1,1,0,1,8,4,Stop,South,South,South,South
6,8,1,1,0,1,9,4,Stop,South,South,South,South
6,7,1,1,0,1,9,5,Stop,East,East,East,East
6,6,1,0,1,1,9,6,Stop,East,East,East,East
7,6,0,0,1,1,9,7,Stop,East,East,East,East
8,6,1,1,1,1,9,7,Stop,North,East,East,North
9,6,1,1,1,1,18,3,Stop,Stop,East,East,East
9,7,1,1,1,1,18,4,Stop,Stop,East,East,East
10,7,1,1,1,1,19,4,Stop,Stop,South,South,South
11,7,1,1,0,1,19,5,Stop,Stop,South,South,South
11,6,1,1,0,1,19,5,Stop,Stop,South,South,South
11,5,1,1,0,1,19,4,Stop,Stop,South,South,South
11,4,1,1,0,1,19,4,Stop,Stop,West,West,West
11,3,1,0,0,1,19,3,Stop,Stop,North,North,North
10,3,1,0,1,1,18,3,Stop,Stop,East,East,East
10,4,1,1,1,1,18,4,Stop,Stop,North,North,North
11,4,1,1,0,1,17,4,Stop,Stop,North,North,North
11,5,1,1,0,1,17,3,Stop,Stop,North,North,North
11,6,1,1,0,1,17,3,Stop,Stop,North,North,North
11,7,1,1,0,1,16,3,Stop,Stop,North,North,North
11,8,1,1,0,1,16,4,Stop,Stop,North,North,North
11,9,1,1,0,1,15,4,Stop,Stop,North,North,North
11,10,1,1,0,1,15,3,Stop,Stop,North,North,North
11,11,1,1,0,1,15,4,Stop,Stop,East,East,East
11,12,0,1,1,1,14,4,Stop,Stop,East,East,East
12,12,0,0,1,1,15,4,Stop,Stop,South,South,South
13,12,0,1,1,1,15,3,Stop,Stop,South,South,South
13,11,1,1,1,0,15,3,Stop,Stop,South,South,South
13,10,1,1,1,0,15,3,Stop,Stop,South,South,South
13,9,1,1,1,0,14,3,Stop,Stop,South,South,South
13,8,1,1,1,0,15,3,Stop,Stop,South,South,South
13,7,1,1,1,0,15,4,Stop,Stop,South,South,South
13,6,1,1,1,0,15,4,Stop,Stop,South,South,South
13,5,1,1,1,0,15,4,Stop,Stop,East,East,East
13,4,1,1,1,0,15,3,Stop,Stop,East,East,East
14,4,1,1,1,1,14,3,Stop,Stop,South,South,South
15,4,0,1,1,1,13,3,Stop,Stop,West,West,West
15,3,1,0,1,1,13,3,Stop,Stop,West,West,West
14,3,1,0,1,1,23,4,Stop,Stop,Stop,North,North
13,3,1,0,1,0,23,5,Stop,Stop,Stop,North,North
13,4,1,1,1,0,23,4,Stop,Stop,Stop,East,East
13,5,1,1,1,0,24,4,Stop,Stop,Stop,South,South
14,5,1,1,0,1,24,4,Stop,Stop,Stop,East,East
14,4,1,1,1,1,25,4,Stop,Stop,Stop,East,East
15,4,0,1,1,1,24,4,Stop,Stop,Stop,East,East
16,4,0,1,1,1,25,4,Stop,Stop,Stop,East,East
17,4,1,1,1,1,26,4,Stop,Stop,Stop,East,East
18,4,1,1,1,1,27,4,Stop,Stop,Stop,East,East
19,4,1,1,1,1,27,3,Stop,Stop,Stop,East,East
20,4,1,1,1,1,27,4,Stop,Stop,Stop,East,East
21,4,0,1,1,1,28,4,Stop,Stop,Stop,East,East
22,4,0,1,1,1,28,3,Stop,Stop,Stop,East,East
23,4,1,1,1,1,28,3,Stop,Stop,Stop,East,East
24,4,1,1,1,1,28,3,Stop,Stop,Stop,East,East
25,4,1,1,1,1,28,2,Stop,Stop,Stop,East,East
26,4,1,1,1,1,28,3,Stop,Stop,Stop,East,East
27,4,1,1,1,1,28,3,Stop,Stop,Stop,South,South
28,4,1,1,0,1,27,3,Stop,Stop,Stop,West,West
1,18,0,1,1,0,6,9,South,South,South,South,South
1,17,1,1,0,0,6,9,South,South,South,South,South
1,16,1,1,1,0,6,8,South,South,South,South,South
1,15,1,1,1,0,6,9,South,South,South,South,South
1,14,1,1,1,0,6,9,South,South,South,South,South
1,13,1,1,0,0,6,8,South,South,South,South,South
1,12,1,1,1,0,5,8,South,South,South,South,South
1,11,1,1,0,0,5,7,South,South,South,South,South
1,10,1,1,0,0,5,6,South,South,South,South,South
1,9,1,1,0,0,4,6,South,South,South,South,South
1,8,1,1,0,0,4,7,South,South,South,South,South
1,7,1,1,0,0,4,8,East,East,East,East,East
1,6,1,1,1,0,5,8,East,East,East,East,East
2,6,0,1,1,1,5,8,East,East,East,East,East
3,6,1,1,1,1,6,8,East,East,East,East,East
4,6,1,1,1,1,5,8,North,East,East,East,North
5,6,1,1,1,1,10,9,Stop,East,East,East,East
5,7,1,1,1,1,10,10,Stop,North,North,North,North
6,7,1,1,0,1,10,11,Stop,North,North,North,North
6,8,1,1,0,1,9,11,Stop,North,North,North,North
