@relation alpha_training_keyboard.arff-weka.filters.unsupervised.attribute.Remove-R23-26

@attribute PacX numeric
@attribute PacY numeric
@attribute LegalNorth {1,0}
@attribute LegalSouth {1,0}
@attribute LegalEast {1,0}
@attribute LegalWest {1,0}
@attribute Gosth1x numeric
@attribute Gosth1y numeric
@attribute Gosth2x numeric
@attribute Gosth2y numeric
@attribute Gosth3x numeric
@attribute Gosth3y numeric
@attribute Gosth4x numeric
@attribute Gosth4y numeric
@attribute DistGosth1 numeric
@attribute DistGosth2 numeric
@attribute DistGosth3 numeric
@attribute DistGosth4 numeric
@attribute GhostDir1 {North,South,East,West,Stop}
@attribute GhostDir2 {North,South,East,West,Stop}
@attribute GhostDir3 {North,South,East,West,Stop}
@attribute GhostDir4 {North,South,East,West,Stop}
@attribute Direction {North,South,East,West,Stop}

@data
6,9,1,1,1,1,1,1,5,12,5,1,7,1,-1,4,-1,-1,Stop,Stop,Stop,Stop,North
6,10,1,1,1,0,1,1,5,12,5,1,7,1,-1,3,-1,-1,Stop,Stop,Stop,Stop,West
6,11,1,1,1,1,1,1,5,12,5,1,7,1,-1,2,-1,-1,Stop,Stop,Stop,Stop,West
5,11,1,0,1,1,1,1,5,12,5,1,7,1,-1,1,-1,-1,Stop,Stop,Stop,Stop,North
4,11,1,0,1,1,1,1,5,12,5,1,7,1,-1,2,-1,-1,Stop,Stop,Stop,Stop,East
12,10,1,1,1,1,5,6,5,12,13,6,13,12,11,9,5,3,South,West,East,Stop,Stop
12,10,1,1,1,1,5,5,4,12,14,6,13,12,12,10,6,3,East,South,West,Stop,East
12,10,1,1,1,1,6,5,4,11,13,6,13,12,11,9,5,3,South,East,West,South,East
13,10,1,1,1,1,6,4,5,11,13,6,13,12,13,9,4,1,South,East,East,West,North
14,10,1,1,1,1,6,3,5,11,14,6,13,11,15,10,4,3,South,East,West,West,West
14,11,1,1,1,1,6,3,5,11,13,6,12,11,16,9,6,3,North,North,East,West,West
13,11,1,1,1,1,6,4,5,12,14,6,11,11,14,9,6,3,East,West,South,Stop,West
12,11,1,1,1,1,7,4,4,12,14,5,10,11,12,9,8,1,South,North,South,Stop,West
11,11,1,1,1,1,7,3,4,13,14,4,7,1,12,9,10,-1,East,North,North,Stop,West
10,11,1,1,1,1,8,3,4,14,14,5,7,1,10,9,10,-1,East,South,West,Stop,West
9,11,1,1,1,1,9,3,4,13,13,5,7,1,8,7,10,-1,West,West,South,Stop,West
8,11,1,1,1,1,8,3,3,13,13,4,7,1,8,7,12,-1,North,West,South,Stop,North
7,11,1,1,1,1,8,4,2,13,13,3,7,1,8,7,14,-1,East,East,South,Stop,North
7,12,1,1,1,1,9,4,3,13,13,3,7,1,10,5,15,-1,East,East,West,Stop,West
7,13,1,1,1,1,10,4,3,13,12,3,7,1,12,4,15,-1,North,North,West,Stop,West
6,13,1,1,1,1,10,5,3,14,11,3,7,1,12,4,15,-1,East,East,East,Stop,West
5,13,1,1,1,1,11,5,4,14,12,3,7,1,14,2,17,-1,East,Stop,North,Stop,West
4,13,1,1,1,1,12,5,3,1,12,4,7,1,16,-1,17,-1,West,Stop,South,Stop,North
3,13,1,1,1,1,11,5,3,1,12,3,7,1,16,-1,19,-1,North,Stop,South,Stop,Stop
3,14,0,1,1,1,11,6,3,1,12,3,7,1,16,-1,20,-1,North,Stop,North,Stop,East
3,14,0,1,1,1,11,7,3,1,12,4,7,1,15,-1,19,-1,South,Stop,East,Stop,South
4,14,0,1,1,1,11,6,3,1,13,4,7,1,15,-1,19,-1,South,Stop,East,Stop,South
4,13,1,1,1,1,11,5,3,1,14,4,7,1,15,-1,19,-1,North,Stop,North,Stop,East
4,12,1,1,1,1,11,6,3,1,14,5,7,1,13,-1,17,-1,East,Stop,North,Stop,East
5,12,1,1,1,1,12,6,3,1,14,5,7,1,13,-1,16,-1,South,Stop,West,Stop,South
6,12,1,1,1,1,12,5,3,1,13,5,7,1,13,-1,14,-1,North,Stop,East,Stop,South
6,11,1,1,1,1,12,6,3,1,14,5,7,1,11,-1,14,-1,West,Stop,West,Stop,South
6,10,1,1,1,0,11,6,3,1,13,5,7,1,9,-1,12,-1,East,Stop,South,Stop,South
6,9,1,1,1,1,12,6,3,1,13,4,7,1,9,-1,12,-1,East,Stop,North,Stop,South
6,8,1,1,1,1,12,6,3,1,13,5,7,1,8,-1,10,-1,South,Stop,East,Stop,East
6,7,1,1,1,1,12,5,3,1,14,5,7,1,8,-1,10,-1,West,Stop,West,Stop,East
7,7,1,1,1,1,11,5,3,1,13,5,7,1,6,-1,8,-1,East,Stop,North,Stop,East
8,7,1,1,1,1,12,5,3,1,13,6,7,1,6,-1,6,-1,North,Stop,North,Stop,South
9,7,1,1,1,1,12,6,3,1,13,6,7,1,4,-1,5,-1,East,Stop,East,Stop,East
9,6,1,1,1,1,13,6,3,1,14,6,7,1,4,-1,5,-1,East,Stop,North,Stop,East
10,6,1,1,1,1,14,6,3,1,14,7,7,1,4,-1,5,-1,North,Stop,East,Stop,East
11,6,1,1,1,1,14,7,3,1,15,7,7,1,4,-1,5,-1,West,Stop,East,Stop,East
12,6,1,1,1,1,13,7,3,1,15,7,7,1,2,-1,4,-1,Stop,Stop,East,Stop,East
13,6,1,1,1,1,1,1,3,1,16,7,7,1,-1,-1,4,-1,Stop,Stop,East,Stop,East
14,6,1,1,1,1,1,1,3,1,17,7,7,1,-1,-1,4,-1,Stop,Stop,East,Stop,East
15,6,1,1,1,1,1,1,3,1,17,7,7,1,-1,-1,3,-1,Stop,Stop,Stop,Stop,North
12,10,1,1,1,1,5,6,5,12,13,6,13,12,11,9,5,3,East,West,Stop,South,Stop
12,10,1,1,1,1,6,6,4,12,13,6,13,12,10,10,5,2,North,East,East,South,Stop
12,10,1,1,1,1,6,7,5,12,14,6,13,11,9,9,6,1,East,North,East,North,Stop
12,10,1,1,1,1,7,7,5,13,15,6,13,10,8,10,7,2,North,East,East,South,Stop
12,10,1,1,1,1,7,8,6,13,15,6,13,11,7,9,7,1,West,South,West,South,Stop
12,10,1,1,1,1,6,8,6,12,14,6,13,10,8,8,6,1,North,West,South,Stop,East
12,10,1,1,1,1,6,9,5,12,14,5,13,10,7,9,7,-1,North,West,East,Stop,East
13,10,1,1,1,1,6,9,4,12,15,5,7,1,8,11,7,-1,North,East,North,Stop,West
14,10,1,1,1,1,6,9,5,12,15,6,7,1,9,11,5,-1,North,West,East,Stop,South
13,10,1,1,1,1,6,9,4,12,16,6,7,1,8,11,7,-1,East,North,South,Stop,South
13,9,1,1,1,1,7,9,4,13,16,5,7,1,6,13,7,-1,East,West,North,Stop,East
13,8,1,1,1,1,8,9,3,13,16,6,7,1,6,15,5,-1,East,South,North,Stop,East
14,8,1,1,1,1,9,9,3,12,16,6,7,1,6,15,4,-1,South,South,South,Stop,East
15,8,1,1,1,1,9,8,3,12,16,5,7,1,6,16,4,-1,East,South,South,Stop,South
16,8,1,1,1,1,10,8,3,11,16,4,7,1,6,16,4,-1,South,West,North,Stop,South
16,7,1,1,1,1,10,7,2,11,16,5,7,1,6,18,2,-1,West,East,South,Stop,South
16,6,1,1,1,1,9,7,3,11,16,4,7,1,8,18,2,-1,West,West,Stop,Stop,East
16,5,1,1,1,1,8,7,2,11,5,1,7,1,10,20,-1,-1,West,West,Stop,Stop,East
17,5,1,1,1,1,7,7,2,11,5,1,7,1,12,21,-1,-1,West,North,Stop,Stop,North
18,5,1,1,0,1,6,7,2,12,5,1,7,1,14,23,-1,-1,East,North,Stop,Stop,North
18,6,1,1,0,1,7,7,2,12,5,1,7,1,12,22,-1,-1,West,North,Stop,Stop,North
18,7,1,1,0,1,6,7,2,12,5,1,7,1,12,21,-1,-1,South,South,Stop,Stop,North
18,8,1,1,0,1,6,6,2,11,5,1,7,1,14,19,-1,-1,South,East,Stop,Stop,West
18,9,1,1,0,1,6,6,3,11,5,1,7,1,15,17,-1,-1,West,North,Stop,Stop,West
17,9,1,1,1,1,5,6,3,12,5,1,7,1,15,17,-1,-1,West,North,Stop,Stop,South
16,9,1,1,1,1,5,6,3,12,5,1,7,1,14,16,-1,-1,West,East,Stop,Stop,South
16,8,1,1,1,1,5,6,4,12,5,1,7,1,13,16,-1,-1,South,South,Stop,Stop,West
16,7,1,1,1,1,5,5,4,11,5,1,7,1,13,16,-1,-1,South,East,Stop,Stop,West
15,7,1,1,1,1,5,5,5,11,5,1,7,1,12,14,-1,-1,East,East,Stop,Stop,West
14,7,1,1,1,1,6,5,5,11,5,1,7,1,10,13,-1,-1,West,North,Stop,Stop,West
13,7,1,1,1,1,5,5,5,12,5,1,7,1,10,13,-1,-1,North,South,Stop,Stop,South
12,7,1,1,1,1,5,6,5,11,5,1,7,1,8,11,-1,-1,South,East,Stop,Stop,West
12,6,1,1,1,1,5,5,6,11,5,1,7,1,8,11,-1,-1,East,East,Stop,Stop,West
11,6,1,1,1,1,6,5,6,11,5,1,7,1,6,10,-1,-1,East,South,Stop,Stop,West
10,6,1,1,1,1,6,5,6,10,5,1,7,1,5,8,-1,-1,East,South,Stop,Stop,West
9,6,1,1,1,1,6,5,6,9,5,1,7,1,4,6,-1,-1,West,West,Stop,Stop,West
8,6,1,1,1,1,5,5,5,9,5,1,7,1,4,6,-1,-1,South,West,Stop,Stop,West
7,6,1,1,1,1,5,4,5,9,5,1,7,1,4,5,-1,-1,East,West,Stop,Stop,West
6,6,1,1,1,1,6,4,5,9,5,1,7,1,2,4,-1,-1,East,West,Stop,Stop,South
5,6,1,1,1,1,6,4,5,9,5,1,7,1,3,3,-1,-1,Stop,South,Stop,Stop,East
5,5,1,1,1,1,6,5,5,8,5,1,7,1,1,3,-1,-1,Stop,East,Stop,Stop,East
6,5,1,1,1,1,1,1,6,8,5,1,7,1,-1,3,-1,-1,Stop,West,Stop,Stop,North
7,5,1,1,1,1,1,1,5,8,5,1,7,1,-1,5,-1,-1,Stop,West,Stop,Stop,North
7,6,1,1,1,1,1,1,4,8,5,1,7,1,-1,5,-1,-1,Stop,West,Stop,Stop,North
7,7,1,1,1,1,1,1,4,8,5,1,7,1,-1,4,-1,-1,Stop,East,Stop,Stop,North
7,8,1,1,1,1,1,1,5,8,5,1,7,1,-1,2,-1,-1,Stop,South,Stop,Stop,North
7,9,1,1,1,1,1,1,5,7,5,1,7,1,-1,4,-1,-1,Stop,East,Stop,Stop,West
7,10,1,1,1,1,1,1,6,7,5,1,7,1,-1,4,-1,-1,Stop,West,Stop,Stop,Stop
6,10,1,1,1,0,1,1,5,7,5,1,7,1,-1,4,-1,-1,Stop,West,Stop,Stop,North
6,10,1,1,1,0,1,1,4,7,5,1,7,1,-1,5,-1,-1,Stop,East,Stop,Stop,North
6,11,1,1,1,1,1,1,5,7,5,1,7,1,-1,5,-1,-1,Stop,South,Stop,Stop,West
6,12,1,1,1,1,1,1,5,6,5,1,7,1,-1,7,-1,-1,Stop,North,Stop,Stop,South
5,12,1,1,1,1,1,1,5,7,5,1,7,1,-1,5,-1,-1,Stop,East,Stop,Stop,Stop
5,11,1,0,1,1,1,1,6,7,5,1,7,1,-1,5,-1,-1,Stop,South,Stop,Stop,West
5,11,1,0,1,1,1,1,6,6,5,1,7,1,-1,6,-1,-1,Stop,South,Stop,Stop,West
4,11,1,0,1,1,1,1,6,6,5,1,7,1,-1,7,-1,-1,Stop,South,Stop,Stop,West
3,11,1,0,1,1,1,1,6,5,5,1,7,1,-1,9,-1,-1,Stop,West,Stop,Stop,West
2,11,1,0,1,1,1,1,5,5,5,1,7,1,-1,9,-1,-1,Stop,West,Stop,Stop,North
1,11,1,0,1,0,1,1,5,5,5,1,7,1,-1,10,-1,-1,Stop,North,Stop,Stop,North
1,12,1,1,1,0,1,1,5,6,5,1,7,1,-1,10,-1,-1,Stop,East,Stop,Stop,North
1,13,1,1,1,0,1,1,6,6,5,1,7,1,-1,12,-1,-1,Stop,East,Stop,Stop,East
1,14,0,1,1,0,1,1,6,6,5,1,7,1,-1,13,-1,-1,Stop,East,Stop,Stop,East
2,14,0,1,1,1,1,1,6,6,5,1,7,1,-1,12,-1,-1,Stop,East,Stop,Stop,East
3,14,0,1,1,1,1,1,6,6,5,1,7,1,-1,11,-1,-1,Stop,West,Stop,Stop,East
4,14,0,1,1,1,1,1,5,6,5,1,7,1,-1,9,-1,-1,Stop,South,Stop,Stop,East
5,14,0,1,1,1,1,1,5,5,5,1,7,1,-1,9,-1,-1,Stop,East,Stop,Stop,South
6,14,0,1,1,1,1,1,6,5,5,1,7,1,-1,9,-1,-1,Stop,East,Stop,Stop,South
6,13,1,1,1,1,1,1,7,5,5,1,7,1,-1,9,-1,-1,Stop,North,Stop,Stop,South
6,12,1,1,1,1,1,1,7,6,5,1,7,1,-1,7,-1,-1,Stop,South,Stop,Stop,South
6,11,1,1,1,1,1,1,7,5,5,1,7,1,-1,7,-1,-1,Stop,West,Stop,Stop,South
6,10,1,1,1,0,1,1,6,5,5,1,7,1,-1,5,-1,-1,Stop,North,Stop,Stop,West
6,9,1,1,1,1,1,1,6,6,5,1,7,1,-1,3,-1,-1,Stop,East,Stop,Stop,West
5,9,0,1,1,1,1,1,7,6,5,1,7,1,-1,5,-1,-1,Stop,North,Stop,Stop,West
4,9,0,1,1,1,1,1,7,7,5,1,7,1,-1,5,-1,-1,Stop,West,Stop,Stop,West
3,9,0,1,1,1,1,1,6,7,5,1,7,1,-1,5,-1,-1,Stop,North,Stop,Stop,West
2,9,0,1,1,1,1,1,6,8,5,1,7,1,-1,5,-1,-1,Stop,West,Stop,Stop,South
1,9,0,1,1,0,1,1,5,8,5,1,7,1,-1,5,-1,-1,Stop,North,Stop,Stop,South
1,8,1,1,1,0,1,1,5,9,5,1,7,1,-1,5,-1,-1,Stop,North,Stop,Stop,South
1,7,1,1,1,0,1,1,5,9,5,1,7,1,-1,6,-1,-1,Stop,West,Stop,Stop,South
1,6,1,1,1,0,1,1,4,9,5,1,7,1,-1,6,-1,-1,Stop,South,Stop,Stop,South
1,5,1,1,1,0,1,1,4,8,5,1,7,1,-1,6,-1,-1,Stop,East,Stop,Stop,East
1,4,1,1,1,0,1,1,5,8,5,1,7,1,-1,8,-1,-1,Stop,East,Stop,Stop,East
2,4,1,1,1,1,1,1,5,8,5,1,7,1,-1,7,-1,-1,Stop,East,Stop,Stop,East
3,4,1,1,1,1,1,1,5,8,5,1,7,1,-1,6,-1,-1,Stop,East,Stop,Stop,South
4,4,1,1,1,1,1,1,6,8,5,1,7,1,-1,6,-1,-1,Stop,West,Stop,Stop,Stop
4,3,1,0,1,1,1,1,5,8,5,1,7,1,-1,6,-1,-1,Stop,West,Stop,Stop,East
4,3,1,0,1,1,1,1,5,8,5,1,7,1,-1,6,-1,-1,Stop,South,Stop,Stop,East
5,3,1,0,1,1,1,1,5,7,5,1,7,1,-1,4,-1,-1,Stop,West,Stop,Stop,East
6,3,1,0,1,1,1,1,4,7,5,1,7,1,-1,6,-1,-1,Stop,South,Stop,Stop,North
7,3,1,0,1,1,1,1,4,6,5,1,7,1,-1,6,-1,-1,Stop,West,Stop,Stop,North
7,4,1,1,1,1,1,1,3,6,5,1,7,1,-1,6,-1,-1,Stop,East,Stop,Stop,North
7,5,1,1,1,1,1,1,4,6,5,1,7,1,-1,4,-1,-1,Stop,South,Stop,Stop,North
7,6,1,1,1,1,1,1,4,5,5,1,7,1,-1,4,-1,-1,Stop,East,Stop,Stop,North
7,7,1,1,1,1,1,1,5,5,5,1,7,1,-1,4,-1,-1,Stop,North,Stop,Stop,West
7,8,1,1,1,1,1,1,5,6,5,1,7,1,-1,4,-1,-1,Stop,East,Stop,Stop,West
6,8,1,1,1,1,1,1,6,6,5,1,7,1,-1,2,-1,-1,Stop,East,Stop,Stop,North
5,8,1,1,1,1,1,1,6,6,5,1,7,1,-1,3,-1,-1,Stop,East,Stop,Stop,Stop
5,9,0,1,1,1,1,1,6,6,5,1,7,1,-1,4,-1,-1,Stop,East,Stop,Stop,West
5,9,0,1,1,1,1,1,7,6,5,1,7,1,-1,5,-1,-1,Stop,South,Stop,Stop,West
4,9,0,1,1,1,1,1,7,5,5,1,7,1,-1,7,-1,-1,Stop,North,Stop,Stop,West
3,9,0,1,1,1,1,1,7,6,5,1,7,1,-1,7,-1,-1,Stop,West,Stop,Stop,West
2,9,0,1,1,1,1,1,6,6,5,1,7,1,-1,7,-1,-1,Stop,South,Stop,Stop,South
1,9,0,1,1,0,1,1,6,5,5,1,7,1,-1,9,-1,-1,Stop,East,Stop,Stop,South
1,8,1,1,1,0,1,1,7,5,5,1,7,1,-1,9,-1,-1,Stop,North,Stop,Stop,South
1,7,1,1,1,0,1,1,7,6,5,1,7,1,-1,7,-1,-1,Stop,South,Stop,Stop,South
1,6,1,1,1,0,1,1,7,5,5,1,7,1,-1,7,-1,-1,Stop,North,Stop,Stop,South
1,5,1,1,1,0,1,1,7,6,5,1,7,1,-1,7,-1,-1,Stop,South,Stop,Stop,South
1,4,1,1,1,0,1,1,7,5,5,1,7,1,-1,7,-1,-1,Stop,North,Stop,Stop,East
1,3,1,0,1,0,1,1,7,6,5,1,7,1,-1,9,-1,-1,Stop,East,Stop,Stop,East
2,3,1,0,1,1,1,1,8,6,5,1,7,1,-1,9,-1,-1,Stop,West,Stop,Stop,East
3,3,1,0,1,1,1,1,7,6,5,1,7,1,-1,7,-1,-1,Stop,West,Stop,Stop,East
4,3,1,0,1,1,1,1,7,6,5,1,7,1,-1,6,-1,-1,Stop,West,Stop,Stop,East
5,3,1,0,1,1,1,1,6,6,5,1,7,1,-1,4,-1,-1,Stop,West,Stop,Stop,East
6,3,1,0,1,1,1,1,6,6,5,1,7,1,-1,3,-1,-1,Stop,West,Stop,Stop,East
7,3,1,0,1,1,1,1,6,6,5,1,7,1,-1,4,-1,-1,Stop,West,Stop,Stop,East
8,3,1,0,1,1,1,1,6,6,5,1,7,1,-1,5,-1,-1,Stop,West,Stop,Stop,East
9,3,1,0,1,1,1,1,5,6,5,1,7,1,-1,7,-1,-1,Stop,East,Stop,Stop,East
10,3,1,0,1,1,1,1,6,6,5,1,7,1,-1,7,-1,-1,Stop,North,Stop,Stop,East
11,3,1,0,1,1,1,1,6,7,5,1,7,1,-1,9,-1,-1,Stop,North,Stop,Stop,East
12,3,1,0,1,1,1,1,6,7,5,1,7,1,-1,10,-1,-1,Stop,West,Stop,Stop,East
13,3,1,0,1,1,1,1,5,7,5,1,7,1,-1,12,-1,-1,Stop,North,Stop,Stop,East
14,3,1,0,1,1,1,1,5,8,5,1,7,1,-1,14,-1,-1,Stop,East,Stop,Stop,East
15,3,1,0,1,1,1,1,6,8,5,1,7,1,-1,14,-1,-1,Stop,North,Stop,Stop,East
16,3,1,0,1,1,1,1,6,9,5,1,7,1,-1,16,-1,-1,Stop,North,Stop,Stop,East
17,3,1,0,1,1,1,1,6,10,5,1,7,1,-1,18,-1,-1,Stop,South,Stop,Stop,Stop
18,3,1,0,0,1,1,1,6,9,5,1,7,1,-1,18,-1,-1,Stop,West,Stop,Stop,Stop
18,3,1,0,0,1,1,1,5,9,5,1,7,1,-1,19,-1,-1,Stop,East,Stop,Stop,Stop
18,3,1,0,0,1,1,1,6,9,5,1,7,1,-1,18,-1,-1,Stop,North,Stop,Stop,Stop
18,3,1,0,0,1,1,1,6,10,5,1,7,1,-1,19,-1,-1,Stop,North,Stop,Stop,North
18,3,1,0,0,1,1,1,6,10,5,1,7,1,-1,19,-1,-1,Stop,North,Stop,Stop,North
18,4,1,1,0,1,1,1,6,11,5,1,7,1,-1,19,-1,-1,Stop,West,Stop,Stop,North
18,5,1,1,0,1,1,1,5,11,5,1,7,1,-1,19,-1,-1,Stop,West,Stop,Stop,West
18,6,1,1,0,1,1,1,5,11,5,1,7,1,-1,18,-1,-1,Stop,West,Stop,Stop,West
17,6,1,1,1,1,1,1,4,11,5,1,7,1,-1,18,-1,-1,Stop,West,Stop,Stop,West
16,6,1,1,1,1,1,1,4,11,5,1,7,1,-1,17,-1,-1,Stop,West,Stop,Stop,North
15,6,1,1,1,1,1,1,3,11,5,1,7,1,-1,17,-1,-1,Stop,West,Stop,Stop,North
15,7,1,1,1,1,1,1,3,11,5,1,7,1,-1,16,-1,-1,Stop,West,Stop,Stop,North
15,8,1,1,1,1,1,1,3,11,5,1,7,1,-1,15,-1,-1,Stop,West,Stop,Stop,North
15,9,1,1,1,1,1,1,2,11,5,1,7,1,-1,15,-1,-1,Stop,East,Stop,Stop,North
15,10,1,1,1,1,1,1,3,11,5,1,7,1,-1,13,-1,-1,Stop,West,Stop,Stop,North
15,11,1,1,1,1,1,1,2,11,5,1,7,1,-1,13,-1,-1,Stop,West,Stop,Stop,North
15,12,1,1,1,1,1,1,1,11,5,1,7,1,-1,15,-1,-1,Stop,West,Stop,Stop,North
15,13,1,1,1,1,1,1,1,11,5,1,7,1,-1,16,-1,-1,Stop,North,Stop,Stop,Stop
15,14,0,1,1,1,1,1,1,12,5,1,7,1,-1,16,-1,-1,Stop,South,Stop,Stop,West
15,14,0,1,1,1,1,1,1,11,5,1,7,1,-1,17,-1,-1,Stop,North,Stop,Stop,West
14,14,0,1,1,1,1,1,1,12,5,1,7,1,-1,15,-1,-1,Stop,North,Stop,Stop,West
13,14,0,1,1,1,1,1,1,12,5,1,7,1,-1,14,-1,-1,Stop,North,Stop,Stop,West
12,14,0,1,1,1,1,1,1,13,5,1,7,1,-1,12,-1,-1,Stop,North,Stop,Stop,West
11,14,0,1,1,1,1,1,1,13,5,1,7,1,-1,11,-1,-1,Stop,South,Stop,Stop,West
10,14,0,1,1,1,1,1,1,12,5,1,7,1,-1,11,-1,-1,Stop,North,Stop,Stop,West
9,14,0,1,1,1,1,1,1,13,5,1,7,1,-1,9,-1,-1,Stop,North,Stop,Stop,East
8,14,0,1,1,1,1,1,1,13,5,1,7,1,-1,8,-1,-1,Stop,North,Stop,Stop,East
9,14,0,1,1,1,1,1,1,14,5,1,7,1,-1,8,-1,-1,Stop,North,Stop,Stop,South
10,14,0,1,1,1,1,1,1,14,5,1,7,1,-1,9,-1,-1,Stop,East,Stop,Stop,South
10,13,1,1,1,1,1,1,2,14,5,1,7,1,-1,9,-1,-1,Stop,East,Stop,Stop,South
10,12,1,1,1,1,1,1,2,14,5,1,7,1,-1,10,-1,-1,Stop,East,Stop,Stop,West
10,11,1,1,1,1,1,1,3,14,5,1,7,1,-1,10,-1,-1,Stop,East,Stop,Stop,West
9,11,1,1,1,1,1,1,4,14,5,1,7,1,-1,8,-1,-1,Stop,South,Stop,Stop,South
8,11,1,1,1,1,1,1,4,13,5,1,7,1,-1,6,-1,-1,Stop,West,Stop,Stop,South
8,10,1,1,1,1,1,1,3,13,5,1,7,1,-1,8,-1,-1,Stop,South,Stop,Stop,West
8,9,1,1,1,1,1,1,3,12,5,1,7,1,-1,8,-1,-1,Stop,North,Stop,Stop,West
7,9,1,1,1,1,1,1,3,13,5,1,7,1,-1,8,-1,-1,Stop,North,Stop,Stop,West
6,9,1,1,1,1,1,1,3,13,5,1,7,1,-1,7,-1,-1,Stop,West,Stop,Stop,West
5,9,0,1,1,1,1,1,2,13,5,1,7,1,-1,7,-1,-1,Stop,South,Stop,Stop,West
4,9,0,1,1,1,1,1,2,12,5,1,7,1,-1,5,-1,-1,Stop,South,Stop,Stop,West
3,9,0,1,1,1,1,1,2,11,5,1,7,1,-1,3,-1,-1,Stop,East,Stop,Stop,West
2,9,0,1,1,1,1,1,3,11,5,1,7,1,-1,3,-1,-1,Stop,North,Stop,Stop,Stop
1,9,0,1,1,0,1,1,3,12,5,1,7,1,-1,5,-1,-1,Stop,South,Stop,Stop,South
1,9,0,1,1,0,1,1,3,11,5,1,7,1,-1,4,-1,-1,Stop,East,Stop,Stop,South
1,8,1,1,1,0,1,1,4,11,5,1,7,1,-1,6,-1,-1,Stop,West,Stop,Stop,East
1,7,1,1,1,0,1,1,3,11,5,1,7,1,-1,6,-1,-1,Stop,West,Stop,Stop,East
2,7,1,1,1,1,1,1,2,11,5,1,7,1,-1,4,-1,-1,Stop,North,Stop,Stop,East
3,7,1,1,1,1,1,1,2,12,5,1,7,1,-1,6,-1,-1,Stop,North,Stop,Stop,East
4,7,1,1,1,1,1,1,2,13,5,1,7,1,-1,8,-1,-1,Stop,South,Stop,Stop,East
5,7,1,1,1,1,1,1,2,12,5,1,7,1,-1,8,-1,-1,Stop,West,Stop,Stop,North
6,7,1,1,1,1,1,1,1,12,5,1,7,1,-1,10,-1,-1,Stop,East,Stop,Stop,North
6,8,1,1,1,1,1,1,2,12,5,1,7,1,-1,8,-1,-1,Stop,East,Stop,Stop,North
6,9,1,1,1,1,1,1,3,12,5,1,7,1,-1,6,-1,-1,Stop,East,Stop,Stop,North
6,10,1,1,1,0,1,1,4,12,5,1,7,1,-1,4,-1,-1,Stop,North,Stop,Stop,East
6,11,1,1,1,1,1,1,4,13,5,1,7,1,-1,4,-1,-1,Stop,East,Stop,Stop,East
7,11,1,1,1,1,1,1,5,13,5,1,7,1,-1,4,-1,-1,Stop,West,Stop,Stop,North
8,11,1,1,1,1,1,1,4,13,5,1,7,1,-1,6,-1,-1,Stop,South,Stop,Stop,North
8,12,1,1,1,1,1,1,4,12,5,1,7,1,-1,4,-1,-1,Stop,South,Stop,Stop,North
8,13,1,1,1,1,1,1,4,11,5,1,7,1,-1,6,-1,-1,Stop,West,Stop,Stop,Stop
8,14,0,1,1,1,1,1,3,11,5,1,7,1,-1,8,-1,-1,Stop,North,Stop,Stop,Stop
8,14,0,1,1,1,1,1,3,12,5,1,7,1,-1,7,-1,-1,Stop,North,Stop,Stop,West
8,14,0,1,1,1,1,1,3,12,5,1,7,1,-1,7,-1,-1,Stop,North,Stop,Stop,West
7,14,0,1,1,1,1,1,3,12,5,1,7,1,-1,6,-1,-1,Stop,East,Stop,Stop,West
6,14,0,1,1,1,1,1,4,12,5,1,7,1,-1,4,-1,-1,Stop,North,Stop,Stop,West
12,10,1,1,1,1,5,6,5,12,13,6,13,12,11,9,5,3,East,East,South,West,East
12,10,1,1,1,1,6,6,6,12,13,5,13,12,10,8,6,2,East,North,West,West,East
13,10,1,1,1,1,7,6,6,13,12,5,12,12,10,10,6,4,West,West,West,East,East
14,10,1,1,1,1,6,6,5,13,12,5,11,12,12,12,7,4,West,West,West,South,North
15,10,1,1,1,1,6,6,5,13,11,5,12,12,13,13,9,4,West,North,South,West,North
15,11,1,1,1,1,5,6,5,14,11,4,12,11,15,13,11,4,East,South,South,South,North
15,12,1,1,1,1,6,6,5,13,11,3,11,11,15,11,13,6,South,North,South,West,West
15,13,1,1,1,1,6,5,5,14,11,3,11,10,17,11,14,8,West,South,South,West,West
14,13,1,1,1,1,5,5,5,13,11,3,10,10,17,9,13,8,East,South,South,West,West
13,13,1,1,1,1,6,5,5,12,11,3,9,10,15,9,12,7,North,West,West,South,West
12,13,1,1,1,1,6,6,4,12,10,3,9,10,13,9,12,7,North,North,East,South,West
11,13,1,1,1,1,6,6,4,13,11,3,9,9,12,7,10,7,North,North,West,South,South
10,13,1,1,1,1,6,7,4,13,10,3,9,8,10,6,10,6,South,North,East,North,South
10,12,1,1,1,1,6,6,4,14,11,3,9,8,10,8,10,4,North,North,East,West,South
10,11,1,1,1,1,6,7,4,14,11,3,9,9,8,9,9,4,North,West,North,West,South
10,10,1,1,1,1,6,8,3,14,11,4,8,9,6,11,7,3,West,East,East,West,South
10,9,1,1,1,1,5,8,4,14,12,4,8,9,6,11,7,3,East,West,North,North,South
10,8,1,1,1,1,6,8,3,14,12,5,7,9,4,13,5,5,North,West,North,South,South
10,7,1,1,1,1,6,9,3,14,12,5,7,10,6,14,4,5,South,West,East,South,South
10,6,1,1,1,1,6,8,2,14,13,5,7,9,6,16,4,6,North,East,East,North,West
