@relation alpha_training_tutorial1.arff-weka.filters.unsupervised.attribute.Remove-R23-26

@attribute PacX numeric
@attribute PacY numeric
@attribute LegalNorth {1,0}
@attribute LegalSouth {1,0}
@attribute LegalEast {1,0}
@attribute LegalWest {1,0}
@attribute Gosth1x numeric
@attribute Gosth1y numeric
@attribute Gosth2x numeric
@attribute Gosth2y numeric
@attribute Gosth3x numeric
@attribute Gosth3y numeric
@attribute Gosth4x numeric
@attribute Gosth4y numeric
@attribute DistGosth1 numeric
@attribute DistGosth2 numeric
@attribute DistGosth3 numeric
@attribute DistGosth4 numeric
@attribute GhostDir1 {North,South,East,West,Stop}
@attribute GhostDir2 {North,South,East,West,Stop}
@attribute GhostDir3 {North,South,East,West,Stop}
@attribute GhostDir4 {North,South,East,West,Stop}
@attribute Direction {North,South,East,West,Stop}

@data
17,8,0,0,1,1,11,15,11,17,8,16,16,15,13,15,17,9,West,West,South,West,West
16,8,0,0,1,1,10,15,10,17,8,15,15,15,13,15,15,9,East,West,North,West,West
15,8,1,0,1,1,11,15,9,17,8,16,14,15,11,15,15,8,West,West,South,West,West
14,8,0,0,1,1,10,15,8,17,8,15,14,15,11,15,13,7,West,East,North,West,West
13,8,0,0,1,1,10,15,9,17,8,16,14,15,10,13,13,8,West,West,South,East,West
12,8,1,0,1,1,10,15,8,17,8,15,14,15,9,13,11,10,East,West,North,East,West
11,8,0,0,1,1,11,15,8,17,8,16,15,15,7,12,11,11,East,West,South,East,West
10,8,0,0,1,1,12,15,8,17,8,15,15,15,9,11,9,12,East,West,North,East,West
9,8,0,1,1,1,13,15,8,17,8,16,15,15,11,10,9,14,West,West,North,West,West
8,8,0,0,1,1,12,15,8,17,8,16,16,15,11,9,8,14,West,East,South,West,West
7,8,0,0,1,1,11,15,9,17,8,15,15,15,11,11,8,14,West,East,South,West,North
6,8,1,1,1,0,11,15,9,17,8,15,14,15,12,12,9,15,West,West,South,East,North
6,9,1,1,0,0,11,15,8,17,8,14,14,15,11,10,7,15,East,West,South,East,North
6,10,1,1,0,0,12,15,8,17,8,13,15,15,11,9,5,15,East,West,South,East,East
6,11,1,1,1,1,12,15,8,17,8,13,16,15,10,8,4,14,East,West,East,West,East
7,11,0,0,1,1,12,15,8,17,9,13,16,15,9,7,4,12,East,South,East,West,North
8,11,1,0,1,1,12,15,8,16,10,13,15,15,8,5,4,10,West,North,East,West,North
8,12,1,1,0,0,11,15,8,17,10,13,14,15,6,5,3,9,East,South,East,West,North
8,13,1,1,1,0,12,15,8,16,10,13,14,15,6,3,2,7,West,South,East,West,North
8,14,1,1,0,0,11,15,8,16,10,13,13,15,4,2,3,6,West,North,East,East,North
8,15,1,1,0,1,11,15,8,17,11,13,13,15,3,2,5,6,West,Stop,East,East,South
8,16,1,1,0,0,11,15,3,1,11,13,14,15,4,-1,6,7,West,Stop,West,East,South
8,15,1,1,0,1,10,15,3,1,10,13,14,15,2,-1,4,7,East,Stop,West,East,South
8,14,1,1,0,0,11,15,3,1,9,13,15,15,4,-1,2,9,East,Stop,Stop,East,East
8,13,1,1,1,0,11,15,3,1,9,13,16,15,5,-1,1,10,East,Stop,Stop,East,East
9,13,0,0,1,1,12,15,3,1,5,1,16,15,5,-1,-1,9,West,Stop,Stop,West,East
10,13,0,0,1,1,11,15,3,1,5,1,16,15,3,-1,-1,7,West,Stop,Stop,West,West
11,13,0,0,1,1,11,15,3,1,5,1,15,15,2,-1,-1,6,West,Stop,Stop,West,West
10,13,0,0,1,1,10,15,3,1,5,1,15,15,2,-1,-1,6,East,Stop,Stop,West,West
9,13,0,0,1,1,11,15,3,1,5,1,14,15,4,-1,-1,7,East,Stop,Stop,West,South
8,13,1,1,1,0,12,15,3,1,5,1,14,15,6,-1,-1,7,West,Stop,Stop,North,South
8,12,1,1,0,0,11,15,3,1,5,1,13,15,6,-1,-1,9,East,Stop,Stop,North,West
8,11,1,0,1,1,12,15,3,1,5,1,13,16,8,-1,-1,10,East,Stop,Stop,North,West
7,11,0,0,1,1,13,15,3,1,5,1,13,16,10,-1,-1,11,East,Stop,Stop,South,North
6,11,1,1,1,1,13,15,3,1,5,1,13,16,11,-1,-1,11,East,Stop,Stop,North,North
6,12,1,1,0,0,13,15,3,1,5,1,13,15,10,-1,-1,11,East,Stop,Stop,East,North
6,13,1,1,0,0,14,15,3,1,5,1,13,16,10,-1,-1,11,North,Stop,Stop,West,North
6,14,1,1,0,0,14,16,3,1,5,1,14,16,10,-1,-1,9,West,Stop,Stop,East,East
6,15,1,1,1,1,13,16,3,1,5,1,13,16,8,-1,-1,9,West,Stop,Stop,East,East
7,15,0,0,1,1,13,16,3,1,5,1,14,16,7,-1,-1,8,South,Stop,Stop,South,South
8,15,1,1,0,1,13,15,3,1,5,1,14,16,5,-1,-1,6,West,Stop,Stop,South,South
8,14,1,1,0,0,12,15,3,1,5,1,14,15,5,-1,-1,7,East,Stop,Stop,North,East
8,13,1,1,1,0,13,15,3,1,5,1,14,15,7,-1,-1,9,West,Stop,Stop,South,East
9,13,0,0,1,1,12,15,3,1,5,1,14,16,5,-1,-1,7,West,Stop,Stop,North,East
10,13,0,0,1,1,11,15,3,1,5,1,14,15,3,-1,-1,7,East,Stop,Stop,North,East
11,13,0,0,1,1,12,15,3,1,5,1,14,16,3,-1,-1,7,West,Stop,Stop,East,West
12,13,0,0,1,1,11,15,3,1,5,1,14,17,3,-1,-1,7,West,Stop,Stop,East,West
11,13,0,0,1,1,10,15,3,1,5,1,15,17,3,-1,-1,8,West,Stop,Stop,East,West
10,13,0,0,1,1,10,15,3,1,5,1,15,17,2,-1,-1,10,East,Stop,Stop,East,West
9,13,0,0,1,1,11,15,3,1,5,1,16,17,4,-1,-1,11,East,Stop,Stop,East,North
8,13,1,1,1,0,11,15,3,1,5,1,16,17,5,-1,-1,12,East,Stop,Stop,East,North
8,14,1,1,0,0,11,15,3,1,5,1,16,17,4,-1,-1,12,East,Stop,Stop,East,West
8,15,1,1,0,1,11,15,3,1,5,1,17,17,3,-1,-1,11,East,Stop,Stop,East,West
7,15,0,0,1,1,12,15,3,1,5,1,17,17,5,-1,-1,13,East,Stop,Stop,East,South
6,15,1,1,1,1,13,15,3,1,5,1,18,17,7,-1,-1,14,West,Stop,Stop,East,South
6,14,1,1,0,0,12,15,3,1,5,1,18,17,7,-1,-1,15,West,Stop,Stop,West,North
6,13,1,1,0,0,12,15,3,1,5,1,18,17,8,-1,-1,15,West,Stop,Stop,East,North
6,14,1,1,0,0,11,15,3,1,5,1,17,17,6,-1,-1,15,West,Stop,Stop,East,East
6,15,1,1,1,1,11,15,3,1,5,1,18,17,5,-1,-1,14,East,Stop,Stop,East,East
7,15,0,0,1,1,12,15,3,1,5,1,18,17,5,-1,-1,13,East,Stop,Stop,East,North
8,15,1,1,0,1,12,15,3,1,5,1,18,17,4,-1,-1,12,East,Stop,Stop,West,North
8,16,1,1,0,0,12,15,3,1,5,1,18,17,5,-1,-1,10,East,Stop,Stop,East,East
8,17,0,1,1,0,12,15,3,1,5,1,17,17,6,-1,-1,10,East,Stop,Stop,West,East
9,17,0,0,1,1,13,15,3,1,5,1,18,17,6,-1,-1,8,North,Stop,Stop,West,East
10,17,0,0,1,1,13,16,3,1,5,1,17,17,4,-1,-1,6,South,Stop,Stop,West,East
11,17,0,0,1,1,13,15,3,1,5,1,16,17,4,-1,-1,5,North,Stop,Stop,East,East
12,17,1,0,1,1,13,16,3,1,5,1,16,17,2,-1,-1,5,South,Stop,Stop,West,South
13,17,0,1,1,1,13,15,3,1,5,1,17,17,2,-1,-1,3,Stop,Stop,Stop,West,East
13,16,1,1,1,0,1,1,3,1,5,1,16,17,-1,-1,-1,3,Stop,Stop,Stop,Stop,North
14,3,0,0,1,1,10,15,13,15,14,15,17,15,16,13,12,15,East,West,West,West,West
13,3,0,0,1,1,11,15,12,15,13,15,17,15,14,13,12,15,East,West,West,West,North
12,3,1,0,1,1,12,15,12,15,12,15,16,15,12,12,12,15,East,East,West,West,North
12,4,1,1,0,0,13,15,13,15,11,15,15,15,12,12,12,13,East,North,West,East,West
12,5,0,1,0,1,14,15,13,16,11,15,14,15,12,12,11,13,East,South,West,West,West
11,5,0,0,1,1,14,15,13,15,10,15,15,15,13,12,11,13,East,North,East,East,East
10,5,0,0,1,1,15,15,13,16,11,15,14,15,15,14,11,15,East,South,West,East,West
11,5,0,0,1,1,15,15,13,15,10,15,15,15,14,12,11,15,East,West,West,East,West
10,5,0,0,1,1,16,15,12,15,10,15,16,15,16,12,10,16,East,West,West,East,North
9,5,1,0,1,0,16,15,12,15,10,15,16,15,17,13,11,17,East,West,East,East,North
9,6,1,1,0,0,17,15,12,15,11,15,16,15,17,12,11,17,East,West,East,East,North
9,7,1,1,0,0,17,15,11,15,11,15,17,15,16,10,10,16,East,West,West,East,East
9,8,0,1,1,1,17,15,11,15,10,15,17,15,15,9,8,15,West,West,East,West,East
10,8,0,0,1,1,16,15,11,15,11,15,17,15,13,8,8,13,West,West,East,West,East
11,8,0,0,1,1,15,15,10,15,12,15,16,15,11,8,8,12,West,West,East,West,East
12,8,1,0,1,1,14,15,10,15,13,15,16,15,9,9,8,10,East,West,West,West,West
13,8,0,0,1,1,15,15,10,15,12,15,15,15,9,10,8,8,East,West,West,West,North
12,8,1,0,1,1,16,15,10,15,12,15,14,15,11,9,7,8,East,West,West,West,North
12,9,1,1,0,0,16,15,10,15,12,15,13,15,10,8,6,7,East,West,West,West,North
12,10,1,1,0,0,16,15,10,15,12,15,13,15,9,7,5,5,West,West,West,West,West
12,11,0,1,0,1,15,15,10,15,11,15,12,15,7,6,5,4,East,East,West,West,West
11,11,0,0,1,1,16,15,11,15,11,15,12,15,9,4,4,4,East,East,West,East,West
10,11,0,0,1,1,17,15,11,15,10,15,11,15,11,5,4,6,West,East,East,West,West
9,11,0,0,1,1,16,15,12,15,11,15,12,15,11,7,6,6,West,West,East,West,West
8,11,1,0,1,1,16,15,11,15,11,15,11,15,12,7,7,7,West,West,East,East,West
7,11,0,0,1,1,16,15,11,15,12,15,11,15,13,8,9,9,West,West,East,East,North
6,11,1,1,1,1,15,15,11,15,13,15,12,15,13,9,11,11,West,West,West,West,North
6,12,1,1,0,0,14,15,10,15,12,15,13,15,11,7,9,9,North,East,West,West,North
6,13,1,1,0,0,14,16,11,15,12,15,12,15,11,7,8,8,South,East,West,West,North
6,14,1,1,0,0,14,15,12,15,11,15,12,15,9,7,6,6,North,East,East,West,East
6,15,1,1,1,1,14,16,13,15,12,15,11,15,9,7,6,4,North,East,West,East,East
7,15,0,0,1,1,14,16,14,15,11,15,10,15,8,7,4,4,North,East,West,East,North
8,15,1,1,0,1,14,17,14,15,11,15,11,15,8,6,3,3,North,North,East,East,North
8,16,1,1,0,0,14,17,14,16,12,15,11,15,7,6,5,4,North,South,East,East,East
8,17,0,1,1,0,14,17,14,15,13,15,11,15,6,8,7,5,North,South,West,East,East
9,17,0,0,1,1,14,17,14,15,12,15,11,15,5,7,5,4,North,East,East,West,East
10,17,0,0,1,1,14,17,15,15,13,15,11,15,4,7,5,2,South,East,East,West,East
11,17,0,0,1,1,14,16,16,15,14,15,10,15,4,7,5,3,South,East,East,East,East
12,17,1,0,1,1,14,16,16,15,14,15,10,15,3,6,4,3,Stop,West,East,East,East
13,17,0,1,1,1,14,17,15,15,14,15,11,15,1,4,3,3,Stop,West,Stop,West,South
14,17,0,1,1,1,1,1,14,15,14,16,12,15,-1,2,1,5,Stop,Stop,Stop,West,West
14,16,1,1,0,1,1,1,3,1,5,1,11,15,-1,-1,-1,5,Stop,Stop,Stop,East,South
13,16,1,1,1,0,1,1,3,1,5,1,10,15,-1,-1,-1,3,Stop,Stop,Stop,Stop,West
14,3,0,0,1,1,10,15,13,15,14,15,17,15,16,13,12,15,Stop,East,Stop,West,East
13,3,0,0,1,1,10,15,14,15,14,15,17,15,15,13,13,15,East,East,North,East,East
14,3,0,0,1,1,11,15,15,15,14,16,16,15,15,13,13,15,East,East,West,West,North
15,3,1,0,1,1,11,15,15,15,13,16,17,15,16,12,15,13,West,East,North,East,North
15,4,1,1,0,0,10,15,16,15,13,17,16,15,16,12,15,13,West,East,South,East,East
15,5,0,1,1,0,10,15,16,15,13,16,17,15,15,11,13,12,East,East,East,East,East
16,5,0,0,1,1,11,15,16,15,14,16,17,15,15,10,13,11,East,West,West,East,East
17,5,0,0,1,1,12,15,15,15,13,16,17,15,15,12,15,10,West,West,South,West,North
18,5,1,0,0,1,11,15,14,15,13,15,17,15,17,14,15,12,West,North,South,East,North
18,6,1,1,0,0,10,15,14,16,13,15,16,15,17,14,14,10,West,North,East,West,North
18,7,1,1,0,0,10,15,14,17,14,15,17,15,16,14,12,10,East,West,West,West,West
18,8,0,1,1,1,11,15,13,17,13,15,16,15,14,14,12,9,East,West,West,East,West
17,8,0,0,1,1,11,15,13,17,12,15,16,15,13,13,12,7,West,South,West,East,West
16,8,0,0,1,1,10,15,13,16,11,15,17,15,13,11,12,8,East,East,West,West,West
15,8,1,0,1,1,11,15,14,16,11,15,17,15,11,9,11,8,East,North,West,West,West
14,8,0,0,1,1,11,15,14,17,11,15,16,15,10,9,10,9,East,North,East,East,West
13,8,0,0,1,1,11,15,14,17,12,15,16,15,9,10,8,11,East,West,East,East,North
12,8,1,0,1,1,12,15,13,17,12,15,17,15,7,10,7,12,West,East,East,West,North
12,9,1,1,0,0,11,15,14,17,13,15,17,15,7,10,7,10,East,East,West,West,North
12,10,1,1,0,0,12,15,15,17,12,15,16,15,5,10,5,8,East,East,West,East,West
12,11,0,1,0,1,12,15,16,17,12,15,15,15,4,10,4,8,East,West,West,West,West
11,11,0,0,1,1,12,15,15,17,11,15,16,15,5,10,4,8,East,West,West,West,West
10,11,0,0,1,1,12,15,14,17,10,15,15,15,6,10,4,9,East,South,West,West,West
9,11,0,0,1,1,12,15,14,16,10,15,15,15,7,10,5,9,West,South,East,East,North
8,11,1,0,1,1,11,15,14,15,11,15,14,15,7,10,7,11,West,South,West,East,North
8,12,1,1,0,0,10,15,14,15,10,15,15,15,5,9,5,11,East,West,West,West,East
8,13,1,1,1,0,11,15,13,15,10,15,16,15,5,7,4,9,East,East,West,West,East
9,13,0,0,1,1,11,15,14,15,10,15,15,15,4,7,3,8,West,North,East,West,East
10,13,0,0,1,1,10,15,14,16,11,15,15,15,2,7,3,6,East,North,East,West,East
11,13,0,0,1,1,11,15,14,16,11,15,14,15,2,6,2,4,East,North,East,North,East
12,13,0,0,1,1,11,15,14,17,11,15,13,15,3,6,3,4,East,South,West,South,East
13,13,0,0,1,1,12,15,14,16,10,15,13,16,3,4,5,2,East,South,East,South,West
14,13,0,0,1,1,13,15,14,15,11,15,13,15,3,2,5,3,North,West,East,North,West
13,13,0,0,1,1,13,16,13,15,11,15,13,15,3,2,4,3,South,East,East,North,West
12,13,0,0,1,1,13,15,14,15,12,15,13,16,3,4,2,5,North,East,East,West,West
11,13,0,0,1,1,13,16,14,15,12,15,13,17,5,5,3,5,East,West,East,North,West
10,13,0,0,1,1,14,16,13,15,13,15,12,17,7,5,5,7,West,West,West,North,West
9,13,0,0,1,1,13,16,13,15,12,15,12,18,7,6,5,9,North,East,West,North,North
8,13,1,1,1,0,13,17,14,15,11,15,12,19,9,8,5,11,South,North,West,North,North
8,14,1,1,0,0,13,16,14,16,11,15,12,20,7,8,4,10,East,North,East,West,North
8,15,1,1,0,1,14,16,14,17,12,15,12,20,7,8,4,8,South,East,East,West,North
8,16,1,1,0,0,14,15,15,17,13,15,11,20,7,8,6,6,East,North,East,West,East
8,17,0,1,1,0,15,15,15,18,13,15,10,20,9,8,7,4,East,North,East,North,East
9,17,0,0,1,1,16,15,15,18,14,15,9,20,9,7,7,4,East,South,East,North,East
10,17,0,0,1,1,16,15,15,17,15,15,9,21,8,5,7,6,East,North,West,South,East
11,17,0,0,1,1,16,15,15,18,14,15,9,22,7,5,5,6,West,North,West,South,East
12,17,1,0,1,1,15,15,15,19,13,15,9,21,5,5,3,7,West,South,North,North,East
13,17,0,1,1,1,14,15,15,18,13,16,9,21,3,3,1,9,North,South,East,North,East
14,17,0,1,1,1,14,16,15,18,14,16,9,22,1,2,1,11,West,Stop,Stop,West,West
15,17,1,0,1,1,13,16,3,1,14,17,9,23,3,-1,1,13,South,Stop,Stop,East,West
14,17,0,1,1,1,13,15,3,1,5,1,8,23,3,-1,-1,11,South,Stop,Stop,South,South
13,17,0,1,1,1,13,15,3,1,5,1,9,23,2,-1,-1,9,East,Stop,Stop,South,East
13,16,1,1,1,0,14,15,3,1,5,1,9,22,2,-1,-1,10,Stop,Stop,Stop,South,South
14,16,1,1,0,1,14,15,3,1,5,1,9,22,1,-1,-1,10,Stop,Stop,Stop,South,West
14,15,1,0,1,1,1,1,3,1,5,1,9,21,-1,-1,-1,11,Stop,Stop,Stop,South,West
13,15,1,0,1,1,1,1,3,1,5,1,9,21,-1,-1,-1,9,Stop,Stop,Stop,South,West
12,15,0,0,1,1,1,1,3,1,5,1,9,20,-1,-1,-1,8,Stop,Stop,Stop,East,West
11,15,0,0,1,1,1,1,3,1,5,1,9,20,-1,-1,-1,6,Stop,Stop,Stop,West,East
10,15,0,0,1,0,1,1,3,1,5,1,10,20,-1,-1,-1,6,Stop,Stop,Stop,North,East
11,15,0,0,1,1,1,1,3,1,5,1,9,20,-1,-1,-1,8,Stop,Stop,Stop,North,East
12,15,0,0,1,1,1,1,3,1,5,1,9,21,-1,-1,-1,9,Stop,Stop,Stop,North,North
13,15,1,0,1,1,1,1,3,1,5,1,9,21,-1,-1,-1,10,Stop,Stop,Stop,North,North
13,16,1,1,1,0,1,1,3,1,5,1,9,21,-1,-1,-1,9,Stop,Stop,Stop,North,West
13,17,0,1,1,1,1,1,3,1,5,1,9,21,-1,-1,-1,9,Stop,Stop,Stop,North,West
12,17,1,0,1,1,1,1,3,1,5,1,9,22,-1,-1,-1,9,Stop,Stop,Stop,North,West
11,17,0,0,1,1,1,1,3,1,5,1,9,23,-1,-1,-1,8,Stop,Stop,Stop,North,West
10,17,0,0,1,1,1,1,3,1,5,1,9,23,-1,-1,-1,7,Stop,Stop,Stop,East,West
9,17,0,0,1,1,1,1,3,1,5,1,9,23,-1,-1,-1,7,Stop,Stop,Stop,West,South
8,17,0,1,1,0,1,1,3,1,5,1,10,23,-1,-1,-1,7,Stop,Stop,Stop,South,South
8,16,1,1,0,0,1,1,3,1,5,1,9,23,-1,-1,-1,7,Stop,Stop,Stop,South,West
8,15,1,1,0,1,1,1,3,1,5,1,9,22,-1,-1,-1,7,Stop,Stop,Stop,South,West
7,15,0,0,1,1,1,1,3,1,5,1,9,21,-1,-1,-1,8,Stop,Stop,Stop,South,North
6,15,1,1,1,1,1,1,3,1,5,1,9,21,-1,-1,-1,8,Stop,Stop,Stop,East,North
6,16,1,1,0,0,1,1,3,1,5,1,9,20,-1,-1,-1,8,Stop,Stop,Stop,West,North
6,17,1,1,0,0,1,1,3,1,5,1,10,20,-1,-1,-1,6,Stop,Stop,Stop,West,North
6,18,1,1,0,0,1,1,3,1,5,1,9,20,-1,-1,-1,5,Stop,Stop,Stop,West,North
6,19,1,1,0,0,1,1,3,1,5,1,9,20,-1,-1,-1,4,Stop,Stop,Stop,West,South
6,20,1,1,0,1,1,1,3,1,5,1,9,20,-1,-1,-1,3,Stop,Stop,Stop,North,South
6,19,1,1,0,0,1,1,3,1,5,1,9,20,-1,-1,-1,5,Stop,Stop,Stop,North,South
6,18,1,1,0,0,1,1,3,1,5,1,9,21,-1,-1,-1,7,Stop,Stop,Stop,South,South
6,17,1,1,0,0,1,1,3,1,5,1,9,22,-1,-1,-1,7,Stop,Stop,Stop,North,South
6,16,1,1,0,0,1,1,3,1,5,1,9,21,-1,-1,-1,9,Stop,Stop,Stop,South,East
6,15,1,1,1,1,1,1,3,1,5,1,9,22,-1,-1,-1,9,Stop,Stop,Stop,South,East
7,15,0,0,1,1,1,1,3,1,5,1,9,21,-1,-1,-1,7,Stop,Stop,Stop,East,North
8,15,1,1,0,1,1,1,3,1,5,1,9,20,-1,-1,-1,7,Stop,Stop,Stop,West,North
8,16,1,1,0,0,1,1,3,1,5,1,10,20,-1,-1,-1,5,Stop,Stop,Stop,West,East
8,17,0,1,1,0,1,1,3,1,5,1,9,20,-1,-1,-1,4,Stop,Stop,Stop,North,East
9,17,0,0,1,1,1,1,3,1,5,1,9,20,-1,-1,-1,4,Stop,Stop,Stop,North,East
10,17,0,0,1,1,1,1,3,1,5,1,9,21,-1,-1,-1,5,Stop,Stop,Stop,North,East
11,17,0,0,1,1,1,1,3,1,5,1,9,21,-1,-1,-1,7,Stop,Stop,Stop,North,North
12,17,1,0,1,1,1,1,3,1,5,1,9,22,-1,-1,-1,8,Stop,Stop,Stop,South,North
12,18,1,1,0,0,1,1,3,1,5,1,9,22,-1,-1,-1,6,Stop,Stop,Stop,North,North
12,19,1,1,0,0,1,1,3,1,5,1,9,21,-1,-1,-1,6,Stop,Stop,Stop,South,West
12,20,0,1,0,1,1,1,3,1,5,1,9,22,-1,-1,-1,4,Stop,Stop,Stop,South,West
11,20,0,0,1,1,1,1,3,1,5,1,9,21,-1,-1,-1,3,Stop,Stop,Stop,South,West
10,20,0,0,1,1,1,1,3,1,5,1,9,21,-1,-1,-1,2,Stop,Stop,Stop,Stop,North
14,3,0,0,1,1,10,15,13,15,14,15,17,15,16,13,12,15,Stop,West,North,Stop,West
13,3,0,0,1,1,10,15,12,15,14,16,17,15,15,13,14,16,Stop,West,South,West,West
12,3,1,0,1,1,10,15,11,15,14,15,17,15,14,13,14,16,East,East,North,West,East
11,3,0,0,1,1,11,15,12,15,14,16,16,15,12,13,16,17,East,East,South,West,North
12,3,1,0,1,1,12,15,12,15,14,15,16,15,12,12,14,16,West,East,North,West,North
12,4,1,1,0,0,11,15,12,15,14,16,16,15,12,11,14,14,West,East,North,East,West
12,5,0,1,0,1,11,15,12,15,14,16,15,15,11,10,13,14,West,East,South,East,West
11,5,0,0,1,1,11,15,12,15,14,15,16,15,10,11,13,15,East,East,North,East,West
10,5,0,0,1,1,12,15,13,15,14,16,16,15,12,13,15,16,West,West,West,West,North
9,5,1,0,1,0,11,15,12,15,13,16,16,15,12,13,15,16,West,East,South,West,North
9,6,1,1,0,0,10,15,13,15,13,15,15,15,10,13,13,15,West,West,West,West,North
9,7,1,1,0,0,10,15,12,15,12,15,15,15,9,11,11,13,East,West,East,East,East
9,8,0,1,1,1,11,15,12,15,13,15,14,15,9,10,11,13,East,West,North,West,East
10,8,0,0,1,1,11,15,11,15,13,16,15,15,8,8,11,11,East,West,South,North,East
11,8,0,0,1,1,12,15,11,15,13,15,14,15,8,7,9,11,East,West,South,North,North
12,8,1,0,1,1,13,15,10,15,13,15,14,16,8,9,8,10,North,East,East,South,North
12,9,1,1,0,0,13,16,11,15,14,15,14,16,8,7,8,8,North,East,West,North,North
12,10,1,1,0,0,13,17,12,15,13,15,14,15,8,5,6,8,South,East,North,West,West
12,11,0,1,0,1,13,16,13,15,13,16,14,16,6,5,6,6,North,North,East,East,West
11,11,0,0,1,1,13,17,13,16,14,16,13,16,8,7,8,8,East,East,West,West,West
10,11,0,0,1,1,14,17,14,16,13,16,14,16,10,9,8,8,East,East,North,North,West
9,11,0,0,1,1,14,17,14,16,13,17,13,16,11,10,10,10,West,West,West,South,West
8,11,1,0,1,1,13,17,13,16,12,17,13,17,11,10,10,10,South,North,West,East,West
7,11,0,0,1,1,13,16,13,17,11,17,13,16,11,12,10,12,South,North,West,South,North
6,11,1,1,1,1,13,16,13,17,10,17,14,16,12,13,10,12,North,West,West,West,North
6,12,1,1,0,0,13,17,12,17,9,17,14,15,12,11,8,10,North,West,East,West,North
6,13,1,1,0,0,13,17,12,17,10,17,13,15,11,10,8,9,North,West,East,West,North
6,14,1,1,0,0,13,17,11,17,10,17,13,15,10,8,7,7,West,West,West,East,East
6,15,1,1,1,1,12,17,10,17,9,17,12,15,8,6,5,7,West,West,West,East,East
7,15,0,0,1,1,11,17,10,17,8,17,13,15,6,5,3,7,West,West,West,North,North
8,15,1,1,0,1,10,17,9,17,8,17,14,15,4,3,2,7,West,West,Stop,South,North
8,16,1,1,0,0,10,17,9,17,5,1,14,16,3,2,-1,7,West,East,Stop,South,East
8,17,0,1,1,0,10,17,10,17,5,1,14,15,2,2,-1,8,Stop,Stop,Stop,North,East
9,17,0,0,1,1,1,1,10,17,5,1,14,15,-1,1,-1,6,Stop,Stop,Stop,North,East
10,17,0,0,1,1,1,1,3,1,5,1,14,16,-1,-1,-1,5,Stop,Stop,Stop,West,East
11,17,0,0,1,1,1,1,3,1,5,1,14,16,-1,-1,-1,3,Stop,Stop,Stop,South,East
12,17,1,0,1,1,1,1,3,1,5,1,13,16,-1,-1,-1,3,Stop,Stop,Stop,Stop,South
14,3,0,0,1,1,10,15,13,15,14,15,17,15,16,13,12,15,Stop,West,East,West,North
15,3,1,0,1,1,10,15,12,15,15,15,17,15,17,15,12,13,Stop,East,East,West,North
15,4,1,1,0,0,10,15,13,15,15,15,16,15,16,13,11,12,Stop,East,East,East,East
15,5,0,1,1,0,10,15,13,15,16,15,16,15,15,12,11,12,Stop,East,East,East,East
16,5,0,0,1,1,10,15,13,15,16,15,17,15,16,13,10,11,Stop,North,East,East,East
17,5,0,0,1,1,10,15,13,16,16,15,17,15,17,15,11,10,East,South,East,West,North
18,5,1,0,0,1,11,15,13,15,17,15,17,15,17,15,11,12,East,South,West,West,North
18,6,1,1,0,0,11,15,13,15,16,15,16,15,16,14,11,12,East,South,West,West,North
18,7,1,1,0,0,12,15,13,15,15,15,15,15,14,13,11,11,East,South,West,East,West
18,8,0,1,1,1,12,15,13,15,15,15,15,15,13,12,10,9,West,South,East,East,West
17,8,0,0,1,1,11,15,13,15,16,15,16,15,13,11,8,8,West,East,East,East,East
16,8,0,0,1,1,11,15,14,15,17,15,16,15,12,9,8,7,West,North,East,East,East
17,8,0,0,1,1,10,15,14,16,17,15,16,15,14,11,7,8,West,North,West,West,East
18,8,0,1,1,1,10,15,14,16,16,15,16,15,15,12,9,10,West,North,West,East,East
19,8,0,0,1,1,10,15,14,16,15,15,15,15,16,13,11,10,West,North,West,West,East
20,8,0,0,1,1,10,15,14,16,15,15,16,15,17,14,12,12,East,North,East,West,North
21,8,1,1,0,1,11,15,14,16,16,15,15,15,17,15,12,14,West,North,West,North,North
21,9,1,1,0,0,10,15,14,16,15,15,14,15,17,14,12,14,West,South,East,South,North
21,10,1,1,0,0,10,15,14,15,16,15,14,16,16,12,10,12,West,East,West,South,West
21,11,1,1,1,1,10,15,15,15,15,15,14,15,15,10,10,11,West,West,West,East,West
20,11,0,0,1,1,10,15,14,15,15,15,14,15,14,10,9,9,West,West,West,West,West
19,11,1,0,1,1,10,15,13,15,15,15,15,15,13,10,8,9,West,North,West,North,West
18,11,0,0,1,1,10,15,13,16,14,15,14,15,12,10,8,9,West,North,West,North,West
17,11,0,0,1,1,10,15,13,17,13,15,14,16,11,10,8,9,East,North,North,North,West
16,11,0,0,1,1,11,15,13,17,13,16,14,17,9,9,8,8,East,North,North,West,East
15,11,0,1,1,0,11,15,13,17,13,16,14,17,8,8,7,8,East,South,East,West,East
16,11,0,0,1,1,11,15,13,16,14,16,13,17,9,8,7,10,East,South,South,West,East
17,11,0,0,1,1,12,15,13,15,14,15,12,17,9,8,7,12,East,North,North,West,East
18,11,0,0,1,1,12,15,13,16,14,16,11,17,10,10,9,13,East,North,West,West,North
19,11,1,0,1,1,12,15,13,16,13,16,11,17,11,11,11,15,East,East,East,West,North
19,12,1,1,0,0,12,15,14,16,14,16,10,17,10,9,9,15,East,North,South,West,West
19,13,1,1,0,1,12,15,14,17,14,15,9,17,9,9,7,15,East,South,West,West,West
