@relation 'log.arff-weka.filters.unsupervised.attribute.Remove-R23-26-weka.filters.unsupervised.attribute.AddExpression-E(a7+a9+a11+a13)/4-NmeanGhostx-weka.filters.unsupervised.attribute.AddExpression-E(a8+a10+a12+a14)/4-NmeanGhosty-weka.filters.unsupervised.attribute.AddExpression-E(a15+a16+a17+a18)/4-NmeanDist-weka.filters.unsupervised.attribute.Reorder-R1-22,24-26,23'

@attribute PacX numeric
@attribute PacY numeric
@attribute LegalNorth {1,0}
@attribute LegalSouth {1,0}
@attribute LegalEast {1,0}
@attribute LegalWest {1,0}
@attribute Gosth1x numeric
@attribute Gosth1y numeric
@attribute Gosth2x numeric
@attribute Gosth2y numeric
@attribute Gosth3x numeric
@attribute Gosth3y numeric
@attribute Gosth4x numeric
@attribute Gosth4y numeric
@attribute DistGosth1 numeric
@attribute DistGosth2 numeric
@attribute DistGosth3 numeric
@attribute DistGosth4 numeric
@attribute GhostDir1 {North,South,East,West,Stop}
@attribute GhostDir2 {North,South,East,West,Stop}
@attribute GhostDir3 {North,South,East,West,Stop}
@attribute GhostDir4 {North,South,East,West,Stop}
@attribute meanGhostx numeric
@attribute meanGhosty numeric
@attribute meanDist numeric
@attribute Direction {North,South,East,West,Stop}

@data
14,3,0,0,1,1,10,15,13,15,14,15,17,15,16,13,12,15,Stop,Stop,Stop,Stop,13.5,15,14,West
13,3,0,0,1,1,10,15,13,15,14,15,17,15,15,12,13,16,Stop,Stop,Stop,Stop,13.5,15,14,North
12,3,1,0,1,1,10,15,13,15,14,15,17,15,14,13,14,17,Stop,Stop,Stop,Stop,13.5,15,14.5,North
12,4,1,1,0,0,10,15,13,15,14,15,17,15,13,12,13,16,Stop,Stop,Stop,Stop,13.5,15,13.5,West
12,5,0,1,0,1,10,15,13,15,14,15,17,15,12,11,12,15,Stop,Stop,Stop,Stop,13.5,15,12.5,West
11,5,0,0,1,1,10,15,13,15,14,15,17,15,11,12,13,16,Stop,Stop,Stop,Stop,13.5,15,13,West
10,5,0,0,1,1,10,15,13,15,14,15,17,15,10,13,14,17,Stop,Stop,Stop,Stop,13.5,15,13.5,North
9,5,1,0,1,0,10,15,13,15,14,15,17,15,11,14,15,18,Stop,Stop,Stop,Stop,13.5,15,14.5,North
9,6,1,1,0,0,10,15,13,15,14,15,17,15,10,13,14,17,Stop,Stop,Stop,Stop,13.5,15,13.5,North
9,7,1,1,0,0,10,15,13,15,14,15,17,15,9,12,13,16,Stop,Stop,Stop,Stop,13.5,15,12.5,East
9,8,0,1,1,1,10,15,13,15,14,15,17,15,8,11,12,15,Stop,Stop,Stop,Stop,13.5,15,11.5,East
10,8,0,0,1,1,10,15,13,15,14,15,17,15,7,10,11,14,Stop,Stop,Stop,Stop,13.5,15,10.5,East
11,8,0,0,1,1,10,15,13,15,14,15,17,15,8,9,10,13,Stop,Stop,Stop,Stop,13.5,15,10,North
12,8,1,0,1,1,10,15,13,15,14,15,17,15,9,8,9,12,Stop,Stop,Stop,Stop,13.5,15,9.5,North
12,9,1,1,0,0,10,15,13,15,14,15,17,15,8,7,8,11,Stop,Stop,Stop,Stop,13.5,15,8.5,North
12,10,1,1,0,0,10,15,13,15,14,15,17,15,7,6,7,10,Stop,Stop,Stop,Stop,13.5,15,7.5,West
12,11,0,1,0,1,10,15,13,15,14,15,17,15,6,5,6,9,Stop,Stop,Stop,Stop,13.5,15,6.5,West
11,11,0,0,1,1,10,15,13,15,14,15,17,15,5,6,7,10,Stop,Stop,Stop,Stop,13.5,15,7,West
10,11,0,0,1,1,10,15,13,15,14,15,17,15,4,7,8,11,Stop,Stop,Stop,Stop,13.5,15,7.5,West
9,11,0,0,1,1,10,15,13,15,14,15,17,15,5,8,9,12,Stop,Stop,Stop,Stop,13.5,15,8.5,West
8,11,1,0,1,1,10,15,13,15,14,15,17,15,6,9,10,13,Stop,Stop,Stop,Stop,13.5,15,9.5,West
7,11,0,0,1,1,10,15,13,15,14,15,17,15,7,10,11,14,Stop,Stop,Stop,Stop,13.5,15,10.5,West
6,11,1,1,1,1,10,15,13,15,14,15,17,15,8,11,12,15,Stop,Stop,Stop,Stop,13.5,15,11.5,West
5,11,0,0,1,1,10,15,13,15,14,15,17,15,9,12,13,16,Stop,Stop,Stop,Stop,13.5,15,12.5,West
4,11,0,0,1,1,10,15,13,15,14,15,17,15,10,13,14,17,Stop,Stop,Stop,Stop,13.5,15,13.5,West
3,11,0,0,1,1,10,15,13,15,14,15,17,15,11,14,15,18,Stop,Stop,Stop,Stop,13.5,15,14.5,West
2,11,0,0,1,1,10,15,13,15,14,15,17,15,12,15,16,19,Stop,Stop,Stop,Stop,13.5,15,15.5,South
1,11,0,1,1,0,10,15,13,15,14,15,17,15,13,16,17,20,Stop,Stop,Stop,Stop,13.5,15,16.5,South
1,10,1,1,0,0,10,15,13,15,14,15,17,15,14,17,18,21,Stop,Stop,Stop,Stop,13.5,15,17.5,South
1,9,1,1,0,0,10,15,13,15,14,15,17,15,15,18,19,22,Stop,Stop,Stop,Stop,13.5,15,18.5,East
1,8,1,0,1,0,10,15,13,15,14,15,17,15,16,19,20,23,Stop,Stop,Stop,Stop,13.5,15,19.5,East
2,8,0,0,1,1,10,15,13,15,14,15,17,15,15,18,19,22,Stop,Stop,Stop,Stop,13.5,15,18.5,South
3,8,0,1,0,1,10,15,13,15,14,15,17,15,14,17,18,21,Stop,Stop,Stop,Stop,13.5,15,17.5,South
3,7,1,1,0,0,10,15,13,15,14,15,17,15,15,18,19,22,Stop,Stop,Stop,Stop,13.5,15,18.5,South
3,6,1,1,0,0,10,15,13,15,14,15,17,15,16,19,20,23,Stop,Stop,Stop,Stop,13.5,15,19.5,East
3,5,1,0,1,1,10,15,13,15,14,15,17,15,17,20,21,24,Stop,Stop,Stop,Stop,13.5,15,20.5,East
4,5,0,0,1,1,10,15,13,15,14,15,17,15,16,19,20,23,Stop,Stop,Stop,Stop,13.5,15,19.5,East
5,5,0,0,1,1,10,15,13,15,14,15,17,15,15,18,19,22,Stop,Stop,Stop,Stop,13.5,15,18.5,North
6,5,1,0,0,1,10,15,13,15,14,15,17,15,14,17,18,21,Stop,Stop,Stop,Stop,13.5,15,17.5,North
6,6,1,1,0,0,10,15,13,15,14,15,17,15,13,16,17,20,Stop,Stop,Stop,Stop,13.5,15,16.5,North
6,7,1,1,0,0,10,15,13,15,14,15,17,15,12,15,16,19,Stop,Stop,Stop,Stop,13.5,15,15.5,North
6,8,1,1,1,0,10,15,13,15,14,15,17,15,11,14,15,18,Stop,Stop,Stop,Stop,13.5,15,14.5,North
6,9,1,1,0,0,10,15,13,15,14,15,17,15,10,13,14,17,Stop,Stop,Stop,Stop,13.5,15,13.5,North
6,10,1,1,0,0,10,15,13,15,14,15,17,15,9,12,13,16,Stop,Stop,Stop,Stop,13.5,15,12.5,East
6,11,1,1,1,1,10,15,13,15,14,15,17,15,8,11,12,15,Stop,Stop,Stop,Stop,13.5,15,11.5,East
7,11,0,0,1,1,10,15,13,15,14,15,17,15,7,10,11,14,Stop,Stop,Stop,Stop,13.5,15,10.5,North
8,11,1,0,1,1,10,15,13,15,14,15,17,15,6,9,10,13,Stop,Stop,Stop,Stop,13.5,15,9.5,North
8,12,1,1,0,0,10,15,13,15,14,15,17,15,5,8,9,12,Stop,Stop,Stop,Stop,13.5,15,8.5,North
8,13,1,1,1,0,10,15,13,15,14,15,17,15,4,7,8,11,Stop,Stop,Stop,Stop,13.5,15,7.5,North
8,14,1,1,0,0,10,15,13,15,14,15,17,15,3,6,7,10,Stop,Stop,Stop,Stop,13.5,15,6.5,North
8,15,1,1,0,1,10,15,13,15,14,15,17,15,2,5,6,9,Stop,Stop,Stop,Stop,13.5,15,5.5,North
8,16,1,1,0,0,10,15,13,15,14,15,17,15,3,6,7,10,Stop,Stop,Stop,Stop,13.5,15,6.5,East
8,17,0,1,1,0,10,15,13,15,14,15,17,15,4,7,8,11,Stop,Stop,Stop,Stop,13.5,15,7.5,East
9,17,0,0,1,1,10,15,13,15,14,15,17,15,3,6,7,10,Stop,Stop,Stop,Stop,13.5,15,6.5,East
10,17,0,0,1,1,10,15,13,15,14,15,17,15,2,5,6,9,Stop,Stop,Stop,Stop,13.5,15,5.5,East
11,17,0,0,1,1,10,15,13,15,14,15,17,15,3,4,5,8,Stop,Stop,Stop,Stop,13.5,15,5,East
12,17,1,0,1,1,10,15,13,15,14,15,17,15,4,3,4,7,Stop,Stop,Stop,Stop,13.5,15,4.5,South
13,17,0,1,1,1,10,15,13,15,14,15,17,15,5,2,3,6,Stop,Stop,Stop,Stop,13.5,15,4,South
13,16,1,1,1,0,10,15,13,15,14,15,17,15,4,1,2,5,Stop,Stop,Stop,Stop,13.5,15,3,East
13,15,1,0,1,1,10,15,3,1,14,15,17,15,3,-1,1,4,Stop,Stop,Stop,Stop,11,11.5,1.75,East
14,15,1,0,1,1,10,15,3,1,5,1,17,15,4,-1,-1,3,Stop,Stop,Stop,Stop,8.75,8,1.25,East
15,15,0,0,1,1,10,15,3,1,5,1,17,15,5,-1,-1,2,Stop,Stop,Stop,Stop,8.75,8,1.25,East
16,15,0,0,1,1,10,15,3,1,5,1,17,15,6,-1,-1,1,Stop,Stop,Stop,Stop,8.75,8,1.25,West
17,15,0,0,0,1,10,15,3,1,5,1,7,1,7,-1,-1,-1,Stop,Stop,Stop,Stop,6.25,4.5,1,West
16,15,0,0,1,1,10,15,3,1,5,1,7,1,6,-1,-1,-1,Stop,Stop,Stop,Stop,6.25,4.5,0.75,West
15,15,0,0,1,1,10,15,3,1,5,1,7,1,5,-1,-1,-1,Stop,Stop,Stop,Stop,6.25,4.5,0.5,West
14,15,1,0,1,1,10,15,3,1,5,1,7,1,4,-1,-1,-1,Stop,Stop,Stop,Stop,6.25,4.5,0.25,West
13,15,1,0,1,1,10,15,3,1,5,1,7,1,3,-1,-1,-1,Stop,Stop,Stop,Stop,6.25,4.5,0,West
12,15,0,0,1,1,10,15,3,1,5,1,7,1,2,-1,-1,-1,Stop,Stop,Stop,Stop,6.25,4.5,-0.25,West
14,3,0,0,1,1,10,15,13,15,14,15,17,15,16,13,12,15,Stop,Stop,Stop,Stop,13.5,15,14,West
13,3,0,0,1,1,10,15,13,15,14,15,17,15,15,12,13,16,Stop,Stop,Stop,Stop,13.5,15,14,West
12,3,1,0,1,1,10,15,13,15,14,15,17,15,14,13,14,17,Stop,Stop,Stop,Stop,13.5,15,14.5,West
11,3,0,0,1,1,10,15,13,15,14,15,17,15,13,14,15,18,Stop,Stop,Stop,Stop,13.5,15,15,West
10,3,0,0,1,1,10,15,13,15,14,15,17,15,12,15,16,19,Stop,Stop,Stop,Stop,13.5,15,15.5,West
9,3,0,0,1,1,10,15,13,15,14,15,17,15,13,16,17,20,Stop,Stop,Stop,Stop,13.5,15,16.5,West
8,3,0,0,1,1,10,15,13,15,14,15,17,15,14,17,18,21,Stop,Stop,Stop,Stop,13.5,15,17.5,West
7,3,0,0,1,1,10,15,13,15,14,15,17,15,15,18,19,22,Stop,Stop,Stop,Stop,13.5,15,18.5,West
6,3,0,0,1,1,10,15,13,15,14,15,17,15,16,19,20,23,Stop,Stop,Stop,Stop,13.5,15,19.5,West
5,3,0,0,1,1,10,15,13,15,14,15,17,15,17,20,21,24,Stop,Stop,Stop,Stop,13.5,15,20.5,West
4,3,0,0,1,1,10,15,13,15,14,15,17,15,18,21,22,25,Stop,Stop,Stop,Stop,13.5,15,21.5,West
3,3,0,0,1,1,10,15,13,15,14,15,17,15,19,22,23,26,Stop,Stop,Stop,Stop,13.5,15,22.5,West
2,3,0,0,1,1,10,15,13,15,14,15,17,15,20,23,24,27,Stop,Stop,Stop,Stop,13.5,15,23.5,North
1,3,1,0,1,0,10,15,13,15,14,15,17,15,21,24,25,28,Stop,Stop,Stop,Stop,13.5,15,24.5,North
1,4,1,1,0,0,10,15,13,15,14,15,17,15,20,23,24,27,Stop,Stop,Stop,Stop,13.5,15,23.5,East
1,5,0,1,1,0,10,15,13,15,14,15,17,15,19,22,23,26,Stop,Stop,Stop,Stop,13.5,15,22.5,East
2,5,0,0,1,1,10,15,13,15,14,15,17,15,18,21,22,25,Stop,Stop,Stop,Stop,13.5,15,21.5,North
3,5,1,0,1,1,10,15,13,15,14,15,17,15,17,20,21,24,Stop,Stop,Stop,Stop,13.5,15,20.5,North
3,6,1,1,0,0,10,15,13,15,14,15,17,15,16,19,20,23,Stop,Stop,Stop,Stop,13.5,15,19.5,North
3,7,1,1,0,0,10,15,13,15,14,15,17,15,15,18,19,22,Stop,Stop,Stop,Stop,13.5,15,18.5,West
3,8,0,1,0,1,10,15,13,15,14,15,17,15,14,17,18,21,Stop,Stop,Stop,Stop,13.5,15,17.5,West
2,8,0,0,1,1,10,15,13,15,14,15,17,15,15,18,19,22,Stop,Stop,Stop,Stop,13.5,15,18.5,North
1,8,1,0,1,0,10,15,13,15,14,15,17,15,16,19,20,23,Stop,Stop,Stop,Stop,13.5,15,19.5,North
1,9,1,1,0,0,10,15,13,15,14,15,17,15,15,18,19,22,Stop,Stop,Stop,Stop,13.5,15,18.5,North
1,10,1,1,0,0,10,15,13,15,14,15,17,15,14,17,18,21,Stop,Stop,Stop,Stop,13.5,15,17.5,East
1,11,0,1,1,0,10,15,13,15,14,15,17,15,13,16,17,20,Stop,Stop,Stop,Stop,13.5,15,16.5,East
2,11,0,0,1,1,10,15,13,15,14,15,17,15,12,15,16,19,Stop,Stop,Stop,Stop,13.5,15,15.5,East
3,11,0,0,1,1,10,15,13,15,14,15,17,15,11,14,15,18,Stop,Stop,Stop,Stop,13.5,15,14.5,East
4,11,0,0,1,1,10,15,13,15,14,15,17,15,10,13,14,17,Stop,Stop,Stop,Stop,13.5,15,13.5,East
5,11,0,0,1,1,10,15,13,15,14,15,17,15,9,12,13,16,Stop,Stop,Stop,Stop,13.5,15,12.5,East
6,11,1,1,1,1,10,15,13,15,14,15,17,15,8,11,12,15,Stop,Stop,Stop,Stop,13.5,15,11.5,East
7,11,0,0,1,1,10,15,13,15,14,15,17,15,7,10,11,14,Stop,Stop,Stop,Stop,13.5,15,10.5,North
8,11,1,0,1,1,10,15,13,15,14,15,17,15,6,9,10,13,Stop,Stop,Stop,Stop,13.5,15,9.5,North
8,12,1,1,0,0,10,15,13,15,14,15,17,15,5,8,9,12,Stop,Stop,Stop,Stop,13.5,15,8.5,North
8,13,1,1,1,0,10,15,13,15,14,15,17,15,4,7,8,11,Stop,Stop,Stop,Stop,13.5,15,7.5,North
8,14,1,1,0,0,10,15,13,15,14,15,17,15,3,6,7,10,Stop,Stop,Stop,Stop,13.5,15,6.5,North
8,15,1,1,0,1,10,15,13,15,14,15,17,15,2,5,6,9,Stop,Stop,Stop,Stop,13.5,15,5.5,North
8,16,1,1,0,0,10,15,13,15,14,15,17,15,3,6,7,10,Stop,Stop,Stop,Stop,13.5,15,6.5,East
8,17,0,1,1,0,10,15,13,15,14,15,17,15,4,7,8,11,Stop,Stop,Stop,Stop,13.5,15,7.5,East
9,17,0,0,1,1,10,15,13,15,14,15,17,15,3,6,7,10,Stop,Stop,Stop,Stop,13.5,15,6.5,East
10,17,0,0,1,1,10,15,13,15,14,15,17,15,2,5,6,9,Stop,Stop,Stop,Stop,13.5,15,5.5,East
11,17,0,0,1,1,10,15,13,15,14,15,17,15,3,4,5,8,Stop,Stop,Stop,Stop,13.5,15,5,East
12,17,1,0,1,1,10,15,13,15,14,15,17,15,4,3,4,7,Stop,Stop,Stop,Stop,13.5,15,4.5,South
13,17,0,1,1,1,10,15,13,15,14,15,17,15,5,2,3,6,Stop,Stop,Stop,Stop,13.5,15,4,South
13,16,1,1,1,0,10,15,13,15,14,15,17,15,4,1,2,5,Stop,Stop,Stop,Stop,13.5,15,3,East
13,15,1,0,1,1,10,15,3,1,14,15,17,15,3,-1,1,4,Stop,Stop,Stop,Stop,11,11.5,1.75,East
14,15,1,0,1,1,10,15,3,1,5,1,17,15,4,-1,-1,3,Stop,Stop,Stop,Stop,8.75,8,1.25,East
15,15,0,0,1,1,10,15,3,1,5,1,17,15,5,-1,-1,2,Stop,Stop,Stop,Stop,8.75,8,1.25,East
16,15,0,0,1,1,10,15,3,1,5,1,17,15,6,-1,-1,1,Stop,Stop,Stop,Stop,8.75,8,1.25,West
17,15,0,0,0,1,10,15,3,1,5,1,7,1,7,-1,-1,-1,Stop,Stop,Stop,Stop,6.25,4.5,1,West
16,15,0,0,1,1,10,15,3,1,5,1,7,1,6,-1,-1,-1,Stop,Stop,Stop,Stop,6.25,4.5,0.75,West
15,15,0,0,1,1,10,15,3,1,5,1,7,1,5,-1,-1,-1,Stop,Stop,Stop,Stop,6.25,4.5,0.5,West
14,15,1,0,1,1,10,15,3,1,5,1,7,1,4,-1,-1,-1,Stop,Stop,Stop,Stop,6.25,4.5,0.25,West
13,15,1,0,1,1,10,15,3,1,5,1,7,1,3,-1,-1,-1,Stop,Stop,Stop,Stop,6.25,4.5,0,West
12,15,0,0,1,1,10,15,3,1,5,1,7,1,2,-1,-1,-1,Stop,Stop,Stop,Stop,6.25,4.5,-0.25,West
14,3,0,0,1,1,10,15,13,15,14,15,17,15,16,13,12,15,Stop,West,West,West,13.5,15,14,West
13,3,0,0,1,1,10,15,12,15,13,15,17,15,15,13,12,15,East,West,West,East,13,15,13.75,North
12,3,1,0,1,1,11,15,12,15,12,15,16,15,13,12,12,17,West,West,West,East,12.75,15,13.5,North
12,4,1,1,0,0,10,15,11,15,11,15,17,15,13,12,12,16,West,West,West,West,12.25,15,13.25,West
12,5,0,1,0,1,10,15,10,15,11,15,17,15,12,12,11,14,East,East,East,West,12,15,12.25,West
11,5,0,0,1,1,11,15,11,15,12,15,16,15,10,10,11,15,East,West,West,East,12.5,15,11.5,West
10,5,0,0,1,1,11,15,10,15,11,15,16,15,11,10,11,17,West,East,West,East,12,15,12.25,North
9,5,1,0,1,0,10,15,11,15,10,15,17,15,11,12,11,18,West,East,West,West,12,15,13,North
9,6,1,1,0,0,10,15,12,15,10,15,17,15,10,12,10,16,East,West,East,East,12.25,15,12,North
9,7,1,1,0,0,11,15,11,15,11,15,16,15,10,10,10,16,East,East,East,West,12.25,15,11.5,East
9,8,0,1,1,1,11,15,12,15,11,15,17,15,9,10,9,14,West,West,East,West,12.75,15,10.5,East
10,8,0,0,1,1,10,15,11,15,11,15,16,15,7,8,8,13,West,West,East,West,12,15,9,East
11,8,0,0,1,1,10,15,11,15,12,15,16,15,8,7,8,12,West,West,East,East,12.25,15,8.75,North
12,8,1,0,1,1,10,15,11,15,13,15,16,15,9,8,8,12,West,East,West,East,12.5,15,9.25,North
12,9,1,1,0,0,10,15,12,15,12,15,17,15,8,6,6,11,East,West,West,West,12.75,15,7.75,North
12,10,1,1,0,0,11,15,11,15,11,15,17,15,6,6,6,9,West,East,West,West,12.5,15,6.75,West
12,11,0,1,0,1,10,15,12,15,11,15,16,15,6,4,5,7,West,West,West,West,12.25,15,5.5,West
11,11,0,0,1,1,10,15,11,15,10,15,15,15,5,4,5,7,West,East,East,West,11.5,15,5.25,West
10,11,0,0,1,1,10,15,12,15,11,15,14,15,4,6,5,7,West,East,East,West,11.75,15,5.5,West
9,11,0,0,1,1,10,15,13,15,12,15,13,15,5,8,7,8,West,East,East,East,12,15,7,North
8,11,1,0,1,1,10,15,13,15,13,15,13,15,6,9,9,10,West,East,North,East,12.25,15,8.5,North
8,12,1,1,0,0,10,15,13,15,13,16,14,15,5,8,9,10,West,North,East,West,12.5,15.25,8,North
8,13,1,1,1,0,10,15,13,16,14,16,15,15,4,8,9,8,West,North,South,North,13,15.5,7.25,North
8,14,1,1,0,0,10,15,13,17,14,15,14,15,3,8,7,8,West,South,West,South,12.75,15.5,6.5,North
8,15,1,1,0,1,10,15,13,16,13,15,14,16,2,6,5,6,West,South,East,South,12.5,15.5,4.75,North
8,16,1,1,0,0,10,15,13,15,14,15,14,15,3,6,7,7,West,South,East,South,12.75,15,5.75,East
8,17,0,1,1,0,10,15,13,15,14,15,14,15,4,7,8,8,East,South,East,South,12.75,15,6.75,East
9,17,0,0,1,1,11,15,13,15,15,15,14,15,4,6,8,7,East,East,East,North,13.25,15,6.25,East
10,17,0,0,1,1,11,15,14,15,16,15,14,15,3,6,8,5,West,East,East,North,13.75,15,5.5,East
11,17,0,0,1,1,10,15,15,15,16,15,14,16,3,6,7,3,West,East,East,North,13.75,15.25,4.75,East
12,17,1,0,1,1,10,15,15,15,17,15,14,17,4,5,7,2,West,East,West,East,14,15.5,4.5,East
13,17,0,1,1,1,10,15,16,15,16,15,14,17,5,5,5,2,East,West,East,Stop,14,15.5,4.25,South
14,17,0,1,1,1,11,15,15,15,17,15,15,17,5,3,5,-1,West,Stop,East,Stop,14.5,15.5,3,South
14,16,1,1,0,1,10,15,14,15,17,15,7,1,5,1,4,-1,West,Stop,West,Stop,12,11.5,2.25,East
14,15,1,0,1,1,10,15,3,1,16,15,7,1,4,-1,2,-1,East,Stop,East,Stop,9,8,1,East
15,15,0,0,1,1,11,15,3,1,17,15,7,1,4,-1,2,-1,East,Stop,Stop,Stop,9.5,8,1,East
16,15,0,0,1,1,12,15,3,1,17,15,7,1,4,-1,1,-1,East,Stop,Stop,Stop,9.75,8,0.75,West
17,15,0,0,0,1,12,15,3,1,5,1,7,1,5,-1,-1,-1,East,Stop,Stop,Stop,6.75,4.5,0.5,West
16,15,0,0,1,1,13,15,3,1,5,1,7,1,3,-1,-1,-1,Stop,Stop,Stop,Stop,7,4.5,0,West
14,3,0,0,1,1,10,15,13,15,14,15,17,15,16,13,12,15,East,North,Stop,West,13.5,15,14,West
13,3,0,0,1,1,11,15,13,16,14,15,17,15,14,13,13,15,West,North,North,West,13.75,15.25,13.75,North
12,3,1,0,1,1,10,15,13,16,14,16,16,15,14,14,15,16,West,North,North,West,13.25,15.5,14.75,North
12,4,1,1,0,0,10,15,13,16,14,17,16,15,13,13,15,15,West,North,West,West,13.25,15.75,14,West
12,5,0,1,0,1,10,15,13,16,13,17,16,15,12,12,13,14,West,North,South,East,13,15.75,12.75,West
11,5,0,0,1,1,10,15,13,17,13,16,16,15,11,14,13,16,East,West,South,West,13,15.75,13.5,West
10,5,0,0,1,1,11,15,12,17,13,16,17,15,11,14,14,16,East,East,South,West,13.25,15.75,13.75,North
9,5,1,0,1,0,11,15,13,17,13,15,16,15,12,16,14,16,East,West,East,West,13.25,15.5,14.5,North
9,6,1,1,0,0,11,15,12,17,14,15,15,15,11,14,14,15,West,North,East,East,13,15.5,13.5,North
9,7,1,1,0,0,10,15,12,18,15,15,15,15,9,14,14,15,East,North,East,West,13,15.75,13,East
9,8,0,1,1,1,11,15,12,18,16,15,16,15,9,13,14,13,West,North,West,West,13.75,15.75,12.25,East
10,8,0,0,1,1,10,15,12,19,15,15,15,15,7,13,12,12,West,North,West,West,13,16,11,East
11,8,0,0,1,1,10,15,12,19,15,15,15,15,8,12,11,11,East,North,West,East,13,16,10.5,North
12,8,1,0,1,1,11,15,12,20,14,15,15,15,8,12,9,11,East,South,East,East,13,16.25,10,North
12,9,1,1,0,0,12,15,12,19,15,15,16,15,6,10,9,10,West,North,West,East,13.75,16,8.75,North
12,10,1,1,0,0,11,15,12,20,14,15,16,15,6,10,7,10,West,South,North,East,13.25,16.25,8.25,West
12,11,0,1,0,1,10,15,12,19,14,16,17,15,6,8,7,9,East,North,North,West,13.25,16.25,7.5,West
11,11,0,0,1,1,11,15,12,20,14,17,17,15,4,10,9,9,West,North,East,East,13.5,16.75,8,West
10,11,0,0,1,1,10,15,12,20,15,17,16,15,4,11,11,11,East,North,North,West,13.25,16.75,9.25,West
9,11,0,0,1,1,11,15,12,20,15,18,17,15,6,12,13,11,West,West,North,West,13.75,17,10.5,North
8,11,1,0,1,1,10,15,11,20,15,18,16,15,6,12,14,11,West,West,North,East,13,17,10.75,North
8,12,1,1,0,0,10,15,11,20,15,18,15,15,5,11,13,11,West,West,South,West,12.75,17,10,North
8,13,1,1,1,0,10,15,11,20,15,17,16,15,4,10,11,9,West,West,North,West,13,16.75,8.5,North
8,14,1,1,0,0,10,15,10,20,15,18,15,15,3,8,11,8,East,East,South,West,12.5,17,7.5,North
8,15,1,1,0,1,11,15,11,20,15,17,15,15,3,8,9,7,East,East,North,West,13,16.75,6.75,North
8,16,1,1,0,0,12,15,11,20,15,18,15,15,5,7,9,7,West,West,South,West,13.25,17,7,East
8,17,0,1,1,0,11,15,10,20,15,17,14,15,5,5,7,8,West,West,South,West,12.5,16.75,6.25,East
9,17,0,0,1,1,10,15,10,20,15,17,14,15,3,4,6,6,East,West,East,West,12.25,16.75,4.75,East
10,17,0,0,1,1,11,15,10,20,16,17,13,15,3,3,6,5,West,West,West,East,12.5,16.75,4.25,East
11,17,0,0,1,1,10,15,9,20,15,17,13,15,3,5,4,5,East,West,North,North,11.75,16.75,4.25,North
12,17,1,0,1,1,11,15,9,20,15,18,14,15,3,6,4,3,East,North,North,North,12.25,17,4,North
12,18,1,1,0,0,11,15,9,21,15,19,14,16,4,6,4,4,East,North,North,North,12.25,17.75,4.5,North
12,19,1,1,0,0,11,15,9,21,15,19,14,16,5,5,3,5,West,North,South,West,12.25,17.75,4.5,West
12,20,0,1,0,1,10,15,9,22,15,18,14,16,7,5,5,5,West,South,South,South,12,17.75,5.5,West
11,20,0,0,1,1,10,15,9,21,15,18,13,16,6,3,6,7,West,South,North,South,11.75,17.5,5.5,West
10,20,0,0,1,1,10,15,9,21,15,19,13,15,5,2,6,8,East,Stop,North,North,11.75,17.5,5.25,North
9,20,1,0,1,0,11,15,3,1,15,20,13,15,7,-1,6,8,East,Stop,East,South,10.5,12.75,5,North
9,21,1,1,0,0,12,15,3,1,16,20,13,16,9,-1,8,10,East,Stop,West,South,11,13,6.5,North
9,22,1,1,0,0,13,15,3,1,15,20,13,15,11,-1,8,11,West,Stop,South,East,11,12.75,7.25,East
9,23,0,1,1,1,12,15,3,1,15,19,13,15,11,-1,10,13,East,Stop,North,East,10.75,12.5,8.25,East
10,23,0,0,1,1,13,15,3,1,15,20,14,15,11,-1,8,13,West,Stop,East,East,11.25,12.75,7.75,East
11,23,0,0,1,1,12,15,3,1,16,20,15,15,9,-1,8,13,East,Stop,East,East,11.5,12.75,7.25,East
12,23,1,0,1,1,13,15,3,1,17,20,16,15,9,-1,8,13,East,Stop,East,West,12.25,12.75,7.25,East
13,23,0,0,1,1,14,15,3,1,17,20,17,15,9,-1,7,11,East,Stop,West,West,12.75,12.75,6.5,East
14,23,0,0,1,1,14,15,3,1,16,20,16,15,8,-1,5,10,North,Stop,West,East,12.25,12.75,5.5,North
15,23,1,0,1,1,14,16,3,1,15,20,16,15,8,-1,3,10,North,Stop,East,West,12,13,5,North
15,24,1,1,0,0,14,16,3,1,16,20,17,15,9,-1,5,10,West,Stop,East,West,12.5,13,5.75,North
15,25,1,1,0,0,13,16,3,1,17,20,16,15,11,-1,7,11,East,Stop,East,West,12.25,13,7,North
15,26,1,1,0,0,14,16,3,1,17,20,16,15,11,-1,8,11,South,Stop,East,West,12.5,13,7.25,East
15,27,0,1,1,0,14,15,3,1,18,20,15,15,13,-1,10,13,West,Stop,North,North,12.5,12.75,8.75,East
16,27,0,0,1,1,13,15,3,1,18,21,14,15,15,-1,8,13,East,Stop,South,North,12,13,8.75,East
17,27,0,0,1,1,14,15,3,1,18,20,14,16,15,-1,8,13,East,Stop,West,North,12.25,13,8.75,East
18,27,0,0,1,1,15,15,3,1,17,20,14,17,15,-1,8,14,East,Stop,West,East,12.25,13.25,9,East
19,27,0,0,1,1,16,15,3,1,16,20,14,17,15,-1,10,14,East,Stop,West,East,12.25,13.25,9.5,East
20,27,0,0,1,1,16,15,3,1,16,20,15,17,16,-1,11,15,East,Stop,West,North,12.5,13.25,10.25,East
