@relation log.arff

@attribute PacX numeric
@attribute PacY numeric
@attribute LegalNorth {1,0}
@attribute LegalSouth {1,0}
@attribute LegalEast {1,0}
@attribute LegalWest {1,0}
@attribute Gosthx numeric
@attribute Gosthy numeric
@attribute Direction {North,South,East,West,Stop}

@data
13,10,0,1,1,1,13,12,South
13,9,1,1,1,0,14,6,East
13,8,1,0,1,1,15,6,East
14,8,1,1,1,1,15,7,East
15,8,1,1,1,1,16,7,South
16,8,1,1,1,1,11,12,West
16,7,1,1,1,1,10,12,West
15,7,1,1,1,1,11,12,North
14,7,1,1,1,0,11,12,West
14,8,1,1,1,1,11,12,North
13,8,1,0,1,1,12,12,North
13,9,1,1,1,0,12,12,West
13,10,0,1,1,1,13,12,West
12,10,0,0,1,1,12,12,West
11,10,0,0,1,1,12,12,West
10,10,0,0,1,1,5,12,West
9,10,0,0,1,1,5,12,West
8,10,0,0,1,1,5,12,West
7,10,0,0,1,1,4,9,West
6,10,0,0,1,1,3,9,South
5,10,0,1,1,1,3,9,West
5,9,1,1,0,1,3,9,West
4,9,1,1,1,1,5,12,West
3,9,1,1,1,1,5,12,North
2,9,1,1,1,1,6,12,East
2,10,1,1,1,1,6,12,East
3,10,1,1,1,1,6,12,East
4,10,0,1,1,1,7,12,East
5,10,0,1,1,1,6,12,East
6,10,0,0,1,1,7,12,East
7,10,0,0,1,1,7,12,East
8,10,0,0,1,1,10,12,East
9,10,0,0,1,1,10,12,East
10,10,0,0,1,1,10,13,East
11,10,0,0,1,1,10,12,East
12,10,0,0,1,1,11,12,South
13,10,0,1,1,1,12,12,South
13,9,1,1,1,0,11,12,West
13,8,1,0,1,1,10,12,West
12,8,0,0,1,1,11,12,West
11,8,0,0,1,1,11,12,West
10,8,0,0,1,1,11,12,West
9,8,0,0,1,1,7,12,West
8,8,0,0,1,1,6,12,West
7,8,0,0,1,1,6,12,West
6,8,0,0,1,1,7,12,West
5,8,1,0,1,1,8,12,North
4,8,1,1,1,1,8,13,North
4,9,1,1,1,1,9,13,East
4,10,0,1,1,1,9,14,East
5,10,0,1,1,1,9,14,East
6,10,0,0,1,1,9,14,East
7,10,0,0,1,1,9,14,East
8,10,0,0,1,1,11,12,East
9,10,0,0,1,1,11,12,East
10,10,0,0,1,1,11,12,East
11,10,0,0,1,1,12,12,East
12,10,0,0,1,1,12,12,South
13,10,0,1,1,1,12,12,South
13,9,1,1,1,0,12,12,West
13,8,1,0,1,1,12,12,West
12,8,0,0,1,1,10,13,West
11,8,0,0,1,1,10,14,West
10,8,0,0,1,1,10,14,West
9,8,0,0,1,1,11,12,West
8,8,0,0,1,1,10,14,West
7,8,0,0,1,1,10,13,West
6,8,0,0,1,1,10,13,North
5,8,1,0,1,1,11,12,North
5,9,1,1,0,1,10,12,East
5,10,0,1,1,1,8,14,East
6,10,0,0,1,1,8,13,East
7,10,0,0,1,1,9,13,East
8,10,0,0,1,1,8,13,East
9,10,0,0,1,1,9,13,East
10,10,0,0,1,1,11,14,East
11,10,0,0,1,1,12,14,East
12,10,0,0,1,1,12,14,South
13,10,0,1,1,1,12,14,South
13,9,1,1,1,0,13,14,East
13,8,1,0,1,1,13,14,North
14,8,1,1,1,1,13,14,West
14,9,1,1,1,1,12,14,North
13,9,1,1,1,0,13,14,East
13,10,0,1,1,1,12,14,South
14,10,0,1,1,1,13,14,West
14,9,1,1,1,1,12,14,North
13,9,1,1,1,0,11,14,West
13,10,0,1,1,1,9,13,West
12,10,0,0,1,1,10,13,West
11,10,0,0,1,1,10,13,West
10,10,0,0,1,1,10,12,West
9,10,0,0,1,1,9,13,West
8,10,0,0,1,1,11,12,West
7,10,0,0,1,1,10,12,West
6,10,0,0,1,1,10,12,South
5,10,0,1,1,1,10,12,South
5,9,1,1,0,1,10,13,East
5,8,1,0,1,1,10,12,East
6,8,0,0,1,1,10,12,East
7,8,0,0,1,1,9,13,East
8,8,0,0,1,1,10,12,East
9,8,0,0,1,1,9,12,East
10,8,0,0,1,1,9,12,East
11,8,0,0,1,1,9,12,East
12,8,0,0,1,1,8,12,North
13,8,1,0,1,1,11,14,North
13,9,1,1,1,0,11,14,West
13,10,0,1,1,1,11,14,West
12,10,0,0,1,1,12,14,West
11,10,0,0,1,1,12,14,West
10,10,0,0,1,1,6,12,West
9,10,0,0,1,1,6,12,West
8,10,0,0,1,1,6,12,West
7,10,0,0,1,1,5,12,West
6,10,0,0,1,1,5,12,South
5,10,0,1,1,1,5,12,South
5,9,1,1,0,1,6,12,East
5,8,1,0,1,1,5,12,East
6,8,0,0,1,1,6,12,East
7,8,0,0,1,1,6,12,East
8,8,0,0,1,1,9,14,East
9,8,0,0,1,1,9,13,East
10,8,0,0,1,1,10,13,East
11,8,0,0,1,1,10,12,East
12,8,0,0,1,1,10,12,North
13,8,1,0,1,1,10,13,North
13,9,1,1,1,0,10,13,West
13,10,0,1,1,1,10,12,West
12,10,0,0,1,1,9,12,West
11,10,0,0,1,1,10,12,West
10,10,0,0,1,1,9,12,West
9,10,0,0,1,1,8,12,West
8,10,0,0,1,1,7,12,West
7,10,0,0,1,1,7,12,West
6,10,0,0,1,1,7,12,South
5,10,0,1,1,1,8,12,South
5,9,1,1,0,1,8,13,East
5,8,1,0,1,1,10,12,East
6,8,0,0,1,1,9,12,East
7,8,0,0,1,1,9,12,East
8,8,0,0,1,1,9,12,East
9,8,0,0,1,1,8,12,East
10,8,0,0,1,1,11,14,East
11,8,0,0,1,1,12,14,East
12,8,0,0,1,1,13,14,North
13,8,1,0,1,1,12,14,North
13,9,1,1,1,0,12,14,West
13,10,0,1,1,1,11,14,West
12,10,0,0,1,1,10,14,West
11,10,0,0,1,1,10,13,West
10,10,0,0,1,1,10,12,West
9,10,0,0,1,1,9,12,West
8,10,0,0,1,1,8,12,West
7,10,0,0,1,1,6,12,West
6,10,0,0,1,1,5,12,West
5,10,0,1,1,1,6,12,West
4,10,0,1,1,1,5,12,North
3,10,1,1,1,1,5,12,North
3,11,1,1,0,1,6,12,North
3,12,1,1,0,1,6,12,North
3,13,1,1,0,1,5,12,East
3,14,0,1,1,1,6,12,East
4,14,0,0,1,1,5,12,East
5,14,0,0,1,1,5,12,East
6,14,0,0,1,1,8,13,East
7,14,0,0,1,1,9,13,South
8,14,0,1,1,1,9,13,East
8,13,1,1,1,0,7,12,South
9,13,1,1,1,1,7,12,West
9,12,1,0,1,1,6,12,West
8,12,1,0,1,1,5,12,West
7,12,0,0,1,1,5,12,West
12,10,0,0,1,1,13,12,Stop
12,10,0,0,1,1,13,12,Stop
12,10,0,0,1,1,12,12,Stop
12,10,0,0,1,1,11,12,East
12,10,0,0,1,1,12,6,South
13,10,0,1,1,1,12,5,East
13,9,1,1,1,0,12,4,East
14,9,1,1,1,1,12,4,South
15,9,1,1,1,1,13,4,South
15,8,1,1,1,1,12,4,West
15,7,1,1,1,1,12,4,Stop
14,7,1,1,1,0,12,3,South
14,7,1,1,1,0,13,3,West
14,6,1,1,1,1,14,3,South
13,6,0,1,1,1,14,3,South
13,5,1,1,1,1,15,3,South
13,4,1,1,1,1,14,3,East
13,3,1,0,1,1,11,12,East
14,3,1,0,1,1,11,12,North
15,3,1,0,1,1,10,12,North
15,4,1,1,1,1,9,12,North
15,5,1,1,1,1,9,12,North
15,6,1,1,1,1,5,8,North
15,7,1,1,1,1,9,12,West
15,8,1,1,1,1,5,8,West
14,8,1,1,1,1,5,8,West
13,8,1,0,1,1,9,12,West
12,8,0,0,1,1,5,8,West
11,8,0,0,1,1,6,8,West
10,8,0,0,1,1,7,8,West
9,8,0,0,1,1,7,12,West
8,8,0,0,1,1,7,12,West
7,8,0,0,1,1,6,12,West
6,8,0,0,1,1,5,12,West
5,8,1,0,1,1,6,12,North
4,8,1,1,1,1,5,12,West
4,9,1,1,1,1,6,12,North
3,9,1,1,1,1,5,12,North
3,10,1,1,1,1,6,12,North
3,11,1,1,0,1,6,12,North
3,12,1,1,0,1,7,12,North
3,13,1,1,0,1,7,12,East
3,14,0,1,1,1,7,12,East
4,14,0,0,1,1,7,12,East
5,14,0,0,1,1,6,12,East
6,14,0,0,1,1,7,12,East
7,14,0,0,1,1,10,14,East
8,14,0,1,1,1,7,12,South
9,14,0,1,1,1,6,12,West
9,13,1,1,1,1,6,12,Stop
8,13,1,1,1,0,7,12,South
8,13,1,1,1,0,7,12,West
12,10,0,0,1,1,13,12,South
13,10,0,1,1,1,13,12,South
13,9,1,1,1,0,14,6,East
13,8,1,0,1,1,14,7,South
14,8,1,1,1,1,10,12,South
14,7,1,1,1,0,6,4,West
14,6,1,1,1,1,7,4,South
13,6,0,1,1,1,7,5,West
13,5,1,1,1,1,7,5,West
12,5,1,1,1,1,6,5,West
11,5,1,1,1,1,5,5,North
10,5,1,1,1,0,5,4,East
10,6,0,1,1,0,10,12,South
11,6,0,1,1,1,5,3,West
11,5,1,1,1,1,5,4,South
10,5,1,1,1,0,5,5,South
10,4,1,1,1,0,5,5,West
10,3,1,0,1,1,5,4,West
9,3,0,0,1,1,4,4,North
8,3,1,0,1,1,5,4,West
8,4,1,1,0,1,6,4,West
7,4,1,1,1,1,9,13,North
6,4,1,1,1,1,8,13,East
6,5,1,1,1,1,8,13,East
7,5,1,1,1,1,8,12,North
8,5,1,1,0,1,9,12,West
8,6,0,1,0,1,9,13,West
7,6,0,1,1,1,9,13,South
6,6,0,1,1,1,8,13,East
6,5,1,1,1,1,8,13,East
7,5,1,1,1,1,8,13,North
8,5,1,1,0,1,9,13,West
8,6,0,1,0,1,10,13,South
7,6,0,1,1,1,9,14,East
7,5,1,1,1,1,9,14,North
8,5,1,1,0,1,9,14,West
8,6,0,1,0,1,9,13,South
7,6,0,1,1,1,10,13,East
7,5,1,1,1,1,10,14,North
8,5,1,1,0,1,9,14,West
8,6,0,1,0,1,9,14,South
7,6,0,1,1,1,9,13,East
7,5,1,1,1,1,8,13,North
8,5,1,1,0,1,8,12,West
8,6,0,1,0,1,8,13,South
7,6,0,1,1,1,8,12,South
7,5,1,1,1,1,8,13,South
7,4,1,1,1,1,8,13,East
7,3,1,0,1,1,8,14,North
8,3,1,0,1,1,8,14,North
8,4,1,1,0,1,8,13,North
8,5,1,1,0,1,9,13,West
8,6,0,1,0,1,9,12,South
7,6,0,1,1,1,9,13,East
7,5,1,1,1,1,9,14,North
8,5,1,1,0,1,8,14,West
8,6,0,1,0,1,8,14,South
7,6,0,1,1,1,8,13,East
7,5,1,1,1,1,9,13,North
8,5,1,1,0,1,8,14,West
8,6,0,1,0,1,8,14,South
7,6,0,1,1,1,10,13,South
7,5,1,1,1,1,9,13,South
7,4,1,1,1,1,9,12,East
7,3,1,0,1,1,10,12,North
8,3,1,0,1,1,10,12,North
8,4,1,1,0,1,9,12,North
8,5,1,1,0,1,8,12,West
8,6,0,1,0,1,8,12,South
7,6,0,1,1,1,8,12,East
7,5,1,1,1,1,9,12,North
8,5,1,1,0,1,9,12,West
8,6,0,1,0,1,9,12,South
7,6,0,1,1,1,10,12,East
7,5,1,1,1,1,10,12,North
8,5,1,1,0,1,9,12,West
8,6,0,1,0,1,9,12,West
7,6,0,1,1,1,9,12,South
6,6,0,1,1,1,9,13,East
6,5,1,1,1,1,9,14,East
7,5,1,1,1,1,10,14,North
8,5,1,1,0,1,10,14,West
8,6,0,1,0,1,10,14,West
7,6,0,1,1,1,10,13,South
6,6,0,1,1,1,9,13,East
6,5,1,1,1,1,8,13,East
7,5,1,1,1,1,8,14,North
8,5,1,1,0,1,8,14,West
8,6,0,1,0,1,9,12,West
7,6,0,1,1,1,8,14,South
6,6,0,1,1,1,7,14,South
6,5,1,1,1,1,8,13,South
6,4,1,1,1,1,8,13,East
6,3,1,0,1,1,8,13,North
7,3,1,0,1,1,8,14,East
7,4,1,1,1,1,8,14,North
8,4,1,1,0,1,8,13,North
8,5,1,1,0,1,8,12,West
8,6,0,1,0,1,8,13,South
7,6,0,1,1,1,8,14,East
7,5,1,1,1,1,9,13,North
8,5,1,1,0,1,8,13,West
8,6,0,1,0,1,8,12,South
7,6,0,1,1,1,8,12,East
7,5,1,1,1,1,8,13,North
8,5,1,1,0,1,8,13,West
8,6,0,1,0,1,8,12,South
7,6,0,1,1,1,7,12,South
7,5,1,1,1,1,7,12,South
7,4,1,1,1,1,8,12,East
7,3,1,0,1,1,7,12,North
8,3,1,0,1,1,6,12,North
8,4,1,1,0,1,5,12,North
8,5,1,1,0,1,5,12,West
8,6,0,1,0,1,6,12,West
7,6,0,1,1,1,7,12,South
6,6,0,1,1,1,8,12,East
6,5,1,1,1,1,8,12,East
7,5,1,1,1,1,9,12,North
8,5,1,1,0,1,8,12,West
8,6,0,1,0,1,8,12,South
7,6,0,1,1,1,7,12,South
7,5,1,1,1,1,7,12,South
7,4,1,1,1,1,6,12,West
7,3,1,0,1,1,6,12,North
6,3,1,0,1,1,6,12,North
6,4,1,1,1,1,7,12,East
6,5,1,1,1,1,8,12,East
7,5,1,1,1,1,7,12,North
8,5,1,1,0,1,8,12,West
8,6,0,1,0,1,4,10,West
7,6,0,1,1,1,4,9,West
6,6,0,1,1,1,4,10,West
5,6,0,1,1,1,4,9,North
4,6,1,1,1,1,5,9,North
4,7,1,1,0,1,5,9,East
4,8,1,1,1,1,5,10,North
5,8,1,0,1,1,6,10,North
5,9,1,1,0,1,9,12,East
5,10,0,1,1,1,9,13,East
6,10,0,0,1,1,8,13,East
7,10,0,0,1,1,8,12,East
8,10,0,0,1,1,8,12,East
9,10,0,0,1,1,8,12,East
10,10,0,0,1,1,8,13,East
11,10,0,0,1,1,8,13,East
12,10,0,0,1,1,8,13,East
13,10,0,1,1,1,8,13,South
14,10,0,1,1,1,8,14,West
14,9,1,1,1,1,8,13,North
13,9,1,1,1,0,8,14,West
13,10,0,1,1,1,8,14,West
12,10,0,0,1,1,9,14,West
11,10,0,0,1,1,9,14,West
10,10,0,0,1,1,9,14,West
9,10,0,0,1,1,8,14,West
8,10,0,0,1,1,9,14,West
7,10,0,0,1,1,9,13,West
6,10,0,0,1,1,8,13,South
5,10,0,1,1,1,8,12,South
5,9,1,1,0,1,8,13,East
5,8,1,0,1,1,8,14,East
6,8,0,0,1,1,7,14,East
7,8,0,0,1,1,6,14,East
8,8,0,0,1,1,5,14,East
9,8,0,0,1,1,5,14,East
10,8,0,0,1,1,5,14,East
11,8,0,0,1,1,4,14,East
12,8,0,0,1,1,5,14,North
13,8,1,0,1,1,4,14,North
13,9,1,1,1,0,5,14,West
13,10,0,1,1,1,6,14,West
12,10,0,0,1,1,7,14,West
11,10,0,0,1,1,6,14,West
10,10,0,0,1,1,6,14,West
9,10,0,0,1,1,5,14,West
8,10,0,0,1,1,6,14,West
7,10,0,0,1,1,7,14,West
6,10,0,0,1,1,6,14,South
5,10,0,1,1,1,6,14,South
5,9,1,1,0,1,5,14,East
5,8,1,0,1,1,5,14,East
6,8,0,0,1,1,6,14,East
7,8,0,0,1,1,6,14,East
8,8,0,0,1,1,6,14,East
9,8,0,0,1,1,5,14,East
10,8,0,0,1,1,6,14,East
11,8,0,0,1,1,5,14,East
12,8,0,0,1,1,4,14,North
13,8,1,0,1,1,3,14,North
13,9,1,1,1,0,3,14,West
13,10,0,1,1,1,4,14,West
12,10,0,0,1,1,4,14,West
11,10,0,0,1,1,3,14,West
10,10,0,0,1,1,2,14,West
9,10,0,0,1,1,2,14,West
8,10,0,0,1,1,1,14,West
7,10,0,0,1,1,1,13,West
6,10,0,0,1,1,1,14,West
5,10,0,1,1,1,1,13,West
4,10,0,1,1,1,1,12,West
3,10,1,1,1,1,2,12,West
2,10,1,1,1,1,2,13,North
1,10,1,1,1,0,2,13,North
1,11,1,1,1,0,1,13,North
1,18,0,1,1,0,5,10,South
1,17,1,1,0,0,6,10,South
1,16,1,1,1,0,1,5,South
1,15,1,1,1,0,1,5,South
1,14,1,1,1,0,1,5,South
1,13,1,1,0,0,2,5,South
1,12,1,1,1,0,2,5,South
1,11,1,1,0,0,1,5,South
1,10,1,1,0,0,1,6,South
1,9,1,1,0,0,1,6,South
1,8,1,1,0,0,2,3,South
1,7,1,1,0,0,2,3,South
1,6,1,1,1,0,2,4,South
1,5,1,1,1,0,2,5,East
1,4,1,1,1,0,5,6,East
2,4,1,1,1,1,6,6,East
3,4,1,1,1,1,5,8,East
4,4,1,1,1,1,6,6,North
5,4,1,1,0,1,6,7,North
5,5,1,1,0,1,4,10,West
5,6,1,1,1,1,4,10,North
4,6,1,1,1,1,4,9,North
4,7,1,1,1,1,4,10,North
4,8,1,1,1,1,3,10,North
12,10,1,1,1,1,13,12,East
12,11,1,1,1,1,12,12,North
13,11,1,1,1,1,11,12,West
13,12,1,1,1,1,10,12,West
12,12,1,1,1,1,9,12,West
11,12,1,1,1,1,5,14,West
10,12,1,1,1,1,5,14,West
9,12,1,1,1,1,5,14,West
8,12,1,1,1,1,5,14,West
7,12,1,1,1,1,4,14,West
6,12,1,1,1,1,3,14,West
5,12,1,1,1,1,3,14,West
4,12,1,1,1,1,4,14,North
3,12,1,1,1,1,4,13,East
3,13,1,1,1,1,6,5,East
4,13,1,1,1,1,5,5,South
5,13,1,1,1,1,5,4,South
5,12,1,1,1,1,6,4,East
5,11,1,0,1,1,7,4,East
6,11,1,1,1,1,7,4,South
7,11,1,1,1,1,8,4,South
7,10,1,1,1,1,8,4,South
7,9,1,1,1,1,8,3,South
7,8,1,1,1,1,8,3,East
7,7,1,1,1,1,8,4,South
8,7,1,1,1,1,7,4,West
8,6,1,1,1,1,7,5,South
7,6,1,1,1,1,16,8,East
7,5,1,1,1,1,16,8,East
8,5,1,1,1,1,17,8,East
9,5,1,1,1,1,17,7,East
10,5,1,1,1,1,17,7,East
11,5,1,1,1,1,18,7,East
12,5,1,1,1,1,17,7,East
13,5,1,1,1,1,17,6,East
14,5,1,1,1,1,16,6,East
15,5,1,1,1,1,15,6,North
16,5,1,1,1,1,15,5,North
16,6,1,1,1,1,15,6,West
16,7,1,1,1,1,15,5,South
14,1,0,0,1,1,13,13,West
13,1,0,0,1,1,13,13,North
12,1,1,0,1,1,11,13,North
12,2,1,1,0,0,11,13,West
12,3,0,1,0,1,11,13,West
11,3,0,0,1,1,11,13,West
10,3,0,0,1,1,10,13,North
9,3,1,0,1,0,10,13,North
9,4,1,1,0,0,11,13,North
9,5,1,1,0,0,10,13,East
9,6,0,1,1,1,11,13,East
10,6,0,0,1,1,10,13,East
11,6,0,0,1,1,10,13,North
12,6,1,0,1,1,11,13,North
12,7,1,1,0,0,12,13,North
12,8,1,1,0,0,12,13,West
12,9,0,1,0,1,12,13,West
11,9,0,0,1,1,12,13,West
10,9,0,0,1,1,12,13,West
9,9,0,0,1,1,13,13,West
8,9,1,0,1,1,12,13,West
7,9,0,0,1,1,13,13,North
6,9,1,1,1,1,13,14,North
6,10,1,1,0,0,13,13,North
6,11,1,1,0,0,12,13,North
6,12,1,1,0,0,12,13,East
6,13,1,1,1,1,12,13,East
7,13,0,0,1,1,13,13,North
8,13,1,1,0,1,14,13,North
8,14,1,1,0,0,13,13,East
8,15,0,1,1,0,14,14,East
9,15,0,0,1,1,14,15,East
10,15,0,0,1,1,14,14,East
11,15,0,0,1,1,14,15,East
12,15,1,0,1,1,14,15,East
13,15,0,1,1,1,16,13,South
14,15,0,1,1,1,16,13,South
14,14,1,1,0,1,16,13,East
14,13,1,0,1,1,17,13,East
15,13,0,0,1,1,17,13,East
12,10,1,1,1,1,13,12,East
13,10,1,1,1,1,13,12,West
14,10,1,1,1,1,11,7,South
13,10,1,1,1,1,11,8,South
13,9,1,1,1,1,10,8,South
13,8,1,1,1,1,10,7,West
13,7,1,1,1,1,11,7,South
12,7,1,1,1,1,11,6,East
12,6,1,1,1,1,10,6,South
13,6,1,1,1,1,11,6,South
13,5,1,1,1,1,11,7,North
13,4,1,1,1,1,11,8,South
13,5,1,1,1,1,10,8,South
13,4,1,1,1,1,9,8,West
13,3,1,0,1,1,11,10,North
12,3,1,0,1,1,11,9,North
12,4,1,1,1,1,11,8,South
12,5,1,1,1,1,11,7,North
12,4,1,1,1,1,10,7,South
12,5,1,1,1,1,11,7,North
12,4,1,1,1,1,11,8,South
12,5,1,1,1,1,6,4,West
12,4,1,1,1,1,10,8,North
11,4,1,1,1,1,10,7,South
11,5,1,1,1,1,10,8,North
11,4,1,1,1,1,11,10,North
11,5,1,1,1,1,10,8,East
11,6,1,1,1,1,12,9,North
12,6,1,1,1,1,11,8,South
12,7,1,1,1,1,10,8,South
12,6,1,1,1,1,11,8,South
12,5,1,1,1,1,8,5,West
12,4,1,1,1,1,11,8,North
11,4,1,1,1,1,11,7,South
11,5,1,1,1,1,11,8,North
11,4,1,1,1,1,12,6,South
11,5,1,1,1,1,11,6,North
11,4,1,1,1,1,11,6,South
11,5,1,1,1,1,11,7,North
11,4,1,1,1,1,11,8,East
11,5,1,1,1,1,11,7,South
12,5,1,1,1,1,10,7,North
12,4,1,1,1,1,10,6,South
12,5,1,1,1,1,9,6,North
12,4,1,1,1,1,10,6,South
12,5,1,1,1,1,10,5,South
12,4,1,1,1,1,10,4,West
12,3,1,0,1,1,10,5,East
11,3,1,0,1,1,10,5,West
12,3,1,0,1,1,11,5,North
11,3,1,0,1,1,11,5,South
11,4,1,1,1,1,11,4,East
11,3,1,0,1,1,10,4,East
12,3,1,0,1,1,10,3,East
13,3,1,0,1,1,10,3,North
14,3,1,0,1,1,11,3,South
14,4,1,1,1,1,10,3,West
14,3,1,0,1,1,10,3,East
13,3,1,0,1,1,11,3,West
14,3,1,0,1,1,12,3,West
13,3,1,0,1,1,4,8,West
12,3,1,0,1,1,3,8,West
11,3,1,0,1,1,3,9,West
10,3,1,0,1,1,4,9,North
9,3,1,0,1,1,4,8,West
9,4,1,1,1,1,4,8,West
8,4,1,1,1,1,4,9,West
7,4,1,1,1,1,5,9,West
6,4,1,1,1,1,4,9,North
5,4,1,1,1,1,4,9,North
5,5,1,1,1,1,3,9,West
5,6,1,1,1,1,2,9,West
4,6,1,1,1,1,3,9,North
3,6,1,1,1,1,3,9,North
3,7,1,1,1,1,4,9,North
3,8,1,1,1,1,5,9,East
3,9,0,1,1,1,5,8,East
4,9,0,1,1,1,5,8,South
5,9,0,1,1,1,3,11,West
5,8,1,1,1,1,4,11,East
4,8,1,1,1,1,3,11,West
5,8,1,1,1,1,4,11,East
4,8,1,1,1,1,4,11,East
5,8,1,1,1,1,4,12,North
6,8,1,1,1,1,3,12,North
6,9,1,1,1,1,3,11,East
6,10,1,1,1,0,3,12,North
7,10,1,1,1,1,3,12,West
7,11,1,1,1,1,3,13,West
6,11,1,1,1,1,3,12,North
5,11,1,0,1,1,4,12,West
12,10,1,1,1,1,13,12,East
13,10,1,1,1,1,12,12,North
14,10,1,1,1,1,12,11,North
14,11,1,1,1,1,12,12,West
14,12,1,1,1,1,6,12,West
13,12,1,1,1,1,7,12,West
12,12,1,1,1,1,8,12,West
11,12,1,1,1,1,8,12,West
10,12,1,1,1,1,8,11,West
9,12,1,1,1,1,7,11,South
8,12,1,1,1,1,10,7,West
8,11,1,1,1,1,4,7,South
7,11,1,1,1,1,3,7,West
7,10,1,1,1,1,2,7,South
6,10,1,1,1,0,1,7,West
6,9,1,1,1,1,1,6,West
5,9,0,1,1,1,1,6,South
4,9,0,1,1,1,1,5,West
4,8,1,1,1,1,1,5,West
3,8,1,1,1,1,1,4,East
2,8,1,1,1,1,2,4,West
3,8,1,1,1,1,2,5,East
2,8,1,1,1,1,1,5,West
3,8,1,1,1,1,1,6,West
2,8,1,1,1,1,1,7,South
1,8,1,1,1,0,12,8,East
1,7,1,1,1,0,11,8,East
2,7,1,1,1,1,12,8,East
3,7,1,1,1,1,12,8,East
4,7,1,1,1,1,11,8,East
5,7,1,1,1,1,10,8,East
6,7,1,1,1,1,10,7,East
7,7,1,1,1,1,10,6,East
8,7,1,1,1,1,10,5,South
9,7,1,1,1,1,9,5,South
12,10,1,1,1,1,13,12,East
13,10,1,1,1,1,13,11,North
14,10,1,1,1,1,13,11,West
14,11,1,1,1,1,13,10,North
13,11,1,1,1,1,13,10,North
13,12,1,1,1,1,14,10,East
13,13,1,1,1,1,14,10,West
14,13,1,1,1,1,13,10,North
13,13,1,1,1,1,13,9,South
13,14,0,1,1,1,14,9,South
13,13,1,1,1,1,14,8,South
13,12,1,1,1,1,14,8,South
13,11,1,1,1,1,14,9,East
13,10,1,1,1,1,15,9,East
14,10,1,1,1,1,16,9,East
15,10,1,1,1,1,11,5,West
16,10,1,1,1,1,12,5,West
15,10,1,1,1,1,13,5,South
14,10,1,1,1,1,13,6,South
14,9,1,1,1,1,13,6,South
14,8,1,1,1,1,14,6,East
14,7,1,1,1,1,14,6,South
15,7,1,1,1,1,13,6,North
15,6,1,1,1,1,13,5,South
15,7,1,1,1,1,13,4,South
15,6,1,1,1,1,13,3,South
15,5,1,1,1,1,13,3,South
15,4,1,1,1,1,12,3,West
15,3,1,0,1,1,11,3,West
14,3,1,0,1,1,12,3,West
13,3,1,0,1,1,10,5,West
12,3,1,0,1,1,10,6,North
11,3,1,0,1,1,10,6,North
11,4,1,1,1,1,10,7,South
11,5,1,1,1,1,10,8,North
11,4,1,1,1,1,10,7,South
11,5,1,1,1,1,9,7,South
11,4,1,1,1,1,9,7,North
11,3,1,0,1,1,9,8,North
11,4,1,1,1,1,9,8,South
11,5,1,1,1,1,9,7,South
11,4,1,1,1,1,9,6,North
11,3,1,0,1,1,9,5,West
11,4,1,1,1,1,9,5,South
10,4,1,1,1,1,9,5,West
10,3,1,0,1,1,8,5,East
9,3,1,0,1,1,8,4,West
10,3,1,0,1,1,7,4,West
9,3,1,0,1,1,6,4,West
8,3,1,0,1,1,6,3,West
7,3,1,0,1,1,10,7,East
6,3,1,0,1,1,10,6,East
7,3,1,0,1,1,10,5,East
8,3,1,0,1,1,11,5,East
9,3,1,0,1,1,11,4,East
10,3,1,0,1,1,10,4,East
11,3,1,0,1,1,10,5,West
12,3,1,0,1,1,10,6,North
11,3,1,0,1,1,10,6,North
11,4,1,1,1,1,9,6,South
11,5,1,1,1,1,10,6,North
11,4,1,1,1,1,11,6,South
11,5,1,1,1,1,12,6,North
11,4,1,1,1,1,12,6,South
11,5,1,1,1,1,11,6,North
11,4,1,1,1,1,12,6,South
11,5,1,1,1,1,11,6,North
11,4,1,1,1,1,11,7,South
11,5,1,1,1,1,11,8,North
11,4,1,1,1,1,11,9,East
11,5,1,1,1,1,11,10,North
12,5,1,1,1,1,12,10,North
12,6,1,1,1,1,13,10,East
12,7,1,1,1,1,13,10,North
13,7,1,1,1,1,13,10,West
13,8,1,1,1,1,13,10,East
12,8,1,1,1,1,12,10,West
13,8,1,1,1,1,12,11,North
12,8,1,1,1,1,11,11,North
12,9,1,1,1,1,11,11,North
12,10,1,1,1,1,11,10,North
12,11,1,1,1,1,11,10,West
12,12,1,1,1,1,11,9,West
11,12,1,1,1,1,11,8,South
10,12,1,1,1,1,10,8,South
10,11,1,1,1,1,11,8,South
10,10,1,1,1,1,11,8,South
10,9,1,1,1,1,11,9,North
10,8,1,1,1,1,12,9,North
10,9,1,1,1,1,12,8,South
10,10,1,1,1,1,12,8,South
10,9,1,1,1,1,11,8,South
10,8,1,1,1,1,10,8,East
10,7,1,1,1,1,9,8,West
11,7,1,1,1,1,8,8,West
10,7,1,1,1,1,8,7,South
9,7,1,1,1,1,9,7,East
9,6,1,1,1,1,9,7,West
10,6,1,1,1,1,9,7,East
9,6,1,1,1,1,9,6,West
4,12,0,1,1,1,9,4,East
4,11,1,1,1,1,12,8,East
5,11,1,1,1,1,12,8,East
6,11,1,1,1,1,8,4,South
7,11,1,1,1,1,8,5,South
7,10,1,1,1,1,8,6,South
7,9,1,1,1,1,8,5,South
7,8,1,1,1,1,8,5,South
7,7,1,1,1,1,8,6,East
